player_id,name,hand,date_of_birth,country,height
122078,Popko D.,R,19961024,KAZ,177
200615,Popyrin A.,R,19990805,AUS,196
103708,Pospisil J.,R,19810209,CZE,177
105577,Pospisil V.,R,19900623,CAN,193
106298,Pouille L.,R,19940223,FRA,185
104822,Prashanth V.,R,19861027,IND,177
103799,Prodon E.,R,19810627,FRA,178
104004,Prpic F.,R,19820526,SWE,173
104308,Przysiezny M.,R,19840216,POL,185
105047,Puetz T.,R,19871119,GER,177
100611,Purcell M.,R,19590718,USA,178
105023,Querrey S.,R,19871007,USA,198
105281,Quigley E.,U,19890130,USA,177
106420,Quinzi G.,L,19960201,ITA,177
105933,Quiroz R.,L,19920223,ECU,193
104803,Rachidi Y.,R,19860913,MAR,177
104330,Ram R.,R,19840318,USA,193
106368,Ramanathan R.,R,19941108,IND,188
105471,Ramirez C.,R,19900125,MEX,180
100309,Ramirez-Hidalgo R.,R,19530620,MEX,183
105077,Ramos A.,L,19880117,ESP,188
105077,Ramos-Vinolas A.,L,19880117,ESP,188
105683,Raonic M.,R,19901227,CAN,196
104397,Recouderc L.,R,19840710,FRA,178
105591,Reid M.,R,19900717,AUS,177
202130,Reinberg E.,R,19970420,USA,177
104714,Reister J.,R,19860402,GER,188
104256,Reix C.,U,19831009,FRA,177
104023,Renavand N.,R,19820625,FRA,177
104960,Reyes-Varela M.A.,R,19870621,MEX,175
104035,Reynolds B.,R,19820717,USA,183
105137,Riba P.,R,19880407,ESP,183
105137,Riba-Madrid P.,R,19880407,ESP,183
209857,Riedi L.,R,20020127,SUI,191
104681,Rieschick S.,R,19860215,GER,177
200589,Riffice S.,U,19990301,USA,177
126239,Rinderknech A.,R,19950723,FRA,177
105941,Rios F.,R,19920304,CHI,177
103565,Robert S.,R,19800517,FRA,185
103990,Robredo T.,R,19820501,ESP,180
106177,Roca Batalla O.,R,19930430,ESP,177
103294,Rochus C.,R,19781215,BEL,170
103694,Rochus O.,R,19810118,BEL,168
104053,Roddick A.,R,19820830,USA,188
200514,Rodionov J.,L,19990516,AUT,177
104633,Rodrigues M.,R,19851107,FRA,177
104273,Roger-Vasselin E.,R,19831128,FRA,188
105641,Rola B.,L,19901005,SLO,193
105262,Romboli F.,R,19890104,BRA,180
105113,Rosenholm P.,R,19880305,SWE,177
104586,Rosol L.,R,19850724,CZE,196
144946,Roumane R.,R,20000911,FRA,177
111511,Rubin N.,R,19960221,USA,177
126094,Rublev A.,R,19971020,RUS,188
105558,Rufin G.,R,19900526,FRA,188
208029,Rune H.,R,20030429,DEN,177
103188,Russell M.,R,19780501,USA,173
102104,Ruud C.,R,19720824,NOR,188
200325,Ruusuvuori E.,R,19990402,FIN,188
104453,Ryderstedt M.,L,19841112,SWE,188
105601,Saavedra Corvalan C.,R,19900801,CHI,177
104789,Sabry S.,U,19860829,EGY,177
126964,Sachko V.,R,19970714,UKR,177
104967,Sadecky A.,L,19870706,SUI,193
126128,Safiullin R.,R,19970807,RUS,177
106324,Safranek V.,R,19940520,CZE,177
105633,Safwat M.,R,19900919,EGY,183
106203,Sakamoto P.,R,19930629,BRA,177
105163,Sakharov G.,R,19880610,FRA,177
104113,Salamanca C.,L,19830115,COL,196
105515,Samper-Montana J.,U,19900405,ESP,177
103227,Sanchez M.,R,19780703,MEX,177
105815,Sandgren T.,R,19910722,USA,188
117361,Santillan A.,R,19970522,AUS,177
102148,Santoro F.,R,19721209,FRA,178
105512,Sarkissian A.,R,19900403,USA,177
106031,Sarmiento R.,R,19920724,USA,177
105596,Satral J.,R,19900724,CZE,177
106291,Saville L.,R,19940201,AUS,177
111790,Schnur B.,R,19950704,CAN,177
105707,Scholtz N.,R,19910205,RSA,177
209262,Schoolkate T.,R,20010226,AUS,177
105318,Schoorel T.,L,19890408,NED,203
102783,Schuettler R.,R,19760425,GER,180
103393,Schukin Y.,R,19790626,KAZ,188
104724,Schwank E.,R,19860423,ARG,183
106043,Schwartzman D.,R,19920816,ARG,170
105427,Sekulic M.,R,19891104,SWE,177
104534,Sela D.,R,19850404,ISR,175
104312,Seppi A.,R,19840221,ITA,190
126120,Serdarusic N.,U,19961213,CRO,177
105079,Sergeyev I.,R,19880120,UKR,175
103722,Serra F.,R,19810228,FRA,180
105060,Setkic A.,R,19871221,BIH,193
205734,Seyboth Wild T.,R,20000310,BRA,177
126152,Shane R.,U,19940415,USA,177
133430,Shapovalov D.,L,19990415,CAN,185
208108,Shi B.,R,20000224,USA,177
106138,Shyla Y.,R,19930305,BLR,177
103427,Si Y.M.,U,19790824,MAS,177
105098,Sidorenko A.,R,19880218,FRA,177
104997,Sijsling I.,R,19870818,NED,190
106393,Silva F.,L,19950318,POR,177
106393,Silva F.F.,L,19950318,POR,177
101416,Silva J.,R,19671127,POR,173
104732,Simmonds P.,R,19860518,USA,177
104468,Simon G.,R,19841227,FRA,183
110596,Simonsson F.,R,19941127,SWE,177
105072,Singh S.,R,19880111,IND,173
206173,Sinner J.,R,20010816,ITA,188
105402,Siriluethaiwattana P.,L,19890816,THA,177
104677,Sitak A.,R,19860208,NZL,185
207608,Skatov T.,R,20010121,RUS,177
105015,Skugor F.,R,19870920,CRO,193
104692,Slabinsky A.,R,19860306,GBR,185
105651,Smethurst D.,U,19901013,GBR,177
106269,Smith A.,U,19931125,USA,177
100364,Smith J.P.,R,19550129,GBR,188
105065,Smyczek T.,R,19871230,USA,175
106058,Sock J.,R,19920924,USA,185
104417,Soderling R.,R,19840814,SWE,193
144797,Soderlund C.,R,19970603,SWE,177
104424,Soeda G.,R,19840905,JPN,178
132283,Sonego L.,R,19950511,ITA,191
104476,Sorensen L.,R,19850107,IRL,175
105311,Sousa J.,R,19890330,POR,185
105155,Sousa P.,R,19880527,POR,180
105154,Souza J.,R,19880527,BRA,193
102434,Spadea V.,R,19740719,USA,183
104217,Stadler S.,L,19830720,GER,183
104660,Stakhovsky S.,R,19860106,UKR,193
103808,Starace P.,R,19810714,ITA,188
104907,Statham J.,R,19870425,NZL,183
105649,Stebe C.M.,L,19901009,GER,183
103285,Stepanek R.,R,19781127,CZE,185
208502,Stricker D.,U,20020816,SUI,177
104971,Strode B.,R,19870709,USA,188
105526,Struff J.L.,R,19900425,GER,193
105679,Struvay E.,R,19901217,COL,177
105216,Sugita Y.,R,19880918,JPN,173
208260,Svajda Z.,R,20021129,USA,177
208013,Sweeny D.,R,20010212,AUS,177
104976,Sweeting R.,R,19870714,USA,196
126535,Taberner C.,R,19970808,ESP,177
126214,Tabilo A.,L,19970602,CHI,177
121414,Takahashi Y.,U,19700429,JPN,177
105059,Takeuchi K.,L,19871219,JPN,177
100187,Tavares L.,R,19490926,BRA,177
110686,Tearney F.,R,19900927,NZL,183
105270,Teixeira M.,R,19890118,FRA,177
106311,Tepavac M.,R,19940405,SRB,177
106233,Thiem D.,R,19930903,AUT,185
110636,Thompson C.,R,19920504,USA,177
107270,Thompson J.,R,nan,USA,177
126207,Tiafoe F.,R,19980120,USA,188
104386,Tipsarevic J.,R,19840622,SRB,180
202058,Tirante T.A.,R,20010410,ARG,177
126185,Tiurnev E.,R,19970408,RUS,177
106071,Tomic B.,R,19921021,AUS,193
104275,Topic J.,U,19831208,CRO,177
209916,Topo M.,U,20030913,SRB,177
105091,Torebko P.,R,19880210,GER,177
111453,Torpegaard M.,R,19940508,DEN,177
105882,Travaglia S.,R,19911218,ITA,185
105401,Trevisan M.,R,19890813,ITA,177
105542,Trinker B.,R,19900511,AUT,177
104678,Troicki V.,R,19860210,SRB,193
106397,Trongcharoenchaikul W.,R,19950408,THA,177
105477,Trungelliti M.,R,19900131,ARG,177
104473,Trusendi W.,U,19850103,ITA,177
202358,Tseng C.H.,R,20010808,TPE,177
202065,Tsitsipas P.,U,20000727,GRE,177
126774,Tsitsipas S.,R,19980812,GRE,193
104542,Tsonga J.W.,R,19850417,FRA,188
111454,Tu L.,R,19960527,AUS,177
104098,Tursunov D.,R,19821212,RUS,185
126185,Tiurnev E.,R,19970408,RUS,177
106034,Uchiyama Y.,R,19920805,JPN,183
103821,Udomchoke D.,R,19810811,THA,173
104494,Ungur A.,R,19850125,ROU,178
104195,Vagnozzi S.,R,19830530,ITA,173
104993,Vaisse M.,U,19870811,FRA,177
200218,Valkusz M.,R,19980813,HUN,177
104292,Van D. Merwe I.,R,19840126,RSA,196
104137,Van De Zandschulp B.,U,19830225,NED,177
104292,Van Der Merwe I.,R,19840126,RSA,196
102661,Van Rijthoven T.,R,19750927,BEL,177
104563,Vanni L.,R,19850604,ITA,177
104986,Vardhan V.,R,19870727,IND,188
122669,Varillas J.P.,R,19951006,PER,177
105781,Vasilevski A.,R,19910528,BLR,185
103506,Vassallo-Arguello M.,R,19800210,ARG,183
106072,Vatutin A.,R,19921027,RUS,177
110754,Vega Hernandez D.,R,19940623,ESP,177
106374,Veger F.,R,19941221,CRO,177
105099,Veic A.,R,19880218,CRO,180
106006,Velotti A.,R,19920524,ARG,177
103490,Ventura S.,R,19800105,ESP,183
105030,Venus M.,R,19871016,NZL,191
104269,Verdasco F.,L,19831115,ESP,188
106210,Vesely J.,L,19930710,CZE,198
106408,Vilella Martinez M.,R,19950703,ESP,177
103714,Vinciguerra A.,L,19810219,SWE,180
104264,Viola M.,R,19831028,ITA,177
104264,Viola Mat.,R,19831028,ITA,177
104019,Vliegen K.,R,19820622,BEL,193
103835,Volandri F.,R,19810905,ITA,183
202398,Vrbensky M.,R,19991226,CZE,177
126846,Vukic A.,R,19960406,AUS,177
105579,Wachiramanowong K.,R,19900625,THA,183
104106,Walter L.,U,19830104,FRA,177
105934,Wang C.,R,19920224,CHN,188
104499,Wang J.,R,19850208,TPE,178
105528,Ward A.,U,19900430,GBR,177
100183,Ward J.,R,19490728,USA,177
105552,Watanuki Y.,R,19900520,JPN,177
104527,Wawrinka S.,R,19850328,SUI,183
104804,Weintraub A.,R,19860916,ISR,188
144923,Wessels L.,R,19980827,GER,177
104627,Westerhof B.,R,19851024,NED,177
106225,Whittington A.,R,19930811,AUS,177
105733,Williams R.,R,19910322,USA,177
105650,Willis M.,L,19901009,GBR,177
104070,Witten J.,R,19821015,USA,178
109404,Wolf J.J.,R,nan,USA,177
104695,Wolmarans F.,R,19860307,RSA,177
105842,Wu D.,R,19910914,CHN,175
126555,Wu T.L.,R,19980512,TPE,177
126895,Wu Y.,U,19940508,CHN,177
105738,Yang T.H.,R,19910329,TPE,178
103676,Yani M.,R,19801231,USA,185
111200,Ymer E.,R,19960410,SWE,183
144707,Ymer M.,R,19980909,SWE,183
105385,Young D.,L,19890723,USA,183
104022,Youzhny M.,R,19820625,RUS,183
105551,Yuksel A.,L,19900519,TUR,177
104738,Zampieri C.,R,19860527,BRA,183
124382,Zapata Miralles B.,U,19690630,COL,177
110476,Zayed M.S.,U,19940309,QAT,177
122570,Zayid M.,U,19950414,QAT,177
122570,Zayid M.S.,U,19950414,QAT,177
104547,Zeballos H.,L,19850427,ARG,188
105181,Zekic M.,R,19880712,SRB,177
104813,Zemlja G.,R,19860929,SLO,183
206748,Zeppieri G.,L,20011207,ITA,177
105585,Zhang Z.,R,19900704,CHN,188
105585,Zhang Ze,R,19900704,CHN,188
105585,Zhang Ze.,R,19900704,CHN,188
105585,Zhang Zh.,R,19900704,CHN,188
104807,Ziadi M.,R,19860920,MAR,177
105132,Zopp J.,R,19880329,EST,190
200390,Zuk K.,R,19990121,POL,177
100644,Zverev A.,R,19970420,GER,198
104999,Zverev M.,L,19870822,GER,190
