player_id,name,hand,date_of_birth,country,height
112604,Del Potro J. M.,U,19210125,ITA,177
123057,Del Potro J.M.,U,19700606,ESP,177
105643,Delbonis F.,L,19901005,ARG,190
102887,Delgado R.,R,19761114,PAR,185
104025,Delic A.,R,19820630,BIH,196
106243,Delic M.,R,19930929,CRO,196
106198,Dellien H.,R,19930616,BOL,180
105269,Demoliner M.,R,19890118,BRA,177
103758,Dent T.,R,19810424,USA,188
104944,Desein N.,R,19870609,BEL,190
103534,Devilder N.,L,19800325,FRA,173
104500,Devvarman S.,R,19850213,IND,180
103035,Di Mauro A.,L,19770809,ITA,185
118863,Diaz Acosta F.,U,nan,COL,177
105731,Diez S.,R,19910317,CAN,177
105777,Dimitrov G.,R,19910516,BUL,188
111513,Djere L.,R,19950602,SRB,188
105831,Djokovic M.,R,19910820,SRB,177
104925,Djokovic N.,R,19870522,SRB,188
104471,Dodig I.,R,19850102,CRO,183
105238,Dolgopolov A.,R,19881107,UKR,180
101051,Dolgopolov O.,R,19640710,UKR,177
106249,Domingues J.,R,19931005,POR,178
111577,Donaldson J.,R,19961009,USA,177
106390,Donati M.,R,19950228,ITA,177
200574,Donski A.,R,19980801,CAN,177
105539,Donskoy E.,R,19900509,RUS,185
113451,Draper J.,U,nan,ESP,177
144984,Dubrivnyy A.,R,19990131,RUS,177
105902,Duckworth J.,R,19920121,AUS,183
104661,Duclos P.L.,R,19860108,CAN,177
104736,Dustov F.,R,19860522,UZB,196
104297,Dutra Da Silva R.,R,19840203,BRA,178
104297,Dutra Silva R.,R,19840203,BRA,178
106000,Dzumhur D.,R,19920520,BIH,172
105051,Ebden M.,R,19871126,AUS,188
106378,Edmund K.,R,19950108,GBR,188
105757,Ehrat S.,R,19910418,SUI,180
105149,El Amrani R.,R,19880519,MAR,185
101962,El Aynaoui Y.,R,19710912,MAR,193
104914,Eleskovic E.,R,19870508,SWE,177
103862,Elgin M.,R,19811014,RUS,183
105671,Elias G.,R,19901124,POR,178
104465,Emmrich M.,L,19841217,GER,183
105436,Eriksson M.,R,19891129,SWE,188
126623,Erler A.,U,19971027,AUT,177
105271,Escobar G.,L,19890120,ECU,178
124014,Escobedo E.,R,19960704,USA,177
103607,Estrella Burgos V.,R,19800802,DOM,173
144869,Etcheverry T.,R,19990718,ARG,177
111153,Eubanks C.,R,19960505,USA,177
104717,Evans B.,R,19860408,USA,188
105554,Evans D.,R,19900523,GBR,175
105559,Eysseric J.,L,19900527,FRA,180
105341,Fabbiano T.,R,19890526,ITA,177
104268,Falla A.,L,19831114,COL,185
100014,Fancutt T.,R,19340714,RSA,177
104857,Farah R.,R,19870120,COL,193
103819,Federer R.,R,19810808,SUI,185
106393,Ferreira Silva F.,L,19950318,POR,177
103970,Ferrer D.,R,19820402,ESP,175
103507,Ferrero J.C.,R,19800212,ESP,183
126663,Ficovich J.P.,R,19970124,ARG,177
104953,Fidirko N.,R,19870615,BLR,177
104770,Fischer M.,R,19860721,AUT,180
103888,Fish M.,R,19811209,USA,188
104415,Fleming C.,R,19840813,GBR,188
104926,Fognini F.,R,19870524,ITA,178
207797,Forejtek J.,R,20010310,CZE,177
103165,Fraile G.,R,19780407,ESP,180
106216,Fratangelo B.,R,19930719,USA,177
126203,Fritz T.,R,19971028,USA,193
105916,Fucsovics M.,R,19920208,HUN,188
104559,Gabashvili T.,R,19850523,RUS,188
105943,Gaio F.,R,19920305,ITA,177
123755,Galan D.,R,19960618,COL,191
123755,Galan D.E.,R,19960618,COL,191
104640,Galdon P.,R,19851128,ARG,177
105634,Galovic V.,R,19900919,ITA,177
102999,Galvani S.,R,19770603,ITA,178
106321,Gao X.,U,19940512,CHN,177
105626,Garanganga T.,R,19900906,ZIM,177
104198,Garcia-Lopez G.,R,19830604,ESP,188
106426,Garin C.,R,19960530,CHI,185
104535,Garza D.,R,19850408,MEX,177
104755,Gasquet R.,R,19860618,FRA,185
200384,Gaston H.,L,20000926,FRA,177
103292,Gaudio G.,R,19781209,ARG,175
104227,Gensse A.,R,19830810,FRA,177
106078,Gerasimov E.,R,19921111,BLR,196
104644,Ghedin R.,R,19851205,ITA,188
104007,Ghem A.,R,19820529,BRA,193
105561,Giannessi A.,L,19900530,ITA,183
102967,Gicquel M.,R,19770330,FRA,188
105325,Gigounon G.,R,19890420,BEL,177
104523,Gil F.,R,19850324,POR,178
104593,Gimeno-Traver D.,R,19850807,ESP,185
104068,Ginepri R.,R,19821007,USA,183
105053,Giraldo S.,R,19871127,COL,188
106218,Giron M.,R,19930724,USA,180
105841,Giustino L.,R,19910910,ITA,177
105676,Goffin D.,R,19901207,BEL,180
127339,Gojo B.,R,19980227,CRO,177
105376,Gojowczyk P.,R,19890715,GER,185
106244,Golding O.,R,19930929,GBR,177
104979,Golubev A.,R,19870722,KAZ,185
105613,Gombos N.,R,19900813,SVK,193
100653,Gomez A.,L,19600227,ECU,193
105877,Gomez E.,R,19911128,ECU,177
106412,Gomez L.,U,19950811,MEX,178
101551,Gomez-Herrera C.,R,19681224,ARG,177
105001,Gong M.X.,R,19870824,CHN,178
103067,Gonzalez A.,R,19771009,ESP,177
100402,Gonzalez F.,R,19551119,PAR,193
104216,Gonzalez M.,R,19830720,ARG,175
104136,Gonzalez S.,R,19830224,MEX,190
101325,Goodall J.,R,19670123,GBR,178
105283,Granollers G.,R,19890130,ESP,177
104719,Granollers M.,R,19860412,ESP,190
105283,Granollers Pujol G.,R,19890130,ESP,177
105283,Granollers-Pujol G.,R,19890130,ESP,177
142936,Gray A.,U,19841204,USA,177
103823,Gremelmayr D.,L,19810816,GER,183
101418,Grenier H.,R,19671204,FRA,190
103752,Greul S.,R,19810413,GER,185
134868,Griekspoor T.,R,19960702,NED,177
105827,Grigelis L.,R,19910814,LTU,183
103206,Grosjean S.,R,19780529,FRA,175
105032,Groth S.,R,19871019,AUS,193
104589,Guccione C.,L,19850730,AUS,201
104095,Guez D.,R,19821208,FRA,185
105208,Gulbis E.,R,19880830,LAT,190
105432,Gunneswaran P.,L,19891112,IND,177
105300,Gutierrez-Ferrol S.,R,19890305,ESP,177
103163,Haas T.,R,19780403,GER,188
104898,Haase R.,R,19870406,NED,190
104890,Haider-Maurer A.,R,19870322,AUT,190
104225,Hajek J.,R,19830807,CZE,180
108993,Hajji A.,U,19901205,QAT,177
106335,Halebian A.,L,19940608,USA,177
111460,Halys Q.,R,19961026,FRA,177
111506,Hamou M.,R,19950608,FRA,177
103812,Hanescu V.,R,19810721,ROU,198
105870,Hanfmann Y.,R,19911113,GER,193
105853,Hank T.,U,19910930,MEX,188
106302,Harris A.,R,19940307,AUS,177
144750,Harris L.,R,19970224,RSA,193
106328,Harrison C.,R,19940529,USA,177
105992,Harrison R.,R,19920507,USA,183
123921,Hemery C.,R,19950128,FRA,177
105732,Herbert P.H.,R,19910318,FRA,188
103169,Hernandez O.,R,19780410,ESP,180
105497,Hernandez-Fernandez J.,U,19900313,DOM,183
103401,Hernych J.,R,19790707,CZE,190
103720,Hewitt L.,R,19810224,AUS,180
