,Winner,Loser,size
0,Acasuso J.,Cuevas P.,1
1,Acasuso J.,Dolgopolov O.,1
2,Acasuso J.,Podlipnik H.,1
3,Ahouda A.,Granollers M.,1
4,Ajdukovic D.,Collarini A.,1
5,Albot R.,Almagro N.,1
6,Albot R.,Baghdatis M.,1
7,Albot R.,Bagnis F.,1
8,Albot R.,Barrere G.,1
9,Albot R.,Basilashvili N.,1
10,Albot R.,Bautista Agut R.,1
11,Albot R.,Bedene A.,2
12,Albot R.,Berankis R.,2
13,Albot R.,Carreno Busta P.,1
14,Albot R.,Cilic M.,1
15,Albot R.,Copil M.,1
16,Albot R.,Daniel T.,1
17,Albot R.,De Schepper K.,1
18,Albot R.,Delbonis F.,1
19,Albot R.,Dzumhur D.,1
20,Albot R.,Ebden M.,2
21,Albot R.,Elias G.,1
22,Albot R.,Escobedo E.,1
23,Albot R.,Evans D.,1
24,Albot R.,Fognini F.,1
25,Albot R.,Fratangelo B.,1
26,Albot R.,Fucsovics M.,1
27,Albot R.,Gulbis E.,1
28,Albot R.,Hanfmann Y.,1
29,Albot R.,Herbert P.H.,2
30,Albot R.,Hurkacz H.,1
31,Albot R.,Isner J.,1
32,Albot R.,Johnson S.,2
33,Albot R.,Karlovic I.,2
34,Albot R.,Kohlschreiber P.,1
35,Albot R.,Kokkinakis T.,1
36,Albot R.,Kovalik J.,1
37,Albot R.,Krajinovic F.,1
38,Albot R.,Kyrgios N.,1
39,Albot R.,Lajovic D.,1
40,Albot R.,Lazarov A.,1
41,Albot R.,Londero J.I.,1
42,Albot R.,Lorenzi P.,1
43,Albot R.,Lu Y.H.,1
44,Albot R.,Mannarino A.,1
45,Albot R.,Mathieu P.H.,1
46,Albot R.,Mcdonald M.,1
47,Albot R.,Mmoh M.,1
48,Albot R.,O Connell C.,1
49,Albot R.,Otte O.,1
50,Albot R.,Paire B.,1
51,Albot R.,Popko D.,1
52,Albot R.,Rune H.,1
53,Albot R.,Sandgren T.,2
54,Albot R.,Seppi A.,2
55,Albot R.,Shapovalov D.,1
56,Albot R.,Simon G.,1
57,Albot R.,Smith J.P.,1
58,Albot R.,Sonego L.,1
59,Albot R.,Sousa J.,1
60,Albot R.,Stakhovsky S.,1
61,Albot R.,Sugita Y.,1
62,Albot R.,Thompson J.,1
63,Albot R.,Tipsarevic J.,1
64,Albot R.,Troicki V.,1
65,Albot R.,Youzhny M.,1
66,Albot R.,Zekic M.,1
67,Alcaraz C.,Balazs A.,1
68,Alcaraz C.,Basilashvili N.,1
69,Alcaraz C.,Berrettini M.,1
70,Alcaraz C.,Evans D.,1
71,Alcaraz C.,Fucsovics M.,1
72,Alcaraz C.,Gasquet R.,1
73,Alcaraz C.,Giron M.,1
74,Alcaraz C.,Goffin D.,1
75,Alcaraz C.,Gojowczyk P.,1
76,Alcaraz C.,Krajinovic F.,1
77,Alcaraz C.,Lopez F.,1
78,Alcaraz C.,Mannarino A.,1
79,Alcaraz C.,Martin A.,1
80,Alcaraz C.,Milojevic N.,1
81,Alcaraz C.,Murray A.,1
82,Alcaraz C.,Norrie C.,1
83,Alcaraz C.,Popyrin A.,1
84,Alcaraz C.,Pouille L.,1
85,Alcaraz C.,Ramos-Vinolas A.,2
86,Alcaraz C.,Rinderknech A.,1
87,Alcaraz C.,Ruud C.,1
88,Alcaraz C.,Tsitsipas S.,1
89,Alcaraz C.,Uchiyama Y.,1
90,Alcaraz C.,Van De Zandschulp B.,1
91,Alcaraz C.,Zapata Miralles B.,1
92,Almagro N.,Acasuso J.,1
93,Almagro N.,Albot R.,1
94,Almagro N.,Alund M.,1
95,Almagro N.,Anderson K.,1
96,Almagro N.,Andreev I.,2
97,Almagro N.,Andujar P.,4
98,Almagro N.,Baghdatis M.,2
99,Almagro N.,Baker B.,1
100,Almagro N.,Becker B.,2
101,Almagro N.,Bellucci T.,2
102,Almagro N.,Benneteau J.,2
103,Almagro N.,Berdych T.,3
104,Almagro N.,Berlocq C.,3
105,Almagro N.,Blake J.,1
106,Almagro N.,Bolelli S.,1
107,Almagro N.,Capdeville P.,1
108,Almagro N.,Carreno Busta P.,1
109,Almagro N.,Chardy J.,4
110,Almagro N.,Chela J.I.,3
111,Almagro N.,Cilic M.,1
112,Almagro N.,Copil M.,1
113,Almagro N.,Cuevas P.,1
114,Almagro N.,Daniel T.,2
115,Almagro N.,Darcis S.,3
116,Almagro N.,Davydenko N.,2
117,Almagro N.,Del Bonis F.,1
118,Almagro N.,Delbonis F.,2
119,Almagro N.,Diez S.,1
120,Almagro N.,Dimitrov G.,1
121,Almagro N.,Dodig I.,2
122,Almagro N.,Dolgopolov O.,3
123,Almagro N.,Dutra Silva R.,1
124,Almagro N.,Elias G.,1
125,Almagro N.,Falla A.,1
126,Almagro N.,Ferrer D.,1
127,Almagro N.,Ferrero J.C.,2
128,Almagro N.,Fognini F.,1
129,Almagro N.,Fucsovics M.,1
130,Almagro N.,Galdon P.,1
131,Almagro N.,Garcia-Lopez G.,4
132,Almagro N.,Gasquet R.,3
133,Almagro N.,Gil F.,1
134,Almagro N.,Gimeno-Traver D.,5
135,Almagro N.,Giraldo S.,5
136,Almagro N.,Goffin D.,3
137,Almagro N.,Golubev A.,1
138,Almagro N.,Gonzalez M.,1
139,Almagro N.,Granollers M.,4
140,Almagro N.,Greul S.,2
141,Almagro N.,Haase R.,1
142,Almagro N.,Haider-Maurer A.,1
143,Almagro N.,Hajek J.,1
144,Almagro N.,Hanescu V.,4
145,Almagro N.,Hewitt L.,1
146,Almagro N.,Isner J.,1
147,Almagro N.,Janowicz J.,1
148,Almagro N.,Johnson S.,1
149,Almagro N.,Kamke T.,3
150,Almagro N.,Karlovic I.,2
151,Almagro N.,Klizan M.,2
152,Almagro N.,Kohlschreiber P.,5
153,Almagro N.,Kubot L.,4
154,Almagro N.,Kuznetsov An.,1
155,Almagro N.,Kyrgios N.,1
156,Almagro N.,Lajovic D.,1
157,Almagro N.,Lammer M.,1
158,Almagro N.,Ljubicic I.,1
159,Almagro N.,Lopez F.,1
160,Almagro N.,Lorenzi P.,4
161,Almagro N.,Machado R.,1
162,Almagro N.,Mahut N.,1
163,Almagro N.,Malisse X.,1
164,Almagro N.,Mannarino A.,1
165,Almagro N.,Marchenko I.,1
166,Almagro N.,Mathieu P.H.,1
167,Almagro N.,Mayer F.,1
168,Almagro N.,Mayer L.,4
169,Almagro N.,Melzer J.,2
170,Almagro N.,Minar I.,1
171,Almagro N.,Monaco J.,3
172,Almagro N.,Monfils G.,1
173,Almagro N.,Montanes A.,2
174,Almagro N.,Munoz-De La Nava D.,1
175,Almagro N.,Nadal R.,1
176,Almagro N.,Nieminen J.,4
177,Almagro N.,Nishikori K.,1
178,Almagro N.,Olaso G.,1
179,Almagro N.,Paire B.,2
180,Almagro N.,Pella G.,2
181,Almagro N.,Petzschner P.,1
182,Almagro N.,Przysiezny M.,1
183,Almagro N.,Querrey S.,6
184,Almagro N.,Ramirez C.,1
185,Almagro N.,Ramos A.,3
186,Almagro N.,Ramos-Vinolas A.,1
187,Almagro N.,Riba P.,1
188,Almagro N.,Robert S.,2
189,Almagro N.,Robredo T.,7
190,Almagro N.,Rochus O.,1
191,Almagro N.,Roger-Vasselin E.,3
192,Almagro N.,Rola B.,1
193,Almagro N.,Rosol L.,1
194,Almagro N.,Rubin N.,1
195,Almagro N.,Rufin G.,2
196,Almagro N.,Russell M.,2
197,Almagro N.,Ryderstedt M.,1
198,Almagro N.,Satral J.,1
199,Almagro N.,Schwank E.,1
200,Almagro N.,Sela D.,1
201,Almagro N.,Seppi A.,2
202,Almagro N.,Silva F.,1
203,Almagro N.,Simon G.,1
204,Almagro N.,Skugor F.,1
205,Almagro N.,Sock J.,2
206,Almagro N.,Soderling R.,2
207,Almagro N.,Soeda G.,1
208,Almagro N.,Sousa J.,1
209,Almagro N.,Souza J.,1
210,Almagro N.,Stakhovsky S.,2
211,Almagro N.,Starace P.,3
212,Almagro N.,Stepanek R.,1
213,Almagro N.,Sugita Y.,2
214,Almagro N.,Tipsarevic J.,2
215,Almagro N.,Troicki V.,1
216,Almagro N.,Tsonga J.W.,1
217,Almagro N.,Vanni L.,1
218,Almagro N.,Ventura S.,1
219,Almagro N.,Verdasco F.,5
220,Almagro N.,Vesely J.,2
221,Almagro N.,Vliegen K.,1
222,Almagro N.,Volandri F.,2
223,Almagro N.,Wawrinka S.,2
224,Almagro N.,Williams R.,1
225,Almagro N.,Youzhny M.,1
226,Almagro N.,Zeballos H.,3
227,Almagro N.,Zopp J.,1
228,Almagro N.,Zverev M.,1
229,Altmaier D.,Berrettini M.,1
230,Altmaier D.,Cecchinato M.,1
231,Altmaier D.,Djere L.,1
232,Altmaier D.,Estrella Burgos V.,1
233,Altmaier D.,Ilhan M.,1
234,Altmaier D.,Lajovic D.,1
235,Altmaier D.,Lopez F.,1
236,Altmaier D.,Mager G.,2
237,Altmaier D.,Moutet C.,1
238,Altmaier D.,Querrey S.,1
239,Altmaier D.,Struff J.L.,1
240,Alund M.,Chardy J.,1
241,Alund M.,Eriksson M.,1
242,Alund M.,Garza D.,1
243,Alund M.,Hewitt L.,1
244,Alund M.,Mello R.,1
245,Alund M.,Ramos A.,1
246,Alund M.,Volandri F.,1
247,Alves T.,Dolgopolov O.,1
248,Amritraj P.,Cipolla F.,1
249,Amritraj P.,Rufin G.,1
250,Ancic M.,Benneteau J.,1
251,Ancic M.,Reynolds B.,1
252,Anderson K.,Albot R.,1
253,Anderson K.,Andujar P.,2
254,Anderson K.,Aragone J.C.,1
255,Anderson K.,Baghdatis M.,2
256,Anderson K.,Baker B.,1
257,Anderson K.,Barrios M.,1
258,Anderson K.,Basilashvili N.,3
259,Anderson K.,Beck K.,1
260,Anderson K.,Bedene A.,2
261,Anderson K.,Bellucci T.,3
262,Anderson K.,Bemelmans R.,1
263,Anderson K.,Benneteau J.,1
264,Anderson K.,Berankis R.,1
265,Anderson K.,Berlocq C.,1
266,Anderson K.,Bhambri Y.,1
267,Anderson K.,Bogomolov A.,1
268,Anderson K.,Bohli S.,1
269,Anderson K.,Brands D.,1
270,Anderson K.,Brooksby J.,1
271,Anderson K.,Brown D.,1
272,Anderson K.,Bublik A.,1
273,Anderson K.,Carballes Baena R.,1
274,Anderson K.,Carreno Busta P.,4
275,Anderson K.,Carreno-Busta P.,1
276,Anderson K.,Caruso S.,1
277,Anderson K.,Chardy J.,3
278,Anderson K.,Chung H.,2
279,Anderson K.,Cilic M.,1
280,Anderson K.,Coric B.,4
281,Anderson K.,Cuevas P.,3
282,Anderson K.,Davydenko N.,1
283,Anderson K.,De Bakker T.,1
284,Anderson K.,Delbonis F.,3
285,Anderson K.,Dent T.,1
286,Anderson K.,Devvarman S.,2
287,Anderson K.,Dimitrov G.,2
288,Anderson K.,Djere L.,3
289,Anderson K.,Dodig I.,1
290,Anderson K.,Dolgopolov O.,2
291,Anderson K.,Domingues J.,1
292,Anderson K.,Donaldson J.,2
293,Anderson K.,Donskoy E.,5
294,Anderson K.,Duckworth J.,1
295,Anderson K.,Ebden M.,3
296,Anderson K.,Edmund K.,2
297,Anderson K.,Escobedo E.,1
298,Anderson K.,Evans D.,1
299,Anderson K.,Falla A.,1
300,Anderson K.,Federer R.,1
301,Anderson K.,Ferrer D.,3
302,Anderson K.,Fish M.,1
303,Anderson K.,Fognini F.,3
304,Anderson K.,Gaio F.,1
305,Anderson K.,Garcia-Lopez G.,3
306,Anderson K.,Gasquet R.,4
307,Anderson K.,Ginepri R.,1
308,Anderson K.,Giraldo S.,3
309,Anderson K.,Gombos N.,1
310,Anderson K.,Gomez E.,1
311,Anderson K.,Groth S.,1
312,Anderson K.,Guccione C.,1
313,Anderson K.,Gulbis E.,1
314,Anderson K.,Haas T.,2
315,Anderson K.,Haase R.,1
316,Anderson K.,Haider-Maurer A.,2
317,Anderson K.,Hanescu V.,3
318,Anderson K.,Harrison R.,3
319,Anderson K.,Herbert P.H.,2
320,Anderson K.,Hewitt L.,2
321,Anderson K.,Ilhan M.,1
322,Anderson K.,Isner J.,3
323,Anderson K.,Istomin D.,2
324,Anderson K.,Ivashka I.,2
325,Anderson K.,Janowicz J.,3
326,Anderson K.,Jaziri M.,5
327,Anderson K.,Johnson S.,4
328,Anderson K.,Karlovic I.,4
329,Anderson K.,Khachanov K.,1
330,Anderson K.,Kicker N.,1
331,Anderson K.,Klizan M.,3
332,Anderson K.,Kohlschreiber P.,5
333,Anderson K.,Kokkinakis T.,1
334,Anderson K.,Krajicek A.,2
335,Anderson K.,Kukushkin M.,4
336,Anderson K.,Kuznetsov An.,1
337,Anderson K.,Kyrgios N.,2
338,Anderson K.,Lacko L.,1
339,Anderson K.,Lajovic D.,3
340,Anderson K.,Levine J.,1
341,Anderson K.,Li Z.,1
342,Anderson K.,Llodra M.,1
343,Anderson K.,Lopez F.,5
344,Anderson K.,Lorenzi P.,5
345,Anderson K.,Lu Y.H.,2
346,Anderson K.,Luczak P.,1
347,Anderson K.,Machado R.,1
348,Anderson K.,Mahut N.,1
349,Anderson K.,Malisse X.,2
350,Anderson K.,Mannarino A.,5
351,Anderson K.,Marchenko I.,4
352,Anderson K.,Matosevic M.,3
353,Anderson K.,Mayer F.,1
354,Anderson K.,Mayer L.,4
355,Anderson K.,Medvedev D.,1
356,Anderson K.,Mello R.,1
357,Anderson K.,Melzer J.,3
358,Anderson K.,Michon A.,1
359,Anderson K.,Monaco J.,1
360,Anderson K.,Monfils G.,1
361,Anderson K.,Montanes A.,1
362,Anderson K.,Monteiro T.,1
363,Anderson K.,Muller G.,1
364,Anderson K.,Munar J.,2
365,Anderson K.,Murray A.,2
366,Anderson K.,Nielsen F.,1
367,Anderson K.,Nieminen J.,3
368,Anderson K.,Nishikori K.,4
369,Anderson K.,Nishioka Y.,1
370,Anderson K.,Norrie C.,1
371,Anderson K.,Novak D.,1
372,Anderson K.,Ofner S.,1
373,Anderson K.,Paire B.,1
374,Anderson K.,Phau B.,1
375,Anderson K.,Pospisil V.,2
376,Anderson K.,Pouille L.,1
377,Anderson K.,Przysiezny M.,1
378,Anderson K.,Querrey S.,8
379,Anderson K.,Raonic M.,1
380,Anderson K.,Robert S.,2
381,Anderson K.,Rochus O.,2
382,Anderson K.,Roddick A.,2
383,Anderson K.,Roger-Vasselin E.,2
384,Anderson K.,Rublev A.,1
385,Anderson K.,Russell M.,1
386,Anderson K.,Schwartzman D.,2
387,Anderson K.,Sela D.,2
388,Anderson K.,Seppi A.,2
389,Anderson K.,Serra F.,2
390,Anderson K.,Shapovalov D.,1
391,Anderson K.,Simon G.,4
392,Anderson K.,Slabinsky A.,1
393,Anderson K.,Smith J.P.,1
394,Anderson K.,Smyczek T.,3
395,Anderson K.,Sock J.,3
396,Anderson K.,Soeda G.,1
397,Anderson K.,Sonego L.,1
398,Anderson K.,Sousa J.,1
399,Anderson K.,Souza J.,1
400,Anderson K.,Stakhovsky S.,3
401,Anderson K.,Stebe C.M.,1
402,Anderson K.,Stepanek R.,1
403,Anderson K.,Struff J.L.,1
404,Anderson K.,Thiem D.,7
405,Anderson K.,Thompson J.,3
406,Anderson K.,Tiafoe F.,4
407,Anderson K.,Tipsarevic J.,2
408,Anderson K.,Tomic B.,1
409,Anderson K.,Troicki V.,2
410,Anderson K.,Tsitsipas S.,1
411,Anderson K.,Verdasco F.,4
412,Anderson K.,Vesely J.,3
413,Anderson K.,Ward J.,2
414,Anderson K.,Wawrinka S.,4
415,Anderson K.,Young D.,5
416,Anderson K.,Youzhny M.,1
417,Anderson K.,Zeballos H.,3
418,Anderson K.,Zemlja G.,1
419,Anderson K.,Zopp J.,1
420,Anderson K.,Zverev M.,2
421,Andreev A.,Harris L.,1
422,Andreev A.,Ilhan M.,1
423,Andreev I.,Bolelli S.,1
424,Andreev I.,Capdeville P.,1
425,Andreev I.,Chardy J.,1
426,Andreev I.,Chiudinelli M.,1
427,Andreev I.,Clement A.,1
428,Andreev I.,Crivoi V.,1
429,Andreev I.,Cuevas P.,1
430,Andreev I.,Davydenko N.,1
431,Andreev I.,Ferrero J.C.,1
432,Andreev I.,Fognini F.,1
433,Andreev I.,Gabashvili T.,1
434,Andreev I.,Garcia-Lopez G.,1
435,Andreev I.,Giraldo S.,1
436,Andreev I.,Golding O.,1
437,Andreev I.,Gonzalez F.,1
438,Andreev I.,Granollers M.,2
439,Andreev I.,Istomin D.,1
440,Andreev I.,Junqueira D.,1
441,Andreev I.,Karlovic I.,1
442,Andreev I.,Kavcic B.,2
443,Andreev I.,Machado R.,1
444,Andreev I.,Malisse X.,1
445,Andreev I.,Mannarino A.,1
446,Andreev I.,Melzer J.,1
447,Andreev I.,Montanes A.,1
448,Andreev I.,Nishikori K.,1
449,Andreev I.,Raonic M.,1
450,Andreev I.,Riba P.,1
451,Andreev I.,Russell M.,1
452,Andreev I.,Schwank E.,1
453,Andreev I.,Sela D.,1
454,Andreev I.,Serra F.,2
455,Andreev I.,Soeda G.,1
456,Andreev I.,Starace P.,2
457,Andreev I.,Tomic B.,1
458,Andreev I.,Torebko P.,1
459,Andreev I.,Verdasco F.,1
460,Andreev I.,Volandri F.,1
461,Andreev I.,Zeballos H.,1
462,Andreev I.,Zverev M.,1
463,Andreozzi G.,Albot R.,1
464,Andreozzi G.,Dellien H.,1
465,Andreozzi G.,Ebden M.,1
466,Andreozzi G.,Fritz T.,1
467,Andreozzi G.,Fucsovics M.,1
468,Andreozzi G.,Ivashka I.,1
469,Andreozzi G.,Karlovic I.,1
470,Andreozzi G.,Kukushkin M.,1
471,Andreozzi G.,Molteni A.,1
472,Andreozzi G.,Olivo R.,1
473,Andreozzi G.,Ramos-Vinolas A.,1
474,Andujar P.,Arnaboldi A.,1
475,Andujar P.,Bellucci T.,2
476,Andujar P.,Benneteau J.,3
477,Andujar P.,Berdych T.,1
478,Andujar P.,Bolelli S.,1
479,Andujar P.,Brown D.,1
480,Andujar P.,Bublik A.,1
481,Andujar P.,Burquier G.,1
482,Andujar P.,Chardy J.,2
483,Andujar P.,Chela J.I.,2
484,Andujar P.,Cilic M.,1
485,Andujar P.,Cipolla F.,1
486,Andujar P.,Copil M.,1
487,Andujar P.,Coria F.,1
488,Andujar P.,Crivoi V.,2
489,Andujar P.,Cuevas P.,1
490,Andujar P.,Dancevic F.,1
491,Andujar P.,Daniel T.,1
492,Andujar P.,De Bakker T.,1
493,Andujar P.,Delbonis F.,4
494,Andujar P.,Delic M.,1
495,Andujar P.,Dimitrov G.,1
496,Andujar P.,Edmund K.,2
497,Andujar P.,Federer R.,1
498,Andujar P.,Ferrer D.,1
499,Andujar P.,Fognini F.,1
500,Andujar P.,Fratangelo B.,1
501,Andujar P.,Garcia-Lopez G.,1
502,Andujar P.,Giannessi A.,1
503,Andujar P.,Gimeno-Traver D.,2
504,Andujar P.,Giraldo S.,2
505,Andujar P.,Goffin D.,1
506,Andujar P.,Gonzalez M.,1
507,Andujar P.,Granollers M.,3
508,Andujar P.,Granollers-Pujol G.,1
509,Andujar P.,Gutierrez-Ferrol S.,1
510,Andujar P.,Haase R.,1
511,Andujar P.,Halys Q.,1
512,Andujar P.,Hanescu V.,1
513,Andujar P.,Herbert P.H.,1
514,Andujar P.,Hernandez O.,1
515,Andujar P.,Hewitt L.,1
516,Andujar P.,Horansky F.,1
517,Andujar P.,Isner J.,1
518,Andujar P.,Ivashka I.,1
519,Andujar P.,Jarry N.,1
520,Andujar P.,Johnson S.,2
521,Andujar P.,Kamke T.,1
522,Andujar P.,Karlovic I.,1
523,Andujar P.,Klizan M.,1
524,Andujar P.,Knittel B.,1
525,Andujar P.,Kohlschreiber P.,4
526,Andujar P.,Kovalik J.,1
527,Andujar P.,Kubot L.,1
528,Andujar P.,Kukushkin M.,1
529,Andujar P.,Kunitsyn I.,1
530,Andujar P.,Lacko L.,1
531,Andujar P.,Lajovic D.,4
532,Andujar P.,Londero J.I.,1
533,Andujar P.,Lopez F.,1
534,Andujar P.,Lorenzi P.,2
535,Andujar P.,Lu Y.H.,1
536,Andujar P.,Luczak P.,1
537,Andujar P.,Mager G.,1
538,Andujar P.,Mannarino A.,1
539,Andujar P.,Matosevic M.,1
540,Andujar P.,Mayer F.,3
541,Andujar P.,Mayer L.,3
542,Andujar P.,Melzer G.,1
543,Andujar P.,Melzer J.,1
544,Andujar P.,Monaco J.,1
545,Andujar P.,Montanes A.,2
546,Andujar P.,Nieminen J.,1
547,Andujar P.,Nishikori K.,1
548,Andujar P.,Novak D.,1
549,Andujar P.,Pospisil V.,1
550,Andujar P.,Przysiezny M.,1
551,Andujar P.,Ramos A.,4
552,Andujar P.,Ramos-Vinolas A.,2
553,Andujar P.,Reister J.,1
554,Andujar P.,Riba P.,1
555,Andujar P.,Robredo T.,2
556,Andujar P.,Roger-Vasselin E.,1
557,Andujar P.,Rola B.,1
558,Andujar P.,Rosol L.,3
559,Andujar P.,Serra F.,1
560,Andujar P.,Sijsling I.,1
561,Andujar P.,Simon G.,4
562,Andujar P.,Sock J.,1
563,Andujar P.,Sonego L.,1
564,Andujar P.,Sousa J.,1
565,Andujar P.,Souza J.,1
566,Andujar P.,Starace P.,2
567,Andujar P.,Stebe C.M.,1
568,Andujar P.,Stricker D.,1
569,Andujar P.,Thiem D.,1
570,Andujar P.,Thompson J.,1
571,Andujar P.,Tipsarevic J.,1
572,Andujar P.,Tomic B.,1
573,Andujar P.,Tursunov D.,1
574,Andujar P.,Vatutin A.,1
575,Andujar P.,Verdasco F.,3
576,Andujar P.,Vesely J.,1
577,Andujar P.,Volandri F.,1
578,Andujar P.,Weintraub A.,1
579,Andujar P.,Youzhny M.,1
580,Andujar P.,Zemlja G.,2
581,Arguello F.,Montanes A.,1
582,Arnaboldi A.,Dolgopolov O.,1
583,Arnaboldi A.,Donskoy E.,1
584,Arnaboldi A.,Duckworth J.,1
585,Arnaboldi A.,Trungelliti M.,1
586,Auger-Aliassime F.,Albot R.,1
587,Auger-Aliassime F.,Alcaraz C.,1
588,Auger-Aliassime F.,Andreozzi G.,1
589,Auger-Aliassime F.,Basilashvili N.,3
590,Auger-Aliassime F.,Bautista Agut R.,2
591,Auger-Aliassime F.,Bedene A.,1
592,Auger-Aliassime F.,Berankis R.,1
593,Auger-Aliassime F.,Berrettini M.,1
594,Auger-Aliassime F.,Bolt A.,2
595,Auger-Aliassime F.,Brown D.,1
596,Auger-Aliassime F.,Bublik A.,1
597,Auger-Aliassime F.,Carreno Busta P.,1
598,Auger-Aliassime F.,Chung H.,1
599,Auger-Aliassime F.,Coric B.,1
600,Auger-Aliassime F.,Cuevas P.,2
601,Auger-Aliassime F.,Dimitrov G.,2
602,Auger-Aliassime F.,Donskoy E.,1
603,Auger-Aliassime F.,Duckworth J.,2
604,Auger-Aliassime F.,Dzumhur D.,1
605,Auger-Aliassime F.,Federer R.,1
606,Auger-Aliassime F.,Fognini F.,1
607,Auger-Aliassime F.,Fucsovics M.,2
608,Auger-Aliassime F.,Garin C.,1
609,Auger-Aliassime F.,Gerasimov E.,3
610,Auger-Aliassime F.,Giron M.,1
611,Auger-Aliassime F.,Gulbis E.,1
612,Auger-Aliassime F.,Harris L.,1
613,Auger-Aliassime F.,Herbert P.H.,2
614,Auger-Aliassime F.,Humbert U.,1
615,Auger-Aliassime F.,Hurkacz H.,2
616,Auger-Aliassime F.,Jaziri M.,1
617,Auger-Aliassime F.,Johnson S.,1
618,Auger-Aliassime F.,Khachanov K.,1
619,Auger-Aliassime F.,Korda S.,1
620,Auger-Aliassime F.,Krajinovic F.,1
621,Auger-Aliassime F.,Kyrgios N.,2
622,Auger-Aliassime F.,Laaksonen H.,1
623,Auger-Aliassime F.,Londero J.I.,1
624,Auger-Aliassime F.,Martin A.,1
625,Auger-Aliassime F.,Millman J.,1
626,Auger-Aliassime F.,Monteiro T.,2
627,Auger-Aliassime F.,Moutet C.,3
628,Auger-Aliassime F.,Munar J.,1
629,Auger-Aliassime F.,Murray A.,1
630,Auger-Aliassime F.,Musetti L.,1
631,Auger-Aliassime F.,Nishioka Y.,1
632,Auger-Aliassime F.,Norrie C.,2
633,Auger-Aliassime F.,Opelka R.,1
634,Auger-Aliassime F.,Pospisil V.,3
635,Auger-Aliassime F.,Pouille L.,1
636,Auger-Aliassime F.,Querrey S.,1
637,Auger-Aliassime F.,Ramos-Vinolas A.,2
638,Auger-Aliassime F.,Raonic M.,2
639,Auger-Aliassime F.,Ruud C.,1
640,Auger-Aliassime F.,Sandgren T.,1
641,Auger-Aliassime F.,Schwartzman D.,1
642,Auger-Aliassime F.,Seppi A.,1
643,Auger-Aliassime F.,Shapovalov D.,3
644,Auger-Aliassime F.,Simon G.,2
645,Auger-Aliassime F.,Sonego L.,1
646,Auger-Aliassime F.,Stebe C.M.,1
647,Auger-Aliassime F.,Struff J.L.,1
648,Auger-Aliassime F.,Sugita Y.,1
649,Auger-Aliassime F.,Tiafoe F.,1
650,Auger-Aliassime F.,Travaglia S.,1
651,Auger-Aliassime F.,Tsitsipas S.,2
652,Auger-Aliassime F.,Vesely J.,1
653,Auger-Aliassime F.,Wu Y.,1
654,Auger-Aliassime F.,Ymer M.,1
655,Auger-Aliassime F.,Zapata Miralles B.,1
656,Auger-Aliassime F.,Zverev A.,1
657,Avidzba A.,Kachmazov A.,1
658,Bachinger M.,Andujar P.,1
659,Bachinger M.,Barrere G.,1
660,Bachinger M.,Bautista R.,1
661,Bachinger M.,Brands D.,1
662,Bachinger M.,Brown D.,1
663,Bachinger M.,Cuevas P.,1
664,Bachinger M.,Darcis S.,1
665,Bachinger M.,Falla A.,1
666,Bachinger M.,Gojowczyk P.,1
667,Bachinger M.,Jones G.,1
668,Bachinger M.,Klizan M.,2
669,Bachinger M.,Kubot L.,1
670,Bachinger M.,Kukushkin M.,1
671,Bachinger M.,Lu Y.H.,1
672,Bachinger M.,Maden Y.,1
673,Bachinger M.,Mannarino A.,1
674,Bachinger M.,Mayer L.,1
675,Bachinger M.,Munar J.,1
676,Bachinger M.,Nishikori K.,1
677,Bachinger M.,Seppi A.,1
678,Bachinger M.,Sijsling I.,1
679,Bachinger M.,Sousa J.,1
680,Bachinger M.,Stepanek R.,1
681,Bachinger M.,Troicki V.,1
682,Bachinger M.,Udomchoke D.,1
683,Bachinger M.,Van D. Merwe I.,1
684,Bachinger M.,Verdasco F.,1
685,Bachinger M.,Volandri F.,2
686,Baez S.,Moutet C.,1
687,Baghdatis M.,Almagro N.,1
688,Baghdatis M.,Anderson K.,1
689,Baghdatis M.,Andreev I.,1
690,Baghdatis M.,Androic T.,1
691,Baghdatis M.,Andujar P.,1
692,Baghdatis M.,Bachinger M.,3
693,Baghdatis M.,Bagnis F.,1
694,Baghdatis M.,Baker B.,1
695,Baghdatis M.,Basilashvili N.,1
696,Baghdatis M.,Bautista R.,1
697,Baghdatis M.,Becker B.,3
698,Baghdatis M.,Bellucci T.,2
699,Baghdatis M.,Bemelmans R.,1
700,Baghdatis M.,Benneteau J.,1
701,Baghdatis M.,Berankis R.,2
702,Baghdatis M.,Berdych T.,2
703,Baghdatis M.,Berlocq C.,3
704,Baghdatis M.,Berrer M.,1
705,Baghdatis M.,Bhambri Y.,1
706,Baghdatis M.,Blake J.,2
707,Baghdatis M.,Bogomolov A.,1
708,Baghdatis M.,Bolelli S.,1
709,Baghdatis M.,Bolt A.,1
710,Baghdatis M.,Brands D.,1
711,Baghdatis M.,Brown D.,4
712,Baghdatis M.,Carreno Busta P.,1
713,Baghdatis M.,Caruso S.,1
714,Baghdatis M.,Chardy J.,1
715,Baghdatis M.,Chela J.I.,3
716,Baghdatis M.,Chiudinelli M.,2
717,Baghdatis M.,Cilic M.,1
718,Baghdatis M.,Clement A.,2
719,Baghdatis M.,Daniel T.,1
720,Baghdatis M.,Darcis S.,2
721,Baghdatis M.,Del Potro J.M.,2
