,Winner,Loser,size
12279,Mayer L.,Wu D.,1
12280,Mayer L.,Ymer M.,1
12281,Mayer L.,Young D.,2
12282,Mayer L.,Youzhny M.,1
12283,Mayer L.,Zverev M.,3
12284,Mcclune M.,Falla A.,1
12285,Mcdonald M.,Berankis R.,1
12286,Mcdonald M.,Bolt A.,1
12287,Mcdonald M.,Bublik A.,1
12288,Mcdonald M.,Cecchinato M.,1
12289,Mcdonald M.,Coric B.,1
12290,Mcdonald M.,Daniel T.,1
12291,Mcdonald M.,Del Potro J.M.,1
12292,Mcdonald M.,Diez S.,1
12293,Mcdonald M.,Duckworth J.,1
12294,Mcdonald M.,Fritz T.,1
12295,Mcdonald M.,Garcia-Lopez G.,1
12296,Mcdonald M.,Gasquet R.,1
12297,Mcdonald M.,Gerasimov E.,1
12298,Mcdonald M.,Goffin D.,1
12299,Mcdonald M.,Harris L.,1
12300,Mcdonald M.,Humbert U.,1
12301,Mcdonald M.,Ivashka I.,1
12302,Mcdonald M.,Jarry N.,2
12303,Mcdonald M.,Kudla D.,1
12304,Mcdonald M.,Kyrgios N.,1
12305,Mcdonald M.,Lacko L.,1
12306,Mcdonald M.,Lajovic D.,1
12307,Mcdonald M.,Nakashima B.,1
12308,Mcdonald M.,Nava E.,1
12309,Mcdonald M.,Nishikori K.,1
12310,Mcdonald M.,Nishioka Y.,1
12311,Mcdonald M.,Paire B.,1
12312,Mcdonald M.,Pella G.,1
12313,Mcdonald M.,Pospisil V.,1
12314,Mcdonald M.,Raonic M.,1
12315,Mcdonald M.,Rublev A.,1
12316,Mcdonald M.,Ruusuvuori E.,1
12317,Mcdonald M.,Seppi A.,2
12318,Mcdonald M.,Simon G.,1
12319,Mcdonald M.,Sousa J.,1
12320,Mcdonald M.,Tiafoe F.,1
12321,Mcdonald M.,Travaglia S.,1
12322,Mcdonald M.,Uchiyama Y.,1
12323,Mcdonald M.,Ymer E.,1
12324,Mecir M.,Andujar P.,1
12325,Medvedev D.,Alawadhi O.,1
12326,Medvedev D.,Albot R.,1
12327,Medvedev D.,Alcaraz C.,1
12328,Medvedev D.,Anderson K.,1
12329,Medvedev D.,Andreozzi G.,1
12330,Medvedev D.,Andujar P.,1
12331,Medvedev D.,Auger-Aliassime F.,2
12332,Medvedev D.,Basic M.,1
12333,Medvedev D.,Bedene A.,1
12334,Medvedev D.,Berankis R.,1
12335,Medvedev D.,Berrettini M.,1
12336,Medvedev D.,Bhambri Y.,1
12337,Medvedev D.,Bublik A.,3
12338,Medvedev D.,Carballes Baena R.,1
12339,Medvedev D.,Carreno Busta P.,4
12340,Medvedev D.,Chardy J.,1
12341,Medvedev D.,Cilic M.,2
12342,Medvedev D.,Coric B.,2
12343,Medvedev D.,Daniel T.,1
12344,Medvedev D.,Davidovich Fokina A.,1
12345,Medvedev D.,De Minaur A.,3
12346,Medvedev D.,Delbonis F.,1
12347,Medvedev D.,Dellien H.,1
12348,Medvedev D.,Dimitrov G.,3
12349,Medvedev D.,Djokovic N.,4
12350,Medvedev D.,Donaldson J.,1
12351,Medvedev D.,Donskoy E.,2
12352,Medvedev D.,Duckworth J.,1
12353,Medvedev D.,Ebden M.,1
12354,Medvedev D.,Edmund K.,2
12355,Medvedev D.,Evans D.,1
12356,Medvedev D.,Fognini F.,2
12357,Medvedev D.,Fratangelo B.,1
12358,Medvedev D.,Fucsovics M.,2
12359,Medvedev D.,Garcia-Lopez G.,1
12360,Medvedev D.,Garin C.,2
12361,Medvedev D.,Gasquet R.,2
12362,Medvedev D.,Gerasimov E.,2
12363,Medvedev D.,Giron M.,1
12364,Medvedev D.,Goffin D.,2
12365,Medvedev D.,Gojowczyk P.,1
12366,Medvedev D.,Gunneswaran P.,1
12367,Medvedev D.,Haase R.,3
12368,Medvedev D.,Harris L.,1
12369,Medvedev D.,Harrison R.,2
12370,Medvedev D.,Herbert P.H.,2
12371,Medvedev D.,Hurkacz H.,1
12372,Medvedev D.,Isner J.,1
12373,Medvedev D.,Jarry N.,1
12374,Medvedev D.,Johnson S.,4
12375,Medvedev D.,Jung J.,1
12376,Medvedev D.,Kamke T.,1
12377,Medvedev D.,Khachanov K.,1
12378,Medvedev D.,Klizan M.,2
12379,Medvedev D.,Koepfer D.,2
12380,Medvedev D.,Kohlschreiber P.,1
12381,Medvedev D.,Kokkinakis T.,3
12382,Medvedev D.,Kovalik J.,1
12383,Medvedev D.,Krajinovic F.,2
12384,Medvedev D.,Kukushkin M.,2
12385,Medvedev D.,Kuznetsov An.,1
12386,Medvedev D.,Lajovic D.,1
12387,Medvedev D.,Lopez F.,1
12388,Medvedev D.,Lorenzi P.,2
12389,Medvedev D.,Lu Y.,1
12390,Medvedev D.,Lu Y.H.,1
12391,Medvedev D.,Mahut N.,1
12392,Medvedev D.,Mannarino A.,1
12393,Medvedev D.,Marterer M.,1
12394,Medvedev D.,Martinez P.,1
12395,Medvedev D.,Mcdonald M.,5
12396,Medvedev D.,Monfils G.,1
12397,Medvedev D.,Monteiro T.,1
12398,Medvedev D.,Moutet C.,1
12399,Medvedev D.,Muller G.,1
12400,Medvedev D.,Murray A.,1
12401,Medvedev D.,Nadal R.,1
12402,Medvedev D.,Nishikori K.,2
12403,Medvedev D.,Norrie C.,1
12404,Medvedev D.,O Connell C.,1
12405,Medvedev D.,Opelka R.,4
12406,Medvedev D.,Paire B.,2
12407,Medvedev D.,Paul T.,1
12408,Medvedev D.,Popyrin A.,3
12409,Medvedev D.,Pospisil V.,3
12410,Medvedev D.,Pouille L.,1
12411,Medvedev D.,Querrey S.,2
12412,Medvedev D.,Ramos-Vinolas A.,1
12413,Medvedev D.,Raonic M.,3
12414,Medvedev D.,Rublev A.,4
12415,Medvedev D.,Ruud C.,1
12416,Medvedev D.,Schwartzman D.,4
12417,Medvedev D.,Sela D.,1
12418,Medvedev D.,Seppi A.,1
12419,Medvedev D.,Shapovalov D.,1
12420,Medvedev D.,Sinner J.,2
12421,Medvedev D.,Sock J.,2
12422,Medvedev D.,Sousa J.,2
12423,Medvedev D.,Struff J.L.,4
12424,Medvedev D.,Thiem D.,2
12425,Medvedev D.,Tiafoe F.,4
12426,Medvedev D.,Troicki V.,1
12427,Medvedev D.,Tsitsipas S.,6
12428,Medvedev D.,Tsonga J.W.,2
12429,Medvedev D.,Van De Zandschulp B.,1
12430,Medvedev D.,Verdasco F.,3
12431,Medvedev D.,Watanuki Y.,1
12432,Medvedev D.,Wawrinka S.,2
12433,Medvedev D.,Wolf J.J.,1
12434,Medvedev D.,Zeballos H.,1
12435,Medvedev D.,Zhang Ze,1
12436,Medvedev D.,Zverev A.,3
12437,Meffert D.,Ferrero J.C.,1
12438,Mektic N.,El Amrani R.,1
12439,Mektic N.,Istomin D.,1
12440,Mello R.,Andujar P.,1
12441,Mello R.,Bautista R.,1
12442,Mello R.,Bellucci T.,1
12443,Mello R.,Cuevas P.,1
12444,Mello R.,Dancevic F.,1
12445,Mello R.,Giraldo S.,1
12446,Mello R.,Hanescu V.,1
12447,Mello R.,Isner J.,1
12448,Mello R.,Lorenzi P.,1
12449,Mello R.,Montanes A.,1
12450,Mello R.,Phau B.,1
12451,Mello R.,Ramirez-Hidalgo R.,2
12452,Mello R.,Riba P.,1
12453,Mello R.,Schuettler R.,1
12454,Mello R.,Zeballos H.,1
12455,Melzer G.,Andreozzi G.,1
12456,Melzer G.,Andujar P.,1
12457,Melzer G.,Berlocq C.,1
12458,Melzer G.,Cecchinato M.,1
12459,Melzer G.,Estrella Burgos V.,2
12460,Melzer G.,Gimeno-Traver D.,1
12461,Melzer G.,Giraldo S.,1
12462,Melzer G.,Haider-Maurer A.,1
12463,Melzer G.,Lorenzi P.,1
12464,Melzer G.,Mathieu P.H.,1
12465,Melzer G.,Melzer J.,1
12466,Melzer G.,Montanes A.,1
12467,Melzer G.,Moutet C.,1
12468,Melzer G.,Thiem D.,1
12469,Melzer G.,Zeballos H.,1
12470,Melzer J.,Almagro N.,3
12471,Melzer J.,Anderson K.,1
12472,Melzer J.,Andujar P.,1
12473,Melzer J.,Baghdatis M.,1
12474,Melzer J.,Bautista Agut R.,1
12475,Melzer J.,Bautista R.,1
12476,Melzer J.,Beck A.,1
12477,Melzer J.,Benneteau J.,1
12478,Melzer J.,Berankis R.,2
12479,Melzer J.,Berlocq C.,1
12480,Melzer J.,Bolelli S.,1
12481,Melzer J.,Brands D.,1
12482,Melzer J.,Brown D.,1
12483,Melzer J.,Carreno-Busta P.,1
12484,Melzer J.,Chardy J.,1
12485,Melzer J.,Cilic M.,2
12486,Melzer J.,Daniel T.,1
12487,Melzer J.,Darcis S.,1
12488,Melzer J.,De Bakker T.,1
12489,Melzer J.,De Schepper K.,1
12490,Melzer J.,De Voest R.,1
12491,Melzer J.,Delbonis F.,1
12492,Melzer J.,Devvarman S.,1
12493,Melzer J.,Djokovic N.,1
12494,Melzer J.,Dodig I.,2
12495,Melzer J.,Dolgopolov O.,1
12496,Melzer J.,Dzumhur D.,1
12497,Melzer J.,Estrella Burgos V.,1
12498,Melzer J.,Falla A.,3
12499,Melzer J.,Federer R.,1
12500,Melzer J.,Ferrer D.,2
12501,Melzer J.,Ferrero J.C.,1
12502,Melzer J.,Fish M.,1
12503,Melzer J.,Fognini F.,3
12504,Melzer J.,Gabashvili T.,1
12505,Melzer J.,Garcia-Lopez G.,2
12506,Melzer J.,Ghedin R.,1
12507,Melzer J.,Gimeno-Traver D.,3
12508,Melzer J.,Giraldo S.,2
12509,Melzer J.,Goffin D.,3
12510,Melzer J.,Gombos N.,1
12511,Melzer J.,Granollers M.,2
12512,Melzer J.,Greul S.,1
12513,Melzer J.,Grosjean S.,1
12514,Melzer J.,Haase R.,3
12515,Melzer J.,Haider-Maurer A.,1
12516,Melzer J.,Hajek J.,1
12517,Melzer J.,Harrison R.,1
12518,Melzer J.,Hernandez O.,1
12519,Melzer J.,Huta Galung J.,2
12520,Melzer J.,Isner J.,2
12521,Melzer J.,Istomin D.,1
12522,Melzer J.,Janowicz J.,1
12523,Melzer J.,Kamke T.,1
12524,Melzer J.,Kohlschreiber P.,1
12525,Melzer J.,Kubot L.,2
12526,Melzer J.,Kudla D.,2
12527,Melzer J.,Kudryavtsev A.,1
12528,Melzer J.,Kukushkin M.,2
12529,Melzer J.,Kunitsyn I.,1
12530,Melzer J.,Lacko L.,1
12531,Melzer J.,Lapentti N.,1
12532,Melzer J.,Ljubicic I.,1
12533,Melzer J.,Lopez F.,2
12534,Melzer J.,Mahut N.,1
12535,Melzer J.,Malisse X.,1
12536,Melzer J.,Mannarino A.,1
12537,Melzer J.,Marchenko I.,1
12538,Melzer J.,Mathieu P.H.,1
12539,Melzer J.,Mcclune M.,1
12540,Melzer J.,Millot V.,1
12541,Melzer J.,Monaco J.,1
12542,Melzer J.,Monfils G.,1
12543,Melzer J.,Montanes A.,1
12544,Melzer J.,Nadal R.,1
12545,Melzer J.,Nalbandian D.,1
12546,Melzer J.,Novikov D.,1
12547,Melzer J.,Paire B.,1
12548,Melzer J.,Petzschner P.,1
12549,Melzer J.,Prodon E.,1
12550,Melzer J.,Querrey S.,1
12551,Melzer J.,Ramos A.,1
12552,Melzer J.,Raonic M.,2
12553,Melzer J.,Reister J.,1
12554,Melzer J.,Riba P.,1
12555,Melzer J.,Robredo T.,1
12556,Melzer J.,Rochus O.,1
12557,Melzer J.,Roger-Vasselin E.,1
12558,Melzer J.,Rosol L.,1
12559,Melzer J.,Schwank E.,1
12560,Melzer J.,Sela D.,2
12561,Melzer J.,Seppi A.,4
12562,Melzer J.,Sousa J.,1
12563,Melzer J.,Stakhovsky S.,1
12564,Melzer J.,Starace P.,1
12565,Melzer J.,Stepanek R.,1
12566,Melzer J.,Thiem D.,1
12567,Melzer J.,Troicki V.,2
12568,Melzer J.,Tursunov D.,3
12569,Melzer J.,Verdasco F.,2
12570,Melzer J.,Wawrinka S.,1
12571,Melzer J.,Yang T.H.,1
12572,Melzer J.,Zverev A.,1
12573,Melzer J.,Zverev M.,2
12574,Menendez-Maceiras A.,Chardy J.,1
12575,Menendez-Maceiras A.,Gonzalez A.,1
12576,Menendez-Maceiras A.,Johnson S.,1
12577,Menendez-Maceiras A.,Kozlov S.,1
12578,Menendez-Maceiras A.,Kypson P.,1
12579,Menendez-Maceiras A.,Verdasco F.,1
12580,Mertens Y.,Hajek J.,1
12581,Mertl J.,Marti Y.,1
12582,Michon A.,Klahn B.,1
12583,Millman J.,Albot R.,1
12584,Millman J.,Andreev A.,1
12585,Millman J.,Andreozzi G.,1
12586,Millman J.,Andujar P.,1
12587,Millman J.,Basilashvili N.,1
12588,Millman J.,Becker B.,1
12589,Millman J.,Bedene A.,1
12590,Millman J.,Bellucci T.,1
12591,Millman J.,Benneteau J.,1
12592,Millman J.,Berankis R.,1
12593,Millman J.,Bonzi B.,1
12594,Millman J.,Brooksby J.,1
12595,Millman J.,Carreno-Busta P.,1
12596,Millman J.,Cecchinato M.,1
12597,Millman J.,Clarke J.,1
12598,Millman J.,Coria F.,1
12599,Millman J.,Coric B.,1
12600,Millman J.,Daniel T.,1
12601,Millman J.,Delbonis F.,1
12602,Millman J.,Dellien H.,1
12603,Millman J.,Djere L.,1
12604,Millman J.,Donskoy E.,1
12605,Millman J.,Federer R.,1
12606,Millman J.,Fognini F.,1
12607,Millman J.,Fratangelo B.,1
12608,Millman J.,Fucsovics M.,1
12609,Millman J.,Gasquet R.,1
12610,Millman J.,Gojowczyk P.,2
12611,Millman J.,Granollers M.,1
12612,Millman J.,Gulbis E.,1
12613,Millman J.,Haase R.,1
12614,Millman J.,Harris L.,1
12615,Millman J.,Humbert U.,2
12616,Millman J.,Hurkacz H.,2
12617,Millman J.,Ito T.,1
12618,Millman J.,Jaziri M.,2
12619,Millman J.,Johnson S.,1
12620,Millman J.,Karatsev A.,1
12621,Millman J.,Kecmanovic M.,1
12622,Millman J.,Khachanov K.,1
12623,Millman J.,Krajicek A.,1
12624,Millman J.,Kudla D.,1
12625,Millman J.,Kukushkin M.,1
12626,Millman J.,Kyrgios N.,1
12627,Millman J.,Lajovic D.,1
12628,Millman J.,Lopez F.,1
12629,Millman J.,Maden Y.,1
12630,Millman J.,Mannarino A.,3
12631,Millman J.,Marchenko I.,2
12632,Millman J.,Mayer L.,1
12633,Millman J.,Mmoh M.,1
12634,Millman J.,Montanes A.,1
12635,Millman J.,Muller G.,2
12636,Millman J.,Munar J.,1
12637,Millman J.,Nishioka Y.,1
12638,Millman J.,Oliel Y.,1
12639,Millman J.,Opelka R.,3
12640,Millman J.,Paire B.,1
12641,Millman J.,Paul T.,1
12642,Millman J.,Pella G.,2
12643,Millman J.,Petrovic D.,1
12644,Millman J.,Polansky P.,1
12645,Millman J.,Popko D.,1
12646,Millman J.,Popyrin A.,3
12647,Millman J.,Pouille L.,2
12648,Millman J.,Ramos-Vinolas A.,1
12649,Millman J.,Robredo T.,3
12650,Millman J.,Roger-Vasselin E.,1
12651,Millman J.,Sandgren T.,1
12652,Millman J.,Sarkissian A.,1
12653,Millman J.,Schwartzman D.,1
12654,Millman J.,Simon G.,1
12655,Millman J.,Sock J.,1
12656,Millman J.,Sousa J.,1
12657,Millman J.,Struff J.L.,1
12658,Millman J.,Sugita Y.,1
12659,Millman J.,Tiafoe F.,3
12660,Millman J.,Tomic B.,1
12661,Millman J.,Travaglia S.,1
12662,Millman J.,Verdasco F.,2
12663,Millman J.,Williams R.,1
12664,Millman J.,Ymer E.,1
12665,Millman J.,Ymer M.,1
12666,Millot V.,Klein B.,1
12667,Millot V.,Mahut N.,1
12668,Millot V.,Mcdonald M.,1
12669,Millot V.,Odesnik W.,1
12670,Millot V.,Paire B.,1
12671,Millot V.,Sijsling I.,1
12672,Millot V.,Sugita Y.,1
12673,Millot V.,Verdasco F.,1
12674,Milojevic N.,Avidzba A.,1
12675,Milojevic N.,Basic M.,1
12676,Milojevic N.,Coria F.,1
12677,Milojevic N.,Hoang A.,1
12678,Milojevic N.,Krajinovic F.,1
12679,Mina G.,Tomic B.,1
12680,Minar I.,Bautista R.,1
12681,Mmoh M.,Andujar P.,1
12682,Mmoh M.,Bautista Agut R.,1
12683,Mmoh M.,Delbonis F.,1
12684,Mmoh M.,Escobedo E.,1
12685,Mmoh M.,Eubanks C.,1
12686,Mmoh M.,Gunneswaran P.,1
12687,Mmoh M.,Polansky P.,1
12688,Mmoh M.,Sousa J.,1
12689,Mmoh M.,Troicki V.,1
12690,Mmoh M.,Zverev M.,1
12691,Molcan A.,Delbonis F.,1
12692,Molcan A.,Ilkel C.,1
12693,Molcan A.,Krstin P.,1
12694,Molcan A.,Mager G.,1
12695,Molcan A.,Medjedovic H.,1
12696,Molcan A.,Nakashima B.,1
12697,Molcan A.,Verdasco F.,1
12698,Molleker R.,Copil M.,1
12699,Molleker R.,Ferrer D.,1
12700,Molleker R.,Mayer L.,1
12701,Molleker R.,Struff J.L.,1
12702,Monaco J.,Almagro N.,4
12703,Monaco J.,Anderson K.,2
12704,Monaco J.,Andreev I.,2
12705,Monaco J.,Bautista R.,1
12706,Monaco J.,Becker B.,1
12707,Monaco J.,Bellucci T.,2
12708,Monaco J.,Bemelmans R.,1
12709,Monaco J.,Benneteau J.,1
12710,Monaco J.,Berlocq C.,2
12711,Monaco J.,Bolelli S.,1
12712,Monaco J.,Cecchinato M.,1
12713,Monaco J.,Cervenak P.,1
12714,Monaco J.,Chardy J.,4
12715,Monaco J.,Chela J.I.,3
12716,Monaco J.,Cilic M.,1
12717,Monaco J.,Cuevas P.,2
12718,Monaco J.,Daniel T.,1
12719,Monaco J.,De Bakker T.,1
12720,Monaco J.,Delbonis F.,2
12721,Monaco J.,Devvarman S.,1
12722,Monaco J.,Dimitrov G.,3
12723,Monaco J.,Dodig I.,1
12724,Monaco J.,Duckworth J.,1
12725,Monaco J.,Ferrer D.,1
12726,Monaco J.,Ferrero J.C.,2
12727,Monaco J.,Fish M.,2
12728,Monaco J.,Fognini F.,2
12729,Monaco J.,Fritz T.,1
12730,Monaco J.,Gabashvili T.,1
12731,Monaco J.,Garcia-Lopez G.,5
12732,Monaco J.,Gasquet R.,1
12733,Monaco J.,Ghem A.,1
12734,Monaco J.,Gimeno-Traver D.,1
12735,Monaco J.,Ginepri R.,1
12736,Monaco J.,Giraldo S.,1
12737,Monaco J.,Golubev A.,2
12738,Monaco J.,Gonzalez A.,1
12739,Monaco J.,Gonzalez M.,1
12740,Monaco J.,Granollers M.,1
12741,Monaco J.,Greul S.,2
12742,Monaco J.,Gulbis E.,4
12743,Monaco J.,Haas T.,3
12744,Monaco J.,Haase R.,1
12745,Monaco J.,Haider-Maurer A.,1
12746,Monaco J.,Hanescu V.,1
12747,Monaco J.,Ilhan M.,1
12748,Monaco J.,Isner J.,1
12749,Monaco J.,Istomin D.,1
12750,Monaco J.,Ito T.,1
12751,Monaco J.,Johnson S.,1
12752,Monaco J.,Kamke T.,3
12753,Monaco J.,Karlovic I.,1
12754,Monaco J.,Klizan M.,1
12755,Monaco J.,Knittel B.,1
12756,Monaco J.,Kubot L.,1
12757,Monaco J.,Laaksonen H.,1
12758,Monaco J.,Lajovic D.,1
12759,Monaco J.,Llodra M.,1
12760,Monaco J.,Lopez F.,1
12761,Monaco J.,Lorenzi P.,1
12762,Monaco J.,Lu Y.H.,1
12763,Monaco J.,Luczak P.,1
12764,Monaco J.,Mahut N.,2
12765,Monaco J.,Martin A.,1
12766,Monaco J.,Massu N.,1
12767,Monaco J.,Mayer F.,1
12768,Monaco J.,Mayer L.,2
12769,Monaco J.,Melzer G.,1
12770,Monaco J.,Melzer J.,3
12771,Monaco J.,Monfils G.,3
12772,Monaco J.,Montanes A.,2
12773,Monaco J.,Moriya H.,1
12774,Monaco J.,Munoz-De La Nava D.,1
12775,Monaco J.,Murray A.,1
12776,Monaco J.,Navarro-Pastor I.,1
12777,Monaco J.,Nieminen J.,4
12778,Monaco J.,Nishikori K.,2
12779,Monaco J.,Paire B.,3
12780,Monaco J.,Pella G.,1
12781,Monaco J.,Polansky P.,1
12782,Monaco J.,Pospisil V.,3
12783,Monaco J.,Pouille L.,1
12784,Monaco J.,Querrey S.,3
12785,Monaco J.,Ram R.,1
12786,Monaco J.,Ramos A.,1
12787,Monaco J.,Raonic M.,2
12788,Monaco J.,Riba P.,1
12789,Monaco J.,Roddick A.,1
12790,Monaco J.,Rosol L.,1
12791,Monaco J.,Rufin G.,1
12792,Monaco J.,Russell M.,1
12793,Monaco J.,Schwank E.,1
12794,Monaco J.,Seppi A.,3
12795,Monaco J.,Serra F.,1
12796,Monaco J.,Simon G.,1
12797,Monaco J.,Smyczek T.,1
12798,Monaco J.,Sock J.,1
12799,Monaco J.,Sousa J.,1
12800,Monaco J.,Souza J.,1
12801,Monaco J.,Stakhovsky S.,1
12802,Monaco J.,Stebe C.M.,1
12803,Monaco J.,Stepanek R.,2
12804,Monaco J.,Tipsarevic J.,2
12805,Monaco J.,Tomic B.,1
12806,Monaco J.,Ungur A.,1
12807,Monaco J.,Verdasco F.,2
12808,Monaco J.,Vesely J.,1
12809,Monaco J.,Volandri F.,1
12810,Monaco J.,Wang J.,1
12811,Monaco J.,Wawrinka S.,1
12812,Monaco J.,Young D.,1
12813,Monaco J.,Zeballos H.,4
12814,Monaco J.,Zverev M.,1
12815,Monfils G.,Albot R.,1
12816,Monfils G.,Almagro N.,1
12817,Monfils G.,Anderson K.,6
12818,Monfils G.,Andreev I.,2
12819,Monfils G.,Andujar P.,4
12820,Monfils G.,Auger-Aliassime F.,1
12821,Monfils G.,Bachinger M.,1
12822,Monfils G.,Baghdatis M.,3
12823,Monfils G.,Bagnis F.,1
12824,Monfils G.,Basilashvili N.,2
12825,Monfils G.,Bautista Agut R.,1
12826,Monfils G.,Bautista R.,3
12827,Monfils G.,Beck K.,1
12828,Monfils G.,Becker B.,5
12829,Monfils G.,Bedene A.,1
12830,Monfils G.,Bellucci T.,2
12831,Monfils G.,Bemelmans R.,2
12832,Monfils G.,Benchetrit E.,1
12833,Monfils G.,Berankis R.,2
12834,Monfils G.,Berdych T.,1
12835,Monfils G.,Blake J.,2
12836,Monfils G.,Bogomolov A.,2
12837,Monfils G.,Bolelli S.,2
12838,Monfils G.,Brands D.,2
12839,Monfils G.,Brown D.,1
12840,Monfils G.,Bubka S.,1
12841,Monfils G.,Carreno Busta P.,1
12842,Monfils G.,Carreno-Busta P.,2
12843,Monfils G.,Cecchinato M.,1
12844,Monfils G.,Chardy J.,1
12845,Monfils G.,Chiudinelli M.,1
12846,Monfils G.,Cilic M.,2
12847,Monfils G.,Copil M.,1
12848,Monfils G.,Coria F.,1
12849,Monfils G.,Coric B.,2
12850,Monfils G.,Cuevas P.,3
12851,Monfils G.,Daniel T.,1
12852,Monfils G.,Darcis S.,3
12853,Monfils G.,De Bakker T.,3
12854,Monfils G.,De Minaur A.,1
12855,Monfils G.,De Schepper K.,1
12856,Monfils G.,Delbonis F.,2
12857,Monfils G.,Dent T.,1
12858,Monfils G.,Devvarman S.,1
12859,Monfils G.,Dimitrov G.,4
12860,Monfils G.,Dodig I.,2
12861,Monfils G.,Dolgopolov O.,4
12862,Monfils G.,Donaldson J.,1
12863,Monfils G.,Dzumhur D.,2
12864,Monfils G.,Ebden M.,2
12865,Monfils G.,Edmund K.,1
12866,Monfils G.,Evans D.,2
12867,Monfils G.,Federer R.,3
12868,Monfils G.,Ferrer D.,1
12869,Monfils G.,Fognini F.,3
12870,Monfils G.,Fucsovics M.,2
12871,Monfils G.,Garcia-Lopez G.,3
12872,Monfils G.,Gasquet R.,9
12873,Monfils G.,Gil F.,1
12874,Monfils G.,Gimeno-Traver D.,2
12875,Monfils G.,Giraldo S.,3
12876,Monfils G.,Giron M.,1
12877,Monfils G.,Goffin D.,2
12878,Monfils G.,Gojowczyk P.,1
12879,Monfils G.,Golubev A.,1
12880,Monfils G.,Gombos N.,1
12881,Monfils G.,Gonzalez A.,1
12882,Monfils G.,Granollers M.,1
12883,Monfils G.,Gulbis E.,3
12884,Monfils G.,Haas T.,1
12885,Monfils G.,Haase R.,2
12886,Monfils G.,Haider-Maurer A.,1
12887,Monfils G.,Hanescu V.,1
12888,Monfils G.,Harrison R.,1
12889,Monfils G.,Hernych J.,1
12890,Monfils G.,Hoang A.,1
12891,Monfils G.,Hrbaty D.,1
12892,Monfils G.,Hurkacz H.,1
12893,Monfils G.,Isner J.,6
12894,Monfils G.,Istomin D.,1
12895,Monfils G.,Ito T.,2
12896,Monfils G.,Ivashka I.,2
12897,Monfils G.,Janowicz J.,1
12898,Monfils G.,Jaziri M.,1
12899,Monfils G.,Johnson S.,4
12900,Monfils G.,Jones G.,1
12901,Monfils G.,Karlovic I.,4
12902,Monfils G.,Kavcic B.,2
12903,Monfils G.,Kendrick R.,2
12904,Monfils G.,Kindlmann D.,1
12905,Monfils G.,King D.,1
12906,Monfils G.,Klahn B.,1
12907,Monfils G.,Klizan M.,1
12908,Monfils G.,Kohlschreiber P.,10
12909,Monfils G.,Krajinovic F.,3
12910,Monfils G.,Kubot L.,1
12911,Monfils G.,Kukushkin M.,2
12912,Monfils G.,Kuznetsov An.,3
12913,Monfils G.,Lajovic D.,2
12914,Monfils G.,Ljubicic I.,1
12915,Monfils G.,Lorenzi P.,4
12916,Monfils G.,Lu Y.H.,4
12917,Monfils G.,Machado R.,1
12918,Monfils G.,Mager G.,2
12919,Monfils G.,Mahut N.,2
12920,Monfils G.,Mannarino A.,3
12921,Monfils G.,Mathieu P.H.,2
12922,Monfils G.,Matosevic M.,1
12923,Monfils G.,Mayer F.,4
12924,Monfils G.,Mayer L.,3
12925,Monfils G.,Medvedev D.,1
12926,Monfils G.,Melzer J.,1
12927,Monfils G.,Millman J.,1
12928,Monfils G.,Montanes A.,2
12929,Monfils G.,Monteiro T.,1
12930,Monfils G.,Muller G.,2
12931,Monfils G.,Munar J.,1
12932,Monfils G.,Murray A.,1
12933,Monfils G.,Musetti L.,1
12934,Monfils G.,Nadal R.,1
12935,Monfils G.,Nieminen J.,4
12936,Monfils G.,Nishikori K.,1
12937,Monfils G.,Norrie C.,2
12938,Monfils G.,Novak D.,1
12939,Monfils G.,O Connell C.,1
12940,Monfils G.,Opelka R.,1
12941,Monfils G.,Ouanna J.,1
12942,Monfils G.,Paire B.,1
12943,Monfils G.,Pavic M.,1
12944,Monfils G.,Pella G.,1
12945,Monfils G.,Petzschner P.,1
12946,Monfils G.,Phau B.,1
12947,Monfils G.,Polansky P.,1
12948,Monfils G.,Pospisil V.,4
12949,Monfils G.,Pouille L.,2
12950,Monfils G.,Przysiezny M.,1
12951,Monfils G.,Querrey S.,2
12952,Monfils G.,Ramos-Vinolas A.,5
12953,Monfils G.,Raonic M.,3
12954,Monfils G.,Robert S.,2
12955,Monfils G.,Robredo T.,1
12956,Monfils G.,Rochus O.,2
12957,Monfils G.,Roddick A.,1
12958,Monfils G.,Roger-Vasselin E.,2
12959,Monfils G.,Rosol L.,2
12960,Monfils G.,Rublev A.,1
12961,Monfils G.,Rufin G.,1
12962,Monfils G.,Russell M.,1
12963,Monfils G.,Ruud C.,1
12964,Monfils G.,Safwat M.,1
12965,Monfils G.,Satral J.,1
12966,Monfils G.,Schwank E.,1
12967,Monfils G.,Schwartzman D.,2
12968,Monfils G.,Seppi A.,4
12969,Monfils G.,Serra F.,2
12970,Monfils G.,Seyboth Wild T.,1
12971,Monfils G.,Shapovalov D.,1
12972,Monfils G.,Simon G.,3
12973,Monfils G.,Sinner J.,1
12974,Monfils G.,Smyczek T.,1
12975,Monfils G.,Sock J.,1
12976,Monfils G.,Soeda G.,1
12977,Monfils G.,Sonego L.,1
12978,Monfils G.,Sousa J.,4
12979,Monfils G.,Stakhovsky S.,2
12980,Monfils G.,Stepanek R.,3
12981,Monfils G.,Struff J.L.,2
