Tournament,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets,Year
Brisbane International,1/1/2013,Millman J.,Ito T.,1.71,2.08,1st Round,2.0,0.0,2013
Brisbane International,1/1/2013,Falla A.,Levine J.,2.08,1.7,1st Round,2.0,0.0,2013
Brisbane International,1/1/2013,Melzer J.,Kudla D.,1.52,2.46,1st Round,2.0,1.0,2013
Brisbane International,1/1/2013,Robredo T.,Harrison R.,2.66,1.47,1st Round,2.0,0.0,2013
Brisbane International,1/1/2013,Dimitrov G.,Baker B.,1.39,2.87,1st Round,2.0,0.0,2013
Brisbane International,1/1/2013,Goffin D.,Ebden M.,1.59,2.29,1st Round,2.0,0.0,2013
Brisbane International,1/1/2013,Hewitt L.,Kunitsyn I.,1.22,4.07,1st Round,2.0,1.0,2013
Brisbane International,1/2/2013,Simon G.,Falla A.,1.26,3.73,2nd Round,2.0,0.0,2013
Brisbane International,1/2/2013,Baghdatis M.,Mayer F.,1.51,2.5,2nd Round,2.0,0.0,2013
Brisbane International,1/2/2013,Nishikori K.,Robredo T.,1.25,3.84,2nd Round,2.0,0.0,2013
Brisbane International,1/2/2013,Dolgopolov O.,Nieminen J.,1.49,2.52,2nd Round,1.0,0.0,2013
Brisbane International,1/3/2013,Dimitrov G.,Raonic M.,2.73,1.43,2nd Round,2.0,0.0,2013
Brisbane International,1/3/2013,Melzer J.,Goffin D.,2.23,1.62,2nd Round,2.0,0.0,2013
Brisbane International,1/3/2013,Istomin D.,Hewitt L.,1.93,1.82,2nd Round,2.0,0.0,2013
Brisbane International,1/3/2013,Murray A.,Millman J.,1.03,13.63,2nd Round,2.0,1.0,2013
Brisbane International,1/4/2013,Baghdatis M.,Simon G.,1.66,2.18,Quarterfinals,2.0,0.0,2013
Brisbane International,1/4/2013,Nishikori K.,Dolgopolov O.,1.65,2.18,Quarterfinals,2.0,0.0,2013
Brisbane International,1/4/2013,Dimitrov G.,Melzer J.,1.43,2.77,Quarterfinals,2.0,0.0,2013
Brisbane International,1/4/2013,Murray A.,Istomin D.,1.1,6.71,Quarterfinals,2.0,0.0,2013
Brisbane International,1/5/2013,Dimitrov G.,Baghdatis M.,1.78,1.98,Semifinals,2.0,1.0,2013
Brisbane International,1/5/2013,Murray A.,Nishikori K.,1.2,4.44,Semifinals,1.0,0.0,2013
Brisbane International,1/6/2013,Murray A.,Dimitrov G.,1.16,5.23,The Final,2.0,0.0,2013
Chennai Open,12/31/2012,Soeda G.,Donskoy E.,1.88,1.86,1st Round,2.0,0.0,2012
Chennai Open,12/31/2012,Bedene A.,Sousa J.,1.38,2.91,1st Round,2.0,0.0,2012
Chennai Open,12/31/2012,Haase R.,Bhambri Y.,1.25,3.81,1st Round,2.0,0.0,2012
Chennai Open,12/31/2012,Roger-Vasselin E.,Kuznetsov An.,1.6,2.27,1st Round,2.0,0.0,2012
Chennai Open,1/1/2013,Bachinger M.,Lu Y.H.,2.93,1.38,1st Round,2.0,1.0,2013
Chennai Open,1/1/2013,Stebe C.M.,Sijsling I.,2.51,1.5,1st Round,2.0,0.0,2013
Chennai Open,1/1/2013,Amritraj P.,Rufin G.,2.76,1.42,1st Round,2.0,1.0,2013
Chennai Open,1/1/2013,Bautista Agut R.,Kavcic B.,1.51,2.49,1st Round,2.0,0.0,2013
Chennai Open,1/1/2013,Paire B.,Cipolla F.,1.47,2.6,1st Round,2.0,0.0,2013
Chennai Open,1/1/2013,Devvarman S.,Hajek J.,1.48,2.57,1st Round,2.0,0.0,2013
Chennai Open,1/1/2013,Sela D.,Ram R.,1.59,2.3,1st Round,2.0,0.0,2013
Chennai Open,1/1/2013,Stakhovsky S.,Bemelmans R.,2.0,1.76,1st Round,2.0,0.0,2013
Chennai Open,1/2/2013,Bedene A.,Haase R.,2.17,1.65,2nd Round,2.0,0.0,2013
Chennai Open,1/2/2013,Soeda G.,Amritraj P.,1.31,3.31,2nd Round,2.0,1.0,2013
Chennai Open,1/2/2013,Tipsarevic J.,Roger-Vasselin E.,1.16,5.09,2nd Round,2.0,0.0,2013
Chennai Open,1/2/2013,Wawrinka S.,Stebe C.M.,1.22,4.16,2nd Round,2.0,0.0,2013
Chennai Open,1/3/2013,Paire B.,Sela D.,1.62,2.24,2nd Round,2.0,0.0,2013
Chennai Open,1/3/2013,Cilic M.,Stakhovsky S.,1.21,4.25,2nd Round,2.0,1.0,2013
Chennai Open,1/3/2013,Bautista Agut R.,Bachinger M.,1.84,1.9,2nd Round,2.0,0.0,2013
Chennai Open,1/3/2013,Berdych T.,Devvarman S.,1.06,9.19,2nd Round,2.0,0.0,2013
Chennai Open,1/4/2013,Paire B.,Cilic M.,3.38,1.31,Quarterfinals,2.0,1.0,2013
Chennai Open,1/4/2013,Bedene A.,Wawrinka S.,5.49,1.14,Quarterfinals,2.0,0.0,2013
Chennai Open,1/4/2013,Tipsarevic J.,Soeda G.,1.11,6.31,Quarterfinals,2.0,0.0,2013
Chennai Open,1/4/2013,Bautista Agut R.,Berdych T.,8.53,1.07,Quarterfinals,2.0,1.0,2013
Chennai Open,1/5/2013,Tipsarevic J.,Bedene A.,5.44,1.14,Semifinals,2.0,1.0,2013
Chennai Open,1/5/2013,Bautista Agut R.,Paire B.,2.21,1.64,Semifinals,2.0,1.0,2013
Chennai Open,1/6/2013,Tipsarevic J.,Bautista Agut R.,1.19,4.59,The Final,2.0,1.0,2013
Qatar Exxon Mobil Open,12/31/2012,Bolelli S.,Gimeno-Traver D.,1.5,2.5,1st Round,2.0,1.0,2012
Qatar Exxon Mobil Open,12/31/2012,Lorenzi P.,Ramos A.,2.59,1.47,1st Round,2.0,0.0,2012
Qatar Exxon Mobil Open,12/31/2012,Davydenko N.,Hanescu V.,1.33,3.21,1st Round,2.0,0.0,2012
Qatar Exxon Mobil Open,12/31/2012,Zemlja G.,Fognini F.,1.63,2.21,1st Round,2.0,1.0,2012
Qatar Exxon Mobil Open,12/31/2012,Troicki V.,Phau B.,1.4,2.87,1st Round,2.0,1.0,2012
Qatar Exxon Mobil Open,12/31/2012,Kohlschreiber P.,Dodig I.,1.5,2.52,1st Round,2.0,0.0,2012
Qatar Exxon Mobil Open,1/1/2013,Lacko L.,Garcia-Lopez G.,1.55,2.38,1st Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/1/2013,Rosol L.,Andujar P.,1.36,3.02,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Youzhny M.,Becker B.,1.27,3.64,1st Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/1/2013,Safwat M.,Ali Mutawa J.M.,1.02,13.29,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Brands D.,Chardy J.,2.54,1.49,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Gasquet R.,Hernych J.,1.13,5.74,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Monfils G.,Zayed M.S.,1.02,15.03,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Kamke T.,Ramirez-Hidalgo R.,1.15,5.21,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/1/2013,Ferrer D.,Brown D.,1.03,11.62,1st Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/1/2013,Kubot L.,Lopez F.,2.6,1.47,1st Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/2/2013,Brands D.,Safwat M.,1.11,6.21,2nd Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/2/2013,Lorenzi P.,Rosol L.,3.19,1.33,2nd Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/2/2013,Davydenko N.,Youzhny M.,1.73,2.04,2nd Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/2/2013,Bolelli S.,Kubot L.,2.63,1.46,2nd Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/2/2013,Monfils G.,Kohlschreiber P.,2.25,1.61,2nd Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/2/2013,Lacko L.,Troicki V.,2.14,1.66,2nd Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/2/2013,Gasquet R.,Zemlja G.,1.17,4.81,2nd Round,2.0,1.0,2013
Qatar Exxon Mobil Open,1/2/2013,Ferrer D.,Kamke T.,1.06,8.82,2nd Round,2.0,0.0,2013
Qatar Exxon Mobil Open,1/3/2013,Brands D.,Monfils G.,3.87,1.24,Quarterfinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/3/2013,Gasquet R.,Lacko L.,1.3,3.41,Quarterfinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/3/2013,Ferrer D.,Lorenzi P.,1.03,12.52,Quarterfinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/3/2013,Davydenko N.,Bolelli S.,1.21,4.38,Quarterfinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/4/2013,Gasquet R.,Brands D.,1.23,4.04,Semifinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/4/2013,Davydenko N.,Ferrer D.,3.57,1.28,Semifinals,2.0,0.0,2013
Qatar Exxon Mobil Open,1/5/2013,Gasquet R.,Davydenko N.,2.37,1.56,The Final,2.0,1.0,2013
Heineken Open,1/7/2013,Bellucci T.,Goffin D.,2.22,1.63,1st Round,2.0,0.0,2013
Heineken Open,1/7/2013,Malisse X.,Klizan M.,2.18,1.65,1st Round,2.0,1.0,2013
Heineken Open,1/7/2013,Rochus O.,Ramos A.,1.74,2.04,1st Round,2.0,1.0,2013
Heineken Open,1/7/2013,Baker B.,Janowicz J.,2.22,1.63,1st Round,2.0,1.0,2013
Heineken Open,1/7/2013,Sijsling I.,Haase R.,1.52,2.47,1st Round,2.0,1.0,2013
Heineken Open,1/7/2013,Lacko L.,Lorenzi P.,1.54,2.43,1st Round,2.0,0.0,2013
Heineken Open,1/7/2013,Giraldo S.,Soeda G.,1.91,1.83,1st Round,2.0,0.0,2013
Heineken Open,1/8/2013,Jones G.,Melzer J.,4.11,1.22,1st Round,2.0,0.0,2013
Heineken Open,1/8/2013,Falla A.,Zemlja G.,1.65,2.16,1st Round,1.0,0.0,2013
Heineken Open,1/8/2013,Levine J.,King-Turner D.,1.14,5.45,1st Round,2.0,0.0,2013
Heineken Open,1/8/2013,Monfils G.,Becker B.,1.54,2.41,1st Round,2.0,1.0,2013
Heineken Open,1/8/2013,Lu Y.H.,Paire B.,1.56,2.36,1st Round,2.0,1.0,2013
Heineken Open,1/8/2013,Querrey S.,Rochus O.,1.28,3.51,2nd Round,2.0,0.0,2013
Heineken Open,1/8/2013,Malisse X.,Giraldo S.,2.17,1.66,2nd Round,2.0,0.0,2013
Heineken Open,1/9/2013,Kohlschreiber P.,Falla A.,1.34,3.15,2nd Round,2.0,1.0,2013
Heineken Open,1/9/2013,Lacko L.,Bellucci T.,2.02,1.75,2nd Round,2.0,0.0,2013
Heineken Open,1/9/2013,Levine J.,Baker B.,1.78,1.98,2nd Round,2.0,0.0,2013
Heineken Open,1/9/2013,Monfils G.,Jones G.,1.18,4.69,2nd Round,2.0,0.0,2013
Heineken Open,1/9/2013,Haas T.,Sijsling I.,1.48,2.59,2nd Round,2.0,0.0,2013
Heineken Open,1/9/2013,Ferrer D.,Lu Y.H.,1.09,7.09,2nd Round,2.0,1.0,2013
Heineken Open,1/9/2013,Kohlschreiber P.,Malisse X.,1.41,2.81,Quarterfinals,2.0,0.0,2013
Heineken Open,1/10/2013,Querrey S.,Levine J.,1.27,3.66,Quarterfinals,2.0,0.0,2013
Heineken Open,1/10/2013,Ferrer D.,Lacko L.,1.09,7.07,Quarterfinals,2.0,0.0,2013
Heineken Open,1/10/2013,Monfils G.,Haas T.,2.28,1.6,Quarterfinals,2.0,1.0,2013
Heineken Open,1/11/2013,Kohlschreiber P.,Querrey S.,2.3,1.6,Semifinals,2.0,0.0,2013
Heineken Open,1/11/2013,Ferrer D.,Monfils G.,1.2,4.5,Semifinals,2.0,0.0,2013
Heineken Open,1/12/2013,Ferrer D.,Kohlschreiber P.,1.18,4.73,The Final,2.0,0.0,2013
Apia International,1/7/2013,Istomin D.,Duckworth J.,1.16,4.95,1st Round,2.0,1.0,2013
Apia International,1/7/2013,Granollers M.,Ebden M.,1.6,2.3,1st Round,2.0,1.0,2013
Apia International,1/7/2013,Mayer F.,Sousa J.,1.21,4.23,1st Round,2.0,0.0,2013
Apia International,1/7/2013,Benneteau J.,Andujar P.,1.16,4.99,1st Round,2.0,1.0,2013
Apia International,1/8/2013,Lopez F.,Chardy J.,1.86,1.88,1st Round,2.0,1.0,2013
Apia International,1/8/2013,Stepanek R.,Garcia-Lopez G.,1.62,2.23,1st Round,2.0,0.0,2013
Apia International,1/8/2013,Millman J.,Robredo T.,2.44,1.53,1st Round,2.0,0.0,2013
Apia International,1/8/2013,Nieminen J.,Phau B.,1.52,2.48,1st Round,2.0,0.0,2013
Apia International,1/8/2013,Anderson K.,Bedene A.,1.24,3.91,1st Round,2.0,1.0,2013
Apia International,1/8/2013,Fognini F.,Dimitrov G.,3.77,1.25,1st Round,2.0,0.0,2013
Apia International,1/8/2013,Harrison R.,Bautista Agut R.,1.32,3.26,1st Round,0.0,0.0,2013
Apia International,1/8/2013,Tomic B.,Matosevic M.,1.26,3.69,1st Round,2.0,0.0,2013
Apia International,1/9/2013,Benneteau J.,Stepanek R.,2.24,1.61,2nd Round,0.0,0.0,2013
Apia International,1/9/2013,Istomin D.,Verdasco F.,2.07,1.71,2nd Round,2.0,0.0,2013
Apia International,1/9/2013,Granollers M.,Fognini F.,1.64,2.21,2nd Round,2.0,0.0,2013
Apia International,1/9/2013,Anderson K.,Lopez F.,1.42,2.78,2nd Round,2.0,0.0,2013
Apia International,1/9/2013,Harrison R.,Isner J.,2.21,1.64,2nd Round,2.0,0.0,2013
Apia International,1/9/2013,Nieminen J.,Klec I.,1.12,7.12,2nd Round,2.0,0.0,2013
Apia International,1/9/2013,Seppi A.,Millman J.,1.42,2.79,2nd Round,2.0,1.0,2013
Apia International,1/9/2013,Tomic B.,Mayer F.,1.59,2.31,2nd Round,2.0,0.0,2013
Apia International,1/10/2013,Anderson K.,Istomin D.,1.54,2.4,Quarterfinals,2.0,0.0,2013
Apia International,1/10/2013,Benneteau J.,Harrison R.,1.77,2.0,Quarterfinals,2.0,0.0,2013
Apia International,1/10/2013,Tomic B.,Nieminen J.,1.36,3.07,Quarterfinals,2.0,1.0,2013
Apia International,1/10/2013,Seppi A.,Granollers M.,1.71,2.08,Quarterfinals,2.0,0.0,2013
Apia International,1/11/2013,Anderson K.,Benneteau J.,1.6,2.27,Semifinals,2.0,1.0,2013
Apia International,1/11/2013,Tomic B.,Seppi A.,1.5,2.54,Semifinals,2.0,0.0,2013
Apia International,1/12/2013,Tomic B.,Anderson K.,1.65,2.2,The Final,2.0,1.0,2013
Australian Open,1/14/2013,Almagro N.,Johnson S.,1.14,5.49,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Nishikori K.,Hanescu V.,1.08,7.79,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Rufin G.,Reister J.,2.28,1.6,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Berlocq C.,Authom M.,2.15,1.67,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Benneteau J.,Dimitrov G.,2.41,1.55,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Gimeno-Traver D.,Kubot L.,3.25,1.33,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Roger-Vasselin E.,Bemelmans R.,2.07,1.72,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Malisse X.,Andujar P.,1.18,4.59,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Verdasco F.,Goffin D.,1.66,2.19,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Wawrinka S.,Stebe C.M.,1.13,5.67,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Harrison R.,Giraldo S.,1.77,2.0,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Donskoy E.,Ungur A.,1.32,3.31,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Berdych T.,Russell M.,1.03,12.31,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Djokovic N.,Mathieu P.H.,1.01,21.7,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Youzhny M.,Ebden M.,1.17,4.93,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Melzer J.,Kukushkin M.,1.16,5.17,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Kamke T.,Cipolla F.,1.3,3.52,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Baker B.,Bogomolov A.,1.71,2.08,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Smyczek T.,Karlovic I.,2.07,1.73,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Devvarman S.,Phau B.,2.95,1.39,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Kuznetsov An.,Monaco J.,3.8,1.26,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Lopez F.,Brugues-Davi A.,1.19,4.64,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Ito T.,Millman J.,3.48,1.3,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Janowicz J.,Bolelli S.,1.34,3.18,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Ferrer D.,Rochus O.,1.02,15.09,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Lacko L.,Muller G.,1.53,2.47,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Stepanek R.,Troicki V.,2.59,1.49,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Bautista Agut R.,Fognini F.,2.0,1.77,1st Round,3.0,2.0,2013
Australian Open,1/14/2013,Querrey S.,Munoz-De La Nava D.,1.07,8.43,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Tipsarevic J.,Hewitt L.,1.64,2.22,1st Round,3.0,0.0,2013
Australian Open,1/14/2013,Anderson K.,Lorenzi P.,1.07,8.1,1st Round,3.0,1.0,2013
Australian Open,1/14/2013,Baghdatis M.,Ramos A.,1.08,7.5,1st Round,3.0,2.0,2013
Australian Open,1/15/2013,Murray A.,Haase R.,1.02,16.54,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Kavcic B.,Bellucci T.,3.26,1.33,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Mayer F.,Williams R.,1.16,5.01,1st Round,3.0,2.0,2013
Australian Open,1/15/2013,Sousa J.,Smith J.P.,1.67,2.16,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Berankis R.,Stakhovsky S.,1.55,2.42,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Seppi A.,Zeballos H.,1.22,4.19,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Istomin D.,Sijsling I.,1.43,2.75,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Raonic M.,Hajek J.,1.03,12.38,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Soeda G.,Saville L.,1.17,5.01,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Duckworth J.,Mitchell B.,1.54,2.45,1st Round,3.0,2.0,2013
Australian Open,1/15/2013,Falla A.,Ouanna J.,1.31,3.36,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Chardy J.,Menendez-Maceiras A.,1.24,3.99,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Weintraub A.,Pella G.,2.08,1.72,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Kohlschreiber P.,Darcis S.,1.12,6.12,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Tsonga J.W.,Llodra M.,1.08,7.74,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Federer R.,Paire B.,1.02,16.98,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Levine J.,Robredo T.,1.69,2.14,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Dodig I.,Wu D.,1.16,5.12,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Granollers M.,Zemlja G.,1.62,2.27,1st Round,2.0,0.0,2013
Australian Open,1/15/2013,Cilic M.,Matosevic M.,1.18,4.79,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Rosol L.,Baker J.,1.34,3.25,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Del Potro J.M.,Mannarino A.,1.06,9.58,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Nieminen J.,Haas T.,2.96,1.39,1st Round,3.0,2.0,2013
Australian Open,1/15/2013,Becker B.,Bedene A.,2.12,1.71,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Simon G.,Volandri F.,1.03,11.93,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Lu Y.H.,Ramirez-Hidalgo R.,1.06,9.01,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Gasquet R.,Montanes A.,1.02,14.62,1st Round,3.0,0.0,2013
Australian Open,1/15/2013,Davydenko N.,Sela D.,1.18,4.63,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Ram R.,Garcia-Lopez G.,2.75,1.43,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Brands D.,Klizan M.,1.77,2.01,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Monfils G.,Dolgopolov O.,2.28,1.61,1st Round,3.0,1.0,2013
Australian Open,1/15/2013,Tomic B.,Mayer L.,1.06,8.87,1st Round,3.0,0.0,2013
Australian Open,1/16/2013,Almagro N.,Gimeno-Traver D.,1.09,7.12,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Nishikori K.,Berlocq C.,1.06,9.34,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Janowicz J.,Devvarman S.,1.18,4.72,2nd Round,3.0,2.0,2013
Australian Open,1/16/2013,Querrey S.,Baker B.,1.18,4.83,2nd Round,0.0,1.0,2013
Australian Open,1/16/2013,Melzer J.,Bautista Agut R.,1.76,2.02,2nd Round,3.0,2.0,2013
Australian Open,1/16/2013,Berdych T.,Rufin G.,1.03,13.33,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Donskoy E.,Youzhny M.,3.69,1.27,2nd Round,3.0,2.0,2013
Australian Open,1/16/2013,Wawrinka S.,Kamke T.,1.15,5.2,2nd Round,2.0,0.0,2013
Australian Open,1/16/2013,Ferrer D.,Smyczek T.,1.01,19.92,2nd Round,3.0,1.0,2013
Australian Open,1/16/2013,Baghdatis M.,Ito T.,1.08,7.91,2nd Round,3.0,1.0,2013
Australian Open,1/16/2013,Benneteau J.,Roger-Vasselin E.,1.21,4.33,2nd Round,3.0,1.0,2013
Australian Open,1/16/2013,Stepanek R.,Lopez F.,2.01,1.77,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Tipsarevic J.,Lacko L.,1.14,5.54,2nd Round,3.0,2.0,2013
Australian Open,1/16/2013,Anderson K.,Kuznetsov An.,1.17,4.9,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Verdasco F.,Malisse X.,1.62,2.26,2nd Round,3.0,0.0,2013
Australian Open,1/16/2013,Djokovic N.,Harrison R.,1.01,23.38,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Berankis R.,Mayer F.,1.8,1.95,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Seppi A.,Istomin D.,1.61,2.29,2nd Round,3.0,2.0,2013
Australian Open,1/17/2013,Tsonga J.W.,Soeda G.,1.02,14.02,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Kohlschreiber P.,Weintraub A.,1.05,9.81,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Kavcic B.,Duckworth J.,1.42,2.82,2nd Round,3.0,2.0,2013
Australian Open,1/17/2013,Raonic M.,Rosol L.,1.2,4.42,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Murray A.,Sousa J.,1.01,29.99,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Tomic B.,Brands D.,1.12,6.08,2nd Round,3.0,1.0,2013
Australian Open,1/17/2013,Chardy J.,Granollers M.,2.09,1.72,2nd Round,3.0,1.0,2013
Australian Open,1/17/2013,Cilic M.,Ram R.,1.07,8.96,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Simon G.,Levine J.,1.41,2.83,2nd Round,3.0,1.0,2013
Australian Open,1/17/2013,Monfils G.,Lu Y.H.,1.31,3.39,2nd Round,3.0,2.0,2013
Australian Open,1/17/2013,Dodig I.,Nieminen J.,2.8,1.42,2nd Round,3.0,2.0,2013
Australian Open,1/17/2013,Federer R.,Davydenko N.,1.05,10.16,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Del Potro J.M.,Becker B.,1.02,15.14,2nd Round,3.0,0.0,2013
Australian Open,1/17/2013,Gasquet R.,Falla A.,1.08,7.53,2nd Round,3.0,0.0,2013
Australian Open,1/18/2013,Tipsarevic J.,Benneteau J.,1.34,3.22,3rd Round,3.0,2.0,2013
Australian Open,1/18/2013,Djokovic N.,Stepanek R.,1.01,24.94,3rd Round,3.0,0.0,2013
Australian Open,1/18/2013,Anderson K.,Verdasco F.,1.68,2.17,3rd Round,3.0,2.0,2013
Australian Open,1/18/2013,Almagro N.,Janowicz J.,1.4,2.95,3rd Round,3.0,0.0,2013
Australian Open,1/18/2013,Nishikori K.,Donskoy E.,1.12,6.24,3rd Round,3.0,0.0,2013
Australian Open,1/18/2013,Wawrinka S.,Querrey S.,1.64,2.24,3rd Round,3.0,0.0,2013
Australian Open,1/18/2013,Berdych T.,Melzer J.,1.09,7.58,3rd Round,3.0,0.0,2013
Australian Open,1/18/2013,Ferrer D.,Baghdatis M.,1.13,5.78,3rd Round,3.0,0.0,2013
Australian Open,1/19/2013,Gasquet R.,Dodig I.,1.07,8.09,3rd Round,3.0,1.0,2013
Australian Open,1/19/2013,Chardy J.,Del Potro J.M.,11.69,1.04,3rd Round,3.0,2.0,2013
Australian Open,1/19/2013,Seppi A.,Cilic M.,2.88,1.4,3rd Round,3.0,2.0,2013
Australian Open,1/19/2013,Murray A.,Berankis R.,1.02,18.1,3rd Round,3.0,0.0,2013
Australian Open,1/19/2013,Tsonga J.W.,Kavcic B.,1.02,15.99,3rd Round,3.0,0.0,2013
Australian Open,1/19/2013,Raonic M.,Kohlschreiber P.,1.65,2.21,3rd Round,3.0,0.0,2013
Australian Open,1/19/2013,Federer R.,Tomic B.,1.1,6.91,3rd Round,3.0,0.0,2013
Australian Open,1/19/2013,Simon G.,Monfils G.,1.53,2.47,3rd Round,3.0,2.0,2013
Australian Open,1/20/2013,Ferrer D.,Nishikori K.,1.2,4.44,4th Round,3.0,0.0,2013
Australian Open,1/20/2013,Almagro N.,Tipsarevic J.,1.71,2.11,4th Round,1.0,0.0,2013
Australian Open,1/20/2013,Berdych T.,Anderson K.,1.2,4.42,4th Round,3.0,0.0,2013
Australian Open,1/20/2013,Djokovic N.,Wawrinka S.,1.02,15.94,4th Round,3.0,2.0,2013
Australian Open,1/21/2013,Chardy J.,Seppi A.,2.4,1.56,4th Round,3.0,1.0,2013
Australian Open,1/21/2013,Tsonga J.W.,Gasquet R.,1.51,2.57,4th Round,3.0,1.0,2013
Australian Open,1/21/2013,Murray A.,Simon G.,1.02,14.96,4th Round,3.0,0.0,2013
Australian Open,1/21/2013,Federer R.,Raonic M.,1.11,6.77,4th Round,3.0,0.0,2013
Australian Open,1/22/2013,Ferrer D.,Almagro N.,1.16,5.09,Quarterfinals,3.0,2.0,2013
Australian Open,1/22/2013,Djokovic N.,Berdych T.,1.18,4.73,Quarterfinals,3.0,1.0,2013
Australian Open,1/23/2013,Murray A.,Chardy J.,1.05,10.55,Quarterfinals,3.0,0.0,2013
