Player1,Player2
Rublev A.,Fritz T.
Harris L.,Krajinovic F.
Shapovalov D.,Chardy J.
Karatsev A.,Sinner J.
Harris L.,Nishikori K.
Rublev A.,Fucsovics M.
Harris L.,Shapovalov D.
Karatsev A.,Rublev A.
Karatsev A.,Harris L.
Popyrin A.,Lopez F.
Herbert P.H.,Sousa P.
Norrie C.,Nishioka Y.
Ymer M.,Tabilo A.
Giron M.,Paul T.
Lu Y.,Querrey S.
Gaston H.,Koepfer D.
Escobedo E.,Lorenzi P.
Hanfmann Y.,Johnson S.
Berankis R.,Gaio F.
Duckworth J.,Zverev M.
Harris L.,Nava E.
Mcdonald M.,Pospisil V.
Djere L.,Vesely J.
Ruusuvuori E.,Alcaraz C.
Tiafoe F.,Travaglia S.
Kokkinakis T.,Mochizuki S.
Kukushkin M.,Draper J.
Ivashka I.,Kwon S.W.
Fratangelo B.,Verdasco F.
Kudla D.,Chardy J.
Thompson J.,Delbonis F.
Uchiyama Y.,Caruso S.
Cilic M.,Coria F.
Kecmanovic M.,Broady L.
Dzumhur D.,Anderson K.
Galan D.E.,Seyboth Wild T.
Sandgren T.,Martinez P.
Korda S.,Albot R.
Musetti L.,Mmoh M.
Sousa J.,O Connell C.
Bedene A.,Fabbiano T.
Popyrin A.,Opelka R.
Duckworth J.,Goffin D.
Lajovic D.,Escobedo E.
Fritz T.,Giron M.
Norrie C.,Dimitrov G.
Struff J.L.,Berankis R.
Ymer M.,Basilashvili N.
Sinner J.,Gaston H.
Auger-Aliassime F.,Herbert P.H.
Medvedev D.,Lu Y.
Khachanov K.,Hanfmann Y.
Bautista Agut R.,Harris L.
Ruusuvuori E.,Zverev A.
Bublik A.,Djere L.
Tiafoe F.,Evans D.
Isner J.,Mcdonald M.
Sonego L.,Fratangelo B.
Nishikori K.,Bedene A.
Raonic M.,Thompson J.
Hurkacz H.,Kudla D.
Tsitsipas S.,Dzumhur D.
Musetti L.,Paire B.
Galan D.E.,De Minaur A.
Cilic M.,Garin C.
Karatsev A.,Kukushkin M.
Humbert U.,Sousa J.
Mannarino A.,Kecmanovic M.
Shapovalov D.,Ivashka I.
Fucsovics M.,Kokkinakis T.
Rublev A.,Sandgren T.
Korda S.,Fognini F.
Schwartzman D.,Uchiyama Y.
Bautista Agut R.,Struff J.L.
Isner J.,Auger-Aliassime F.
Sinner J.,Khachanov K.
Medvedev D.,Popyrin A.
Ruusuvuori E.,Ymer M.
Fritz T.,Norrie C.
Bublik A.,Duckworth J.
Tiafoe F.,Lajovic D.
Raonic M.,Humbert U.
Cilic M.,Musetti L.
Hurkacz H.,Shapovalov D.
Rublev A.,Fucsovics M.
Schwartzman D.,Mannarino A.
Korda S.,Karatsev A.
Sonego L.,Galan D.E.
Tsitsipas S.,Nishikori K.
Bautista Agut R.,Isner J.
Sinner J.,Ruusuvuori E.
Bublik A.,Fritz T.
Hurkacz H.,Raonic M.
Medvedev D.,Tiafoe F.
Korda S.,Schwartzman D.
Rublev A.,Cilic M.
Tsitsipas S.,Sonego L.
Sinner J.,Bublik A.
Bautista Agut R.,Medvedev D.
Hurkacz H.,Tsitsipas S.
Rublev A.,Korda S.
Sinner J.,Bautista Agut R.
Hurkacz H.,Rublev A.
Hurkacz H.,Sinner J.
Gerasimov E.,Pella G.
Djere L.,Gaio F.
Hanfmann Y.,Paul T.
Bedene A.,Zeppieri G.
Struff J.L.,Sousa J.
Millman J.,Coria F.
Broady L.,Huesler M.A.
Musetti L.,Novak D.
Kovalik J.,Nagal S.
Cecchinato M.,Fabbiano T.
Martin A.,Vesely J.
Simon G.,Travaglia S.
Struff J.L.,Broady L.
Bedene A.,Gerasimov E.
Basilashvili N.,Kovalik J.
Fritz T.,Martin A.
Hanfmann Y.,Cecchinato M.
Musetti L.,Evans D.
Sonego L.,Simon G.
Djere L.,Millman J.
Fritz T.,Bedene A.
Sonego L.,Hanfmann Y.
Djere L.,Musetti L.
Basilashvili N.,Struff J.L.
Sonego L.,Fritz T.
Djere L.,Basilashvili N.
Sonego L.,Djere L.
Berankis R.,Pouille L.
Kwon S.W.,Rune H.
Gombos N.,Londero J.I.
Delbonis F.,Carballes Baena R.
Alcaraz C.,Milojevic N.
Ivashka I.,Martinez P.
Bagnis F.,Cerundolo F.
Vilella Martinez M.,Zapata Miralles B.
Lopez F.,Daniel T.
Munar J.,Laaksonen H.
Mager G.,Kukushkin M.
Davidovich Fokina A.,Dzumhur D.
Gombos N.,Delbonis F.
Kwon S.W.,Bagnis F.
Ramos-Vinolas A.,Berankis R.
Carreno Busta P.,Vilella Martinez M.
Ivashka I.,Davidovich Fokina A.
Munar J.,Fognini F.
Ruud C.,Mager G.
Alcaraz C.,Lopez F.
Ramos-Vinolas A.,Gombos N.
Munar J.,Ivashka I.
Carreno Busta P.,Kwon S.W.
Alcaraz C.,Ruud C.
Carreno Busta P.,Ramos-Vinolas A.
Munar J.,Alcaraz C.
Carreno Busta P.,Munar J.
Goffin D.,Cilic M.
Thompson J.,Paire B.
Davidovich Fokina A.,De Minaur A.
Karatsev A.,Musetti L.
Millman J.,Humbert U.
Paul T.,Martinez P.
Cecchinato M.,Koepfer D.
Sinner J.,Ramos-Vinolas A.
Delbonis F.,Mannarino A.
Pouille L.,Pella G.
Fognini F.,Kecmanovic M.
Hurkacz H.,Fabbiano T.
Evans D.,Lajovic D.
Garin C.,Auger-Aliassime F.
Chardy J.,Bublik A.
Caruso S.,Catarina L.
Bautista Agut R.,Fritz T.
Popyrin A.,Andujar P.
Ruud C.,Rune H.
Dimitrov G.,Struff J.L.
Sonego L.,Fucsovics M.
Khachanov K.,Djere L.
Carreno Busta P.,Travaglia S.
Krajinovic F.,Basilashvili N.
Tsitsipas S.,Karatsev A.
Davidovich Fokina A.,Berrettini M.
Dimitrov G.,Chardy J.
Garin C.,Millman J.
Rublev A.,Caruso S.
Fognini F.,Thompson J.
Djokovic N.,Sinner J.
Ruud C.,Schwartzman D.
Goffin D.,Cecchinato M.
Pouille L.,Popyrin A.
Krajinovic F.,Londero J.I.
Evans D.,Hurkacz H.
Bautista Agut R.,Paul T.
Nadal R.,Delbonis F.
Carreno Busta P.,Khachanov K.
Zverev A.,Sonego L.
Davidovich Fokina A.,Pouille L.
Tsitsipas S.,Garin C.
Goffin D.,Zverev A.
Evans D.,Djokovic N.
Fognini F.,Krajinovic F.
Nadal R.,Dimitrov G.
Rublev A.,Bautista Agut R.
Ruud C.,Carreno Busta P.
Tsitsipas S.,Davidovich Fokina A.
Evans D.,Goffin D.
Ruud C.,Fognini F.
Rublev A.,Nadal R.
Tsitsipas S.,Evans D.
Rublev A.,Ruud C.
Tsitsipas S.,Rublev A.
Chardy J.,Basilashvili N.
Andujar P.,Simon G.
Zapata Miralles B.,Kuznetsov An.
Herbert P.H.,Nagal S.
Gerasimov E.,Tsonga J.W.
Norrie C.,Caruso S.
Nishikori K.,Pella G.
Gaio F.,Paire B.
Ivashka I.,Griekspoor T.
Munar J.,Monteiro T.
Ramos-Vinolas A.,Rune H.
Thompson J.,Gasquet R.
Moutet C.,Koepfer D.
Musetti L.,Lopez F.
Bublik A.,Davidovich Fokina A.
Tiafoe F.,Alcaraz C.
Goffin D.,Herbert P.H.
Shapovalov D.,Chardy J.
Bautista Agut R.,Andujar P.
Norrie C.,Khachanov K.
Sinner J.,Gerasimov E.
Rublev A.,Gaio F.
Ramos-Vinolas A.,Mannarino A.
Auger-Aliassime F.,Musetti L.
De Minaur A.,Bublik A.
Tsitsipas S.,Munar J.
Carreno Busta P.,Thompson J.
Moutet C.,Evans D.
Zapata Miralles B.,Fognini F.
Nadal R.,Ivashka I.
Nishikori K.,Garin C.
Schwartzman D.,Tiafoe F.
Rublev A.,Ramos-Vinolas A.
Auger-Aliassime F.,Shapovalov D.
Sinner J.,Bautista Agut R.
Tsitsipas S.,De Minaur A.
Norrie C.,Goffin D.
Nadal R.,Nishikori K.
Schwartzman D.,Moutet C.
Carreno Busta P.,Zapata Miralles B.
Sinner J.,Rublev A.
Tsitsipas S.,Auger-Aliassime F.
Nadal R.,Norrie C.
Carreno Busta P.,Schwartzman D.
Tsitsipas S.,Sinner J.
Nadal R.,Carreno Busta P.
Nadal R.,Tsitsipas S.
Milojevic N.,Coria F.
Cecchinato M.,Troicki V.
Millman J.,Petrovic D.
Krajinovic F.,Travaglia S.
Rinderknech A.,Londero J.I.
Kwon S.W.,Carballes Baena R.
Delbonis F.,Berankis R.
Daniel T.,Sousa J.
Kecmanovic M.,Bagnis F.
Mager G.,Djere L.
Popyrin A.,Cerundolo F.
Bedene A.,Korda S.
Kecmanovic M.,Rinderknech A.
Djokovic N.,Kwon S.W.
Berrettini M.,Cecchinato M.
Krajinovic F.,Milojevic N.
Daniel T.,Millman J.
Delbonis F.,Lajovic D.
Mager G.,Popyrin A.
Karatsev A.,Bedene A.
Berrettini M.,Krajinovic F.
Djokovic N.,Kecmanovic M.
Daniel T.,Delbonis F.
Karatsev A.,Mager G.
Karatsev A.,Djokovic N.
Berrettini M.,Daniel T.
Berrettini M.,Karatsev A.
Davidovich Fokina A.,Andujar P.
Borges N.,Thompson J.
Chardy J.,Munar J.
Anderson K.,Tiafoe F.
Gasquet R.,Londero J.I.
Cecchinato M.,Harris L.
Martinez P.,Bublik A.
Norrie C.,Sousa J.
Herbert P.H.,Simon G.
Cilic M.,Alcaraz C.
Moutet C.,Giron M.
Ramos-Vinolas A.,Verdasco F.
Anderson K.,Carballes Baena R.
Cilic M.,Borges N.
Humbert U.,Cecchinato M.
Davidovich Fokina A.,Chardy J.
Norrie C.,Martinez P.
Garin C.,Gasquet R.
Moutet C.,Shapovalov D.
Ramos-Vinolas A.,Herbert P.H.
Norrie C.,Garin C.
Cilic M.,Anderson K.
Ramos-Vinolas A.,Moutet C.
Davidovich Fokina A.,Humbert U.
Norrie C.,Cilic M.
Ramos-Vinolas A.,Davidovich Fokina A.
Ramos-Vinolas A.,Norrie C.
Millman J.,Popyrin A.
Ivashka I.,Ruusuvuori E.
Pella G.,Gerasimov E.
Berankis R.,Marterer M.
Coria F.,Stebe C.M.
Cuevas P.,Sandgren T.
Mcdonald M.,Lajovic D.
Struff J.L.,Martin A.
Basilashvili N.,Monteiro T.
Koepfer D.,Kohlschreiber P.
Hanfmann Y.,Daniel T.
Galan D.E.,Korda S.
Millman J.,Pella G.
Ruud C.,Cuevas P.
Zverev A.,Berankis R.
Ivashka I.,Mcdonald M.
Krajinovic F.,Hanfmann Y.
Struff J.L.,Koepfer D.
Gombos N.,Coria F.
Basilashvili N.,Galan D.E.
Struff J.L.,Krajinovic F.
Ivashka I.,Zverev A.
Basilashvili N.,Gombos N.
Ruud C.,Millman J.
Struff J.L.,Ivashka I.
Basilashvili N.,Ruud C.
Basilashvili N.,Struff J.L.
Paul T.,Martinez P.
Shapovalov D.,Lajovic D.
Bublik A.,Fucsovics M.
De Minaur A.,Munar J.
Harris L.,Dimitrov G.
Isner J.,Kecmanovic M.
Karatsev A.,Humbert U.
Evans D.,Chardy J.
Koepfer D.,Opelka R.
Fognini F.,Taberner C.
Alcaraz C.,Mannarino A.
Giron M.,Andujar P.
Garin C.,Verdasco F.
Delbonis F.,Carreno Busta P.
Sinner J.,Pella G.
Millman J.,Hurkacz H.
Ruud C.,Auger-Aliassime F.
Nishikori K.,Khachanov K.
Davidovich Fokina A.,Herbert P.H.
Nishioka Y.,Krajinovic F.
Popyrin A.,Struff J.L.
Ramos-Vinolas A.,Fritz T.
Bautista Agut R.,Cecchinato M.
Paire B.,Basilashvili N.
Rublev A.,Paul T.
Bublik A.,Shapovalov D.
Berrettini M.,Fognini F.
Thiem D.,Giron M.
De Minaur A.,Harris L.
Garin C.,Koepfer D.
Karatsev A.,Schwartzman D.
Medvedev D.,Davidovich Fokina A.
Evans D.,Millman J.
Zverev A.,Nishikori K.
Delbonis F.,Ramos-Vinolas A.
Nadal R.,Alcaraz C.
Popyrin A.,Sinner J.
Isner J.,Bautista Agut R.
Tsitsipas S.,Paire B.
Ruud C.,Nishioka Y.
Bublik A.,Karatsev A.
Thiem D.,De Minaur A.
Garin C.,Medvedev D.
Nadal R.,Popyrin A.
Isner J.,Rublev A.
Ruud C.,Tsitsipas S.
Zverev A.,Evans D.
Berrettini M.,Delbonis F.
Thiem D.,Isner J.
Zverev A.,Nadal R.
Ruud C.,Bublik A.
Berrettini M.,Garin C.
Zverev A.,Thiem D.
Berrettini M.,Ruud C.
Zverev A.,Berrettini M.
Auger-Aliassime F.,Krajinovic F.
Carreno Busta P.,Djere L.
Opelka R.,Gasquet R.
Goffin D.,Caruso S.
Fritz T.,Evans D.
Fucsovics M.,Nishioka Y.
Travaglia S.,Paire B.
Karatsev A.,Kecmanovic M.
Nishikori K.,Fognini F.
Delbonis F.,Khachanov K.
Sinner J.,Humbert U.
Garin C.,Harris L.
Dellien H.,Mannarino A.
Mager G.,De Minaur A.
Struff J.L.,Bedene A.
Cilic M.,Bublik A.
Musetti L.,Hurkacz H.
Millman J.,Lajovic D.
Davidovich Fokina A.,Dimitrov G.
Bautista Agut R.,Paul T.
Norrie C.,Carballes Baena R.
Shapovalov D.,Majchrzak K.
Sonego L.,Monfils G.
Berrettini M.,Basilashvili N.
Opelka R.,Musetti L.
Nishikori K.,Carreno Busta P.
Djokovic N.,Fritz T.
Auger-Aliassime F.,Schwartzman D.
Thiem D.,Fucsovics M.
Bautista Agut R.,Garin C.
Davidovich Fokina A.,Norrie C.
Rublev A.,Struff J.L.
Sonego L.,Mager G.
Zverev A.,Dellien H.
Karatsev A.,Medvedev D.
Delbonis F.,Goffin D.
Tsitsipas S.,Cilic M.
Shapovalov D.,Travaglia S.
Berrettini M.,Millman J.
Nadal R.,Sinner J.
Opelka R.,Karatsev A.
Djokovic N.,Davidovich Fokina A.
Tsitsipas S.,Berrettini M.
Nadal R.,Shapovalov D.
Delbonis F.,Auger-Aliassime F.
Zverev A.,Nishikori K.
Sonego L.,Thiem D.
Rublev A.,Bautista Agut R.
Opelka R.,Delbonis F.
Nadal R.,Zverev A.
Djokovic N.,Tsitsipas S.
Sonego L.,Rublev A.
Nadal R.,Opelka R.
Djokovic N.,Sonego L.
Nadal R.,Djokovic N.
Cazaux A.,Mannarino A.
Sandgren T.,Caruso S.
Andujar P.,Thompson J.
Koepfer D.,Paire B.
Lopez F.,Altmaier D.
Cecchinato M.,Travaglia S.
Fucsovics M.,Laaksonen H.
Ivashka I.,Verdasco F.
Cuevas P.,Opelka R.
Stricker D.,Cilic M.
Djere L.,Monteiro T.
Fognini F.,Pella G.
Andujar P.,Federer R.
Ruud C.,Sandgren T.
Koepfer D.,Lopez F.
Stricker D.,Fucsovics M.
Dimitrov G.,Ivashka I.
Shapovalov D.,Cecchinato M.
Cuevas P.,Cazaux A.
Djere L.,Fognini F.
Andujar P.,Stricker D.
Ruud C.,Koepfer D.
Cuevas P.,Dimitrov G.
Shapovalov D.,Djere L.
Ruud C.,Andujar P.
Shapovalov D.,Cuevas P.
Ruud C.,Shapovalov D.
Bedene A.,Simon G.
Norrie C.,Moutet C.
Nishioka Y.,Humbert U.
Korda S.,Herbert P.H.
Musetti L.,Auger-Aliassime F.
Majchrzak K.,Sousa J.
Khachanov K.,Bonzi B.
Monfils G.,Seyboth Wild T.
Gasquet R.,Barrere G.
Paul T.,Tsonga J.W.
Sinner J.,Karatsev A.
Rinderknech A.,Ymer M.
Musetti L.,Korda S.
Bedene A.,Goffin D.
Khachanov K.,Majchrzak K.
Nishioka Y.,Monfils G.
Gasquet R.,Schwartzman D.
Tsitsipas S.,Paul T.
Norrie C.,Thiem D.
Rinderknech A.,Sinner J.
Musetti L.,Bedene A.
Tsitsipas S.,Nishioka Y.
Khachanov K.,Gasquet R.
Norrie C.,Rinderknech A.
Tsitsipas S.,Musetti L.
Norrie C.,Khachanov K.
Tsitsipas S.,Norrie C.
Chardy J.,Sandgren T.
Krstin P.,Kwon S.W.
Coria F.,Topo M.
Moraing M.,Gerasimov E.
Molcan A.,Medjedovic H.
Cuevas P.,Kecmanovic M.
Delbonis F.,Klein L.
Lajovic D.,Berankis R.
Verdasco F.,Pouille L.
Martin A.,O Connell C.
Monteiro T.,Albot R.
Carballes Baena R.,Rinderknech A.
Coria F.,Cuevas P.
Djokovic N.,Moraing M.
Molcan A.,Krstin P.
Verdasco F.,Mannarino A.
Delbonis F.,Monteiro T.
Martin A.,Basilashvili N.
Lajovic D.,Chardy J.
Carballes Baena R.,Monfils G.
Molcan A.,Verdasco F.
Djokovic N.,Coria F.
Martin A.,Lajovic D.
Delbonis F.,Carballes Baena R.
Djokovic N.,Martin A.
Molcan A.,Delbonis F.
Djokovic N.,Molcan A.
Paul T.,Travaglia S.
Cobolli F.,Giron M.
Cecchinato M.,Brancaccio R.
Korda S.,Seppi A.
Musetti L.,Mager G.
Gombos N.,Ruusuvuori E.
Nishioka Y.,Querrey S.
Gasquet R.,Altmaier D.
Vesely J.,Johnson S.
Martinez P.,Simon G.
Bedene A.,Caruso S.
Munar J.,Ymer M.
Struff J.L.,Cobolli F.
Gombos N.,Ramos-Vinolas A.
Gasquet R.,Martinez P.
Munar J.,Paire B.
Cecchinato M.,Bedene A.
Paul T.,Vesely J.
Nishioka Y.,Musetti L.
Korda S.,Sonego L.
Munar J.,Gasquet R.
Cecchinato M.,Gombos N.
Paul T.,Struff J.L.
Korda S.,Nishioka Y.
Cecchinato M.,Munar J.
Korda S.,Paul T.
Korda S.,Cecchinato M.
Fognini F.,Barrere G.
Carreno Busta P.,Gombos N.
Couacaud E.,Gerasimov E.
Laaksonen H.,Hanfmann Y.
Bautista Agut R.,Vilella Martinez M.
Pella G.,Galan D.E.
Kecmanovic M.,Evans D.
Andujar P.,Thiem D.
Khachanov K.,Vesely J.
Fucsovics M.,Simon G.
Nishikori K.,Giannessi A.
Garin C.,Londero J.I.
Mcdonald M.,Ruusuvuori E.
Giron M.,Dimitrov G.
Djere L.,Moutet C.
Zverev A.,Otte O.
Davidovich Fokina A.,Kukushkin M.
Safiullin R.,Taberner C.
Van De Zandschulp B.,Hurkacz H.
Tsitsipas S.,Chardy J.
Sinner J.,Herbert P.H.
Johnson S.,Tiafoe F.
Krajinovic F.,Marterer M.
Monteiro T.,Cerundolo F.
Mager G.,Gojowczyk P.
Isner J.,Querrey S.
Delbonis F.,Albot R.
Ruud C.,Paire B.
Norrie C.,Fratangelo B.
Paul T.,O Connell C.
Medvedev D.,Bublik A.
Munar J.,Thompson J.
Opelka R.,Martin A.
Basilashvili N.,Lajovic D.
Martinez P.,Korda S.
Alcaraz C.,Zapata Miralles B.
Majchrzak K.,Cazaux A.
Federer R.,Istomin D.
Harris L.,Sonego L.
Cilic M.,Rinderknech A.
Fritz T.,Sousa J.
Koepfer D.,Bourgue M.
Musetti L.,Goffin D.
Nishioka Y.,Tsonga J.W.
Cecchinato M.,Uchiyama Y.
Ymer M.,Carballes Baena R.
De Minaur A.,Travaglia S.
Berankis R.,Humbert U.
Karatsev A.,Brooksby J.
Bedene A.,Mannarino A.
Duckworth J.,Caruso S.
Struff J.L.,Rublev A.
Monfils G.,Ramos-Vinolas A.
Seppi A.,Auger-Aliassime F.
Bagnis F.,Bonzi B.
Kohlschreiber P.,Verdasco F.
Nadal R.,Popyrin A.
Coria F.,Lopez F.
Schwartzman D.,Lu Y.
Gasquet R.,Gaston H.
Berrettini M.,Daniel T.
Kwon S.W.,Anderson K.
Cuevas P.,Pouille L.
Djokovic N.,Sandgren T.
Delbonis F.,Andujar P.
Djere L.,Kecmanovic M.
Zverev A.,Safiullin R.
Ruud C.,Majchrzak K.
Laaksonen H.,Bautista Agut R.
Davidovich Fokina A.,Van De Zandschulp B.
Nishikori K.,Khachanov K.
Fognini F.,Fucsovics M.
Isner J.,Krajinovic F.
Opelka R.,Munar J.
Giron M.,Pella G.
Tsitsipas S.,Martinez P.
Garin C.,Mcdonald M.
Carreno Busta P.,Couacaud E.
Johnson S.,Monteiro T.
Medvedev D.,Paul T.
Kwon S.W.,Seppi A.
Berrettini M.,Coria F.
Kohlschreiber P.,Karatsev A.
Schwartzman D.,Bedene A.
Ymer M.,Monfils G.
Koepfer D.,Fritz T.
Musetti L.,Nishioka Y.
Sinner J.,Mager G.
Norrie C.,Harris L.
Berankis R.,Duckworth J.
Djokovic N.,Cuevas P.
Cecchinato M.,De Minaur A.
Federer R.,Cilic M.
Struff J.L.,Bagnis F.
Alcaraz C.,Basilashvili N.
Nadal R.,Gasquet R.
Davidovich Fokina A.,Ruud C.
Delbonis F.,Fognini F.
Nishikori K.,Laaksonen H.
Zverev A.,Djere L.
Garin C.,Giron M.
Carreno Busta P.,Johnson S.
Medvedev D.,Opelka R.
Tsitsipas S.,Isner J.
Musetti L.,Cecchinato M.
Schwartzman D.,Kohlschreiber P.
Struff J.L.,Alcaraz C.
Sinner J.,Ymer M.
Djokovic N.,Berankis R.
Nadal R.,Norrie C.
Berrettini M.,Kwon S.W.
Federer R.,Koepfer D.
Tsitsipas S.,Carreno Busta P.
Medvedev D.,Garin C.
Davidovich Fokina A.,Delbonis F.
Zverev A.,Nishikori K.
Berrettini M.,Federer R.
Schwartzman D.,Struff J.L.
Djokovic N.,Musetti L.
Nadal R.,Sinner J.
Zverev A.,Davidovich Fokina A.
Tsitsipas S.,Medvedev D.
Nadal R.,Schwartzman D.
Djokovic N.,Berrettini M.
Tsitsipas S.,Zverev A.
Djokovic N.,Nadal R.
Djokovic N.,Tsitsipas S.
Basilashvili N.,Brown D.
Cilic M.,Molleker R.
Humbert U.,Fucsovics M.
Harris L.,Simon G.
Querrey S.,Celikbilek A.
Thompson J.,Pella G.
Hanfmann Y.,Chardy J.
Stricker D.,Albot R.
Gojowczyk P.,Ivashka I.
Duckworth J.,Mannarino A.
Rodionov J.,Koepfer D.
Lopez F.,Popyrin A.
Querrey S.,Duckworth J.
Stricker D.,Hurkacz H.
Cilic M.,Basilashvili N.
Humbert U.,Hanfmann Y.
De Minaur A.,Thompson J.
Auger-Aliassime F.,Harris L.
Rodionov J.,Gojowczyk P.
Shapovalov D.,Lopez F.
Querrey S.,Stricker D.
Auger-Aliassime F.,Humbert U.
Cilic M.,Shapovalov D.
Rodionov J.,De Minaur A.
Auger-Aliassime F.,Querrey S.
Cilic M.,Rodionov J.
Cilic M.,Auger-Aliassime F.
Moutet C.,Goffin D.
Thompson J.,Altmaier D.
Giron M.,Pospisil V.
Federer R.,Ivashka I.
Korda S.,Bautista Agut R.
Harris L.,Monfils G.
Nishikori K.,Berankis R.
Lacko L.,Pella G.
Struff J.L.,Medvedev D.
Kohlschreiber P.,Rodionov J.
Basilashvili N.,Simon G.
Rublev A.,Khachanov K.
Auger-Aliassime F.,Hurkacz H.
Zverev A.,Koepfer D.
Humbert U.,Querrey S.
Rinderknech A.,Hanfmann Y.
Kohlschreiber P.,Moutet C.
Rublev A.,Thompson J.
Auger-Aliassime F.,Federer R.
Giron M.,Struff J.L.
Korda S.,Nishikori K.
Harris L.,Lacko L.
Humbert U.,Zverev A.
Basilashvili N.,Rinderknech A.
Rublev A.,Kohlschreiber P.
Basilashvili N.,Harris L.
Auger-Aliassime F.,Giron M.
Humbert U.,Korda S.
Rublev A.,Basilashvili N.
Humbert U.,Auger-Aliassime F.
Humbert U.,Rublev A.
Draper J.,Sinner J.
Millman J.,Opelka R.
Norrie C.,Ramos-Vinolas A.
Mannarino A.,Broady L.
Lopez F.,Marchenko I.
Troicki V.,Sonego L.
Karatsev A.,Tabilo A.
Berrettini M.,Travaglia S.
Bublik A.,Chardy J.
De Minaur A.,Djere L.
Evans D.,Popyrin A.
Tiafoe F.,Bedene A.
Murray A.,Paire B.
Fognini F.,Lu Y.
Shapovalov D.,Vukic A.
Cilic M.,Ofner S.
De Minaur A.,Millman J.
Norrie C.,Karatsev A.
Draper J.,Bublik A.
Cilic M.,Fognini F.
Evans D.,Mannarino A.
Berrettini M.,Murray A.
Shapovalov D.,Lopez F.
Tiafoe F.,Troicki V.
Berrettini M.,Evans D.
De Minaur A.,Cilic M.
Norrie C.,Draper J.
Shapovalov D.,Tiafoe F.
Berrettini M.,De Minaur A.
Norrie C.,Shapovalov D.
Berrettini M.,Norrie C.
Gerasimov E.,Tsonga J.W.
Popyrin A.,Gombos N.
Ivashka I.,Gray A.
Millman J.,Clarke J.
Bublik A.,Kukushkin M.
Purcell M.,Duckworth J.
Ruusuvuori E.,Ramos-Vinolas A.
Seppi A.,Nishioka Y.
Davidovich Fokina A.,Ymer M.
Fucsovics M.,Bedene A.
Pospisil V.,Ward J.
Broady L.,Tiafoe F.
Purcell M.,Monfils G.
Bublik A.,Gerasimov E.
Seppi A.,Ruusuvuori E.
Sonego L.,Millman J.
Ivashka I.,Popyrin A.
Pospisil V.,Davidovich Fokina A.
Kwon S.W.,Fucsovics M.
De Minaur A.,Broady L.
Sonego L.,Bublik A.
Purcell M.,Seppi A.
Kwon S.W.,Ivashka I.
De Minaur A.,Pospisil V.
Sonego L.,Purcell M.
De Minaur A.,Kwon S.W.
De Minaur A.,Sonego L.
Thompson J.,Andujar P.
Mannarino A.,Struff J.L.
Ruud C.,Simon G.
Moutet C.,Harris L.
Travaglia S.,Pella G.
Klein L.,Lajovic D.
Sandgren T.,Munar J.
Khachanov K.,Pouille L.
Vesely J.,Caruso S.
Lopez F.,Kuhn N.
Querrey S.,Carballes Baena R.
Humbert U.,Kecmanovic M.
Ruud C.,Sandgren T.
Medvedev D.,Moutet C.
Mannarino A.,Thiem D.
Lopez F.,Khachanov K.
Querrey S.,Humbert U.
Carreno Busta P.,Vesely J.
Thompson J.,Klein L.
Bautista Agut R.,Travaglia S.
Carreno Busta P.,Thompson J.
Medvedev D.,Ruud C.
Querrey S.,Bautista Agut R.
Mannarino A.,Lopez F.
Medvedev D.,Carreno Busta P.
Querrey S.,Mannarino A.
Medvedev D.,Querrey S.
Djokovic N.,Draper J.
Tiafoe F.,Tsitsipas S.
Kecmanovic M.,Bagnis F.
Anderson K.,Barrios M.
Kudla D.,Davidovich Fokina A.
Seppi A.,Sousa J.
Fucsovics M.,Sinner J.
Bautista Agut R.,Millman J.
Vesely J.,Hanfmann Y.
Rublev A.,Delbonis F.
Khachanov K.,Mcdonald M.
Koepfer D.,Opelka R.
Martinez P.,Travaglia S.
Murray A.,Basilashvili N.
Pospisil V.,Carballes Baena R.
Broady L.,Cecchinato M.
Korda S.,De Minaur A.
Evans D.,Lopez F.
Fognini F.,Ramos-Vinolas A.
Zverev A.,Griekspoor T.
Schwartzman D.,Paire B.
Federer R.,Mannarino A.
Medvedev D.,Struff J.L.
Hoang A.,Zhang Zh.
Gasquet R.,Sugita Y.
Hurkacz H.,Musetti L.
Gerasimov E.,Clarke J.
Lajovic D.,Simon G.
Shapovalov D.,Kohlschreiber P.
Harris L.,Berankis R.
Djere L.,Cuevas P.
Kwon S.W.,Masur D.
Sandgren T.,Gombos N.
Andujar P.,Herbert P.H.
Polmans M.,Lu Y.
Bolt A.,Krajinovic F.
Otte O.,Rinderknech A.
Thompson J.,Ruud C.
Nishikori K.,Popyrin A.
Ivashka I.,Munar J.
Bedene A.,Moutet C.
Van De Zandschulp B.,Barrere G.
Berrettini M.,Pella G.
Chardy J.,Karatsev A.
Nishioka Y.,Isner J.
Alcaraz C.,Uchiyama Y.
Ymer M.,Tsonga J.W.
Giron M.,Ruusuvuori E.
Querrey S.,Carreno Busta P.
Norrie C.,Pouille L.
Galan D.E.,Coria F.
Duckworth J.,Albot R.
Garin C.,Zapata Miralles B.
Mager G.,Londero J.I.
Dimitrov G.,Verdasco F.
Sonego L.,Sousa P.
Cilic M.,Caruso S.
Fritz T.,Nakashima B.
Auger-Aliassime F.,Monteiro T.
Kyrgios N.,Humbert U.
Bonzi B.,Trungelliti M.
Monfils G.,O Connell C.
