Location,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets
Hamburg,9/25/2020,Rublev A.,Bautista Agut R.,1.63,2.27,Quarterfinals,2.0,0.0
Hamburg,9/25/2020,Tsitsipas S.,Lajovic D.,1.42,2.87,Quarterfinals,2.0,0.0
Hamburg,9/25/2020,Ruud C.,Humbert U.,1.37,3.09,Quarterfinals,2.0,1.0
Hamburg,9/25/2020,Garin C.,Bublik A.,1.31,3.48,Quarterfinals,2.0,1.0
Hamburg,9/26/2020,Rublev A.,Ruud C.,1.46,2.71,Semifinals,2.0,0.0
Hamburg,9/26/2020,Tsitsipas S.,Garin C.,1.3,3.57,Semifinals,2.0,1.0
Hamburg,9/27/2020,Rublev A.,Tsitsipas S.,1.77,2.06,The Final,2.0,1.0
Paris,9/27/2020,Bonzi B.,Ruusuvuori E.,2.89,1.42,1st Round,3.0,1.0
Paris,9/27/2020,Korda S.,Seppi A.,1.43,2.83,1st Round,3.0,1.0
Paris,9/27/2020,Sinner J.,Goffin D.,1.97,1.84,1st Round,3.0,0.0
Paris,9/27/2020,Fritz T.,Machac T.,1.39,3.03,1st Round,3.0,2.0
Paris,9/27/2020,Nishikori K.,Evans D.,1.52,2.56,1st Round,3.0,2.0
Paris,9/27/2020,Coria F.,Jung J.,1.31,3.44,1st Round,3.0,0.0
Paris,9/27/2020,Rodionov J.,Chardy J.,1.94,1.87,1st Round,3.0,2.0
Paris,9/27/2020,Travaglia S.,Andujar P.,2.15,1.71,1st Round,3.0,0.0
Paris,9/27/2020,Isner J.,Benchetrit E.,1.25,4.01,1st Round,3.0,0.0
Paris,9/27/2020,Cecchinato M.,De Minaur A.,1.71,2.15,1st Round,3.0,0.0
Paris,9/27/2020,Gombos N.,Coric B.,6.6,1.11,1st Round,3.0,1.0
Paris,9/27/2020,Koepfer D.,Hoang A.,1.3,3.54,1st Round,3.0,1.0
Paris,9/27/2020,Albot R.,Thompson J.,2.58,1.51,1st Round,3.0,0.0
Paris,9/27/2020,Paire B.,Kwon S.W.,2.19,1.68,1st Round,3.0,0.0
Paris,9/27/2020,Londero J.I.,Delbonis F.,2.27,1.64,1st Round,3.0,2.0
Paris,9/27/2020,Wawrinka S.,Murray A.,1.34,3.29,1st Round,3.0,0.0
Paris,9/27/2020,Schwartzman D.,Kecmanovic M.,1.2,4.56,1st Round,3.0,0.0
Paris,9/27/2020,Zverev A.,Novak D.,1.07,9.2,1st Round,3.0,0.0
Paris,9/28/2020,Thiem D.,Cilic M.,1.1,7.2,1st Round,3.0,0.0
Paris,9/28/2020,Nishioka Y.,Auger-Aliassime F.,4.58,1.2,1st Round,3.0,0.0
Paris,9/28/2020,Sock J.,Opelka R.,1.51,2.56,1st Round,3.0,0.0
Paris,9/28/2020,Gaston H.,Janvier M.,1.37,3.11,1st Round,3.0,0.0
Paris,9/28/2020,Martinez P.,Vukic A.,1.25,4.01,1st Round,3.0,0.0
Paris,9/28/2020,Herbert P.H.,Mmoh M.,1.58,2.4,1st Round,3.0,0.0
Paris,9/28/2020,Kukushkin M.,Fognini F.,3.13,1.36,1st Round,3.0,1.0
Paris,9/28/2020,Sonego L.,Gomez E.,1.31,3.44,1st Round,3.0,2.0
Paris,9/28/2020,Paul T.,Duckworth J.,1.19,4.8,1st Round,3.0,0.0
Paris,9/28/2020,Mcdonald M.,Diez S.,2.82,1.44,1st Round,3.0,1.0
Paris,9/28/2020,Giustino L.,Moutet C.,4.77,1.19,1st Round,3.0,2.0
Paris,9/28/2020,Vesely J.,Broady L.,1.34,3.32,1st Round,3.0,1.0
Paris,9/28/2020,Struff J.L.,Tiafoe F.,1.49,2.63,1st Round,3.0,2.0
Paris,9/28/2020,Pella G.,Caruso S.,1.75,2.08,1st Round,3.0,1.0
Paris,9/28/2020,Ruud C.,Sugita Y.,1.04,11.83,1st Round,3.0,0.0
Paris,9/28/2020,Milojevic N.,Krajinovic F.,8.35,1.07,1st Round,3.0,1.0
Paris,9/28/2020,Bublik A.,Monfils G.,2.14,1.71,1st Round,3.0,1.0
Paris,9/28/2020,Nadal R.,Gerasimov E.,1.01,22.68,1st Round,3.0,0.0
Paris,9/28/2020,Bedene A.,Rinderknech A.,1.37,3.12,1st Round,3.0,1.0
Paris,9/28/2020,Sandgren T.,Hurkacz H.,2.98,1.4,1st Round,3.0,2.0
Paris,9/28/2020,Galan D.,Norrie C.,1.71,2.15,1st Round,3.0,2.0
Paris,9/28/2020,Ramos-Vinolas A.,Mannarino A.,1.43,2.85,1st Round,3.0,0.0
Paris,9/28/2020,Khachanov K.,Majchrzak K.,1.32,3.37,1st Round,3.0,0.0
Paris,9/28/2020,Altmaier D.,Lopez F.,1.46,2.72,1st Round,3.0,0.0
Paris,9/28/2020,Fucsovics M.,Medvedev D.,4.43,1.21,1st Round,3.0,1.0
Paris,9/28/2020,Carreno Busta P.,Millman J.,1.26,3.87,1st Round,3.0,0.0
Paris,9/29/2020,Harris L.,Popyrin A.,1.93,1.88,1st Round,3.0,0.0
Paris,9/29/2020,Berrettini M.,Pospisil V.,1.1,7.02,1st Round,3.0,0.0
Paris,9/29/2020,Garin C.,Kohlschreiber P.,1.15,5.43,1st Round,3.0,1.0
Paris,9/29/2020,Polmans M.,Humbert U.,6.32,1.12,1st Round,3.0,1.0
Paris,9/29/2020,Davidovich Fokina A.,Mayot H.,1.13,5.97,1st Round,3.0,0.0
Paris,9/29/2020,Lajovic D.,Mager G.,1.12,6.24,1st Round,3.0,1.0
Paris,9/29/2020,Anderson K.,Djere L.,2.78,1.44,1st Round,3.0,0.0
Paris,9/29/2020,Berankis R.,Dellien H.,2.56,1.51,1st Round,3.0,0.0
Paris,9/29/2020,Giron M.,Halys Q.,1.83,1.98,1st Round,3.0,2.0
Paris,9/29/2020,Rublev A.,Querrey S.,1.05,11.62,1st Round,3.0,2.0
Paris,9/29/2020,Djokovic N.,Ymer M.,1.01,21.63,1st Round,3.0,0.0
Paris,9/29/2020,Carballes Baena R.,Johnson S.,1.54,2.5,1st Round,3.0,0.0
Paris,9/29/2020,Balazs A.,Uchiyama Y.,1.35,3.22,1st Round,3.0,0.0
Paris,9/29/2020,Cuevas P.,Laaksonen H.,1.47,2.71,1st Round,3.0,1.0
Paris,9/29/2020,Monteiro T.,Basilashvili N.,1.4,2.95,1st Round,3.0,0.0
Paris,9/29/2020,Tsitsipas S.,Munar J.,1.1,6.91,1st Round,3.0,2.0
Paris,9/29/2020,Shapovalov D.,Simon G.,1.12,6.36,1st Round,3.0,1.0
Paris,9/29/2020,Dimitrov G.,Barrere G.,1.13,6.13,1st Round,3.0,0.0
Paris,9/29/2020,Bautista Agut R.,Gasquet R.,1.17,5.16,1st Round,3.0,0.0
Paris,9/29/2020,Martin A.,Sousa J.,1.5,2.61,1st Round,3.0,0.0
Paris,9/30/2020,Korda S.,Isner J.,2.49,1.54,2nd Round,3.0,1.0
Paris,9/30/2020,Fritz T.,Albot R.,1.52,2.54,2nd Round,3.0,0.0
Paris,9/30/2020,Wawrinka S.,Koepfer D.,1.27,3.78,2nd Round,3.0,1.0
Paris,9/30/2020,Gaston H.,Nishioka Y.,3.54,1.3,2nd Round,3.0,1.0
Paris,9/30/2020,Schwartzman D.,Giustino L.,1.01,19.32,2nd Round,3.0,0.0
Paris,9/30/2020,Gombos N.,Rodionov J.,1.44,2.82,2nd Round,3.0,1.0
Paris,9/30/2020,Thiem D.,Sock J.,1.04,12.09,2nd Round,3.0,0.0
Paris,9/30/2020,Nadal R.,Mcdonald M.,1.01,22.51,2nd Round,3.0,0.0
Paris,9/30/2020,Martinez P.,Kukushkin M.,1.46,2.73,2nd Round,3.0,0.0
Paris,9/30/2020,Travaglia S.,Nishikori K.,1.68,2.2,2nd Round,3.0,2.0
Paris,9/30/2020,Sonego L.,Bublik A.,2.28,1.63,2nd Round,3.0,0.0
Paris,9/30/2020,Ruud C.,Paul T.,1.18,4.88,2nd Round,3.0,2.0
Paris,9/30/2020,Coria F.,Paire B.,1.97,1.84,2nd Round,3.0,1.0
Paris,9/30/2020,Zverev A.,Herbert P.H.,1.11,6.8,2nd Round,3.0,2.0
Paris,9/30/2020,Cecchinato M.,Londero J.I.,1.32,3.41,2nd Round,3.0,1.0
Paris,9/30/2020,Sinner J.,Bonzi B.,1.09,7.75,2nd Round,3.0,0.0
Paris,10/1/2020,Carballes Baena R.,Shapovalov D.,4.52,1.2,2nd Round,3.0,2.0
Paris,10/1/2020,Fucsovics M.,Ramos-Vinolas A.,1.44,2.79,2nd Round,3.0,0.0
Paris,10/1/2020,Garin C.,Polmans M.,1.09,7.51,2nd Round,3.0,1.0
Paris,10/1/2020,Monteiro T.,Giron M.,1.23,4.24,2nd Round,3.0,0.0
Paris,10/1/2020,Khachanov K.,Vesely J.,1.27,3.79,2nd Round,3.0,1.0
Paris,10/1/2020,Altmaier D.,Struff J.L.,3.11,1.37,2nd Round,3.0,0.0
Paris,10/1/2020,Dimitrov G.,Martin A.,1.14,5.93,2nd Round,3.0,0.0
Paris,10/1/2020,Galan D.,Sandgren T.,3.09,1.38,2nd Round,3.0,0.0
Paris,10/1/2020,Carreno Busta P.,Pella G.,1.29,3.65,2nd Round,3.0,0.0
Paris,10/1/2020,Djokovic N.,Berankis R.,1.01,21.54,2nd Round,3.0,0.0
Paris,10/1/2020,Bedene A.,Milojevic N.,1.86,1.95,2nd Round,3.0,1.0
Paris,10/1/2020,Tsitsipas S.,Cuevas P.,1.18,4.99,2nd Round,3.0,0.0
Paris,10/1/2020,Anderson K.,Lajovic D.,2.56,1.51,2nd Round,3.0,2.0
Paris,10/1/2020,Bautista Agut R.,Balazs A.,1.06,10.03,2nd Round,3.0,0.0
Paris,10/1/2020,Rublev A.,Davidovich Fokina A.,1.2,4.68,2nd Round,3.0,1.0
Paris,10/1/2020,Berrettini M.,Harris L.,1.08,8.29,2nd Round,3.0,1.0
Paris,10/2/2020,Thiem D.,Ruud C.,1.13,6.13,3rd Round,3.0,0.0
Paris,10/2/2020,Korda S.,Martinez P.,2.85,1.43,3rd Round,3.0,0.0
Paris,10/2/2020,Sonego L.,Fritz T.,1.98,1.83,3rd Round,3.0,0.0
Paris,10/2/2020,Gaston H.,Wawrinka S.,11.69,1.04,3rd Round,3.0,2.0
Paris,10/2/2020,Sinner J.,Coria F.,1.16,5.41,3rd Round,3.0,0.0
Paris,10/2/2020,Nadal R.,Travaglia S.,1.01,22.92,3rd Round,3.0,0.0
Paris,10/2/2020,Schwartzman D.,Gombos N.,1.06,10.33,3rd Round,3.0,0.0
Paris,10/2/2020,Zverev A.,Cecchinato M.,1.42,2.9,3rd Round,3.0,0.0
Paris,10/3/2020,Altmaier D.,Berrettini M.,5.08,1.17,3rd Round,3.0,0.0
Paris,10/3/2020,Rublev A.,Anderson K.,1.21,4.42,3rd Round,3.0,0.0
Paris,10/3/2020,Carreno Busta P.,Bautista Agut R.,2.09,1.75,3rd Round,3.0,1.0
Paris,10/3/2020,Fucsovics M.,Monteiro T.,1.52,2.54,3rd Round,3.0,0.0
Paris,10/3/2020,Tsitsipas S.,Bedene A.,1.1,7.22,3rd Round,2.0,0.0
Paris,10/3/2020,Dimitrov G.,Carballes Baena R.,1.21,4.51,3rd Round,2.0,0.0
Paris,10/3/2020,Khachanov K.,Garin C.,2.15,1.71,3rd Round,3.0,1.0
Paris,10/3/2020,Djokovic N.,Galan D.,1.01,22.41,3rd Round,3.0,0.0
Paris,10/4/2020,Nadal R.,Korda S.,1.01,22.01,4th Round,3.0,0.0
Paris,10/4/2020,Sinner J.,Zverev A.,2.74,1.46,4th Round,3.0,1.0
Paris,10/4/2020,Thiem D.,Gaston H.,1.02,16.67,4th Round,3.0,2.0
Paris,10/4/2020,Schwartzman D.,Sonego L.,1.16,5.26,4th Round,3.0,0.0
Paris,10/5/2020,Rublev A.,Fucsovics M.,1.23,4.26,4th Round,3.0,1.0
Paris,10/5/2020,Tsitsipas S.,Dimitrov G.,1.31,3.49,4th Round,3.0,0.0
Paris,10/5/2020,Djokovic N.,Khachanov K.,1.03,13.89,4th Round,3.0,0.0
Paris,10/5/2020,Carreno Busta P.,Altmaier D.,1.22,4.32,4th Round,3.0,0.0
Paris,10/6/2020,Schwartzman D.,Thiem D.,3.01,1.4,Quarterfinals,3.0,2.0
Paris,10/6/2020,Nadal R.,Sinner J.,1.08,8.31,Quarterfinals,3.0,0.0
Paris,10/7/2020,Tsitsipas S.,Rublev A.,1.52,2.57,Quarterfinals,3.0,0.0
Paris,10/7/2020,Djokovic N.,Carreno Busta P.,1.06,10.15,Quarterfinals,3.0,1.0
Paris,10/9/2020,Nadal R.,Schwartzman D.,1.16,5.51,Semifinals,3.0,0.0
Paris,10/9/2020,Djokovic N.,Tsitsipas S.,1.31,3.53,Semifinals,3.0,2.0
Paris,10/11/2020,Nadal R.,Djokovic N.,1.68,2.24,The Final,3.0,0.0
Cologne,10/12/2020,Otte O.,Struff J.L.,2.81,1.43,1st Round,2.0,0.0
Cologne,10/12/2020,Zverev M.,Millman J.,4.11,1.23,1st Round,2.0,0.0
Cologne,10/12/2020,Albot R.,Herbert P.H.,2.37,1.58,1st Round,2.0,1.0
Cologne,10/12/2020,Hurkacz H.,Polmans M.,1.33,3.26,1st Round,2.0,0.0
Cologne,10/12/2020,Johnson S.,Krajinovic F.,4.39,1.2,1st Round,2.0,1.0
Cologne,10/12/2020,Novak D.,Thompson J.,2.12,1.71,1st Round,2.0,0.0
Cologne,10/13/2020,Laaksonen H.,Altmaier D.,2.21,1.65,1st Round,2.0,1.0
Cologne,10/13/2020,Simon G.,Fucsovics M.,2.95,1.39,1st Round,2.0,0.0
Cologne,10/13/2020,Davidovich Fokina A.,Ruusuvuori E.,3.21,1.34,1st Round,2.0,0.0
Cologne,10/13/2020,Cilic M.,Giron M.,1.28,3.65,1st Round,2.0,1.0
Cologne,10/13/2020,Harris L.,Edmund K.,2.23,1.64,1st Round,2.0,0.0
Cologne,10/13/2020,Verdasco F.,Murray A.,3.27,1.33,1st Round,2.0,0.0
Cologne,10/14/2020,Albot R.,Otte O.,2.25,1.63,2nd Round,2.0,1.0
Cologne,10/14/2020,Novak D.,Paire B.,1.58,2.35,2nd Round,2.0,0.0
Cologne,10/14/2020,Hurkacz H.,Zverev M.,1.31,3.43,2nd Round,2.0,0.0
Cologne,10/14/2020,Harris L.,Johnson S.,1.65,2.23,2nd Round,2.0,0.0
Cologne,10/15/2020,Zverev A.,Verdasco F.,1.2,4.5,2nd Round,2.0,0.0
Cologne,10/15/2020,Davidovich Fokina A.,Cilic M.,2.43,1.55,2nd Round,2.0,1.0
Cologne,10/15/2020,Auger-Aliassime F.,Laaksonen H.,1.25,3.9,2nd Round,2.0,0.0
Cologne,10/15/2020,Bautista Agut R.,Simon G.,1.35,3.13,2nd Round,2.0,0.0
Cologne,10/16/2020,Zverev A.,Harris L.,1.12,6.19,Quarterfinals,2.0,1.0
Cologne,10/16/2020,Davidovich Fokina A.,Novak D.,1.7,2.14,Quarterfinals,2.0,1.0
Cologne,10/16/2020,Auger-Aliassime F.,Albot R.,1.2,4.51,Quarterfinals,2.0,0.0
Cologne,10/16/2020,Bautista Agut R.,Hurkacz H.,1.36,3.12,Quarterfinals,2.0,1.0
Cologne,10/17/2020,Zverev A.,Davidovich Fokina A.,1.14,5.75,Semifinals,2.0,0.0
Cologne,10/17/2020,Auger-Aliassime F.,Bautista Agut R.,1.97,1.83,Semifinals,2.0,1.0
Cologne,10/18/2020,Zverev A.,Auger-Aliassime F.,1.39,2.95,The Final,2.0,0.0
Sardinia,10/12/2020,Vesely J.,Majchrzak K.,1.71,2.11,1st Round,2.0,0.0
Sardinia,10/12/2020,Musetti L.,Cuevas P.,1.58,2.35,1st Round,2.0,0.0
Sardinia,10/12/2020,Paul T.,Martin A.,1.36,3.13,1st Round,2.0,1.0
Sardinia,10/12/2020,Pellegrino A.,Travaglia S.,3.02,1.37,1st Round,1.0,1.0
Sardinia,10/13/2020,Andujar P.,Kovalik J.,1.62,2.29,1st Round,2.0,0.0
Sardinia,10/13/2020,Delbonis F.,Seppi A.,1.26,3.82,1st Round,2.0,0.0
Sardinia,10/13/2020,Carballes Baena R.,Coria F.,1.96,1.83,1st Round,2.0,0.0
Sardinia,10/13/2020,Sonego L.,Zeppieri G.,1.27,3.69,1st Round,2.0,0.0
Sardinia,10/13/2020,Cecchinato M.,Mager G.,1.42,2.84,1st Round,2.0,1.0
Sardinia,10/13/2020,Djere L.,Nagal S.,1.56,2.4,1st Round,2.0,0.0
Sardinia,10/14/2020,Hanfmann Y.,Caruso S.,1.68,2.16,1st Round,2.0,0.0
Sardinia,10/14/2020,Moutet C.,Tiafoe F.,2.17,1.67,1st Round,2.0,0.0
Sardinia,10/14/2020,Vesely J.,Sonego L.,2.2,1.66,2nd Round,2.0,1.0
Sardinia,10/14/2020,Delbonis F.,Andujar P.,1.67,2.18,2nd Round,2.0,1.0
Sardinia,10/14/2020,Petrovic D.,Carballes Baena R.,3.07,1.36,2nd Round,2.0,0.0
Sardinia,10/14/2020,Djere L.,Lajovic D.,2.11,1.71,2nd Round,2.0,0.0
Sardinia,10/15/2020,Hanfmann Y.,Ruud C.,2.91,1.4,2nd Round,2.0,0.0
Sardinia,10/15/2020,Musetti L.,Pellegrino A.,1.21,4.28,2nd Round,2.0,0.0
Sardinia,10/15/2020,Cecchinato M.,Paul T.,1.54,2.47,2nd Round,2.0,0.0
Sardinia,10/15/2020,Ramos-Vinolas A.,Moutet C.,1.9,1.88,2nd Round,2.0,0.0
Sardinia,10/16/2020,Djere L.,Vesely J.,1.81,1.98,Quarterfinals,2.0,0.0
Sardinia,10/16/2020,Musetti L.,Hanfmann Y.,1.76,2.06,Quarterfinals,2.0,0.0
Sardinia,10/16/2020,Cecchinato M.,Ramos-Vinolas A.,1.77,2.05,Quarterfinals,2.0,1.0
Sardinia,10/16/2020,Petrovic D.,Delbonis F.,3.99,1.24,Quarterfinals,2.0,0.0
Sardinia,10/17/2020,Djere L.,Musetti L.,2.22,1.66,Semifinals,1.0,1.0
Sardinia,10/17/2020,Cecchinato M.,Petrovic D.,1.21,4.49,Semifinals,2.0,0.0
Sardinia,10/18/2020,Djere L.,Cecchinato M.,2.53,1.52,The Final,2.0,0.0
St. Petersburg,10/12/2020,Karatsev A.,Sandgren T.,2.28,1.61,1st Round,2.0,1.0
St. Petersburg,10/12/2020,Norrie C.,Fritz T.,3.03,1.38,1st Round,2.0,1.0
St. Petersburg,10/12/2020,Bublik A.,Mcdonald M.,1.45,2.72,1st Round,2.0,1.0
St. Petersburg,10/12/2020,Donskoy E.,Gerasimov E.,3.25,1.34,1st Round,2.0,0.0
St. Petersburg,10/12/2020,Wawrinka S.,Evans D.,1.52,2.52,1st Round,2.0,1.0
St. Petersburg,10/13/2020,Coric B.,Lopez F.,1.38,3.03,1st Round,2.0,0.0
St. Petersburg,10/13/2020,Ivashka I.,Mannarino A.,2.09,1.73,1st Round,2.0,0.0
St. Petersburg,10/13/2020,Raonic M.,Wolf J.J.,1.29,3.6,1st Round,2.0,0.0
St. Petersburg,10/13/2020,Kecmanovic M.,Kukushkin M.,1.58,2.37,1st Round,2.0,0.0
St. Petersburg,10/13/2020,Khachanov K.,Duckworth J.,1.1,7.13,1st Round,2.0,0.0
St. Petersburg,10/13/2020,Rublev A.,Pospisil V.,1.4,2.92,1st Round,2.0,0.0
St. Petersburg,10/14/2020,Opelka R.,Serdarusic N.,1.2,4.5,1st Round,2.0,1.0
St. Petersburg,10/14/2020,Shapovalov D.,Troicki V.,1.11,6.55,1st Round,2.0,0.0
St. Petersburg,10/14/2020,Safiullin R.,Gomez E.,1.54,2.46,1st Round,2.0,0.0
St. Petersburg,10/14/2020,Humbert U.,Kotov P.,1.2,4.49,1st Round,2.0,1.0
St. Petersburg,10/14/2020,Medvedev D.,Gasquet R.,1.12,6.12,1st Round,2.0,1.0
St. Petersburg,10/14/2020,Norrie C.,Kecmanovic M.,2.33,1.6,2nd Round,2.0,1.0
St. Petersburg,10/14/2020,Wawrinka S.,Donskoy E.,1.19,4.66,2nd Round,2.0,1.0
St. Petersburg,10/15/2020,Shapovalov D.,Ivashka I.,1.18,4.74,2nd Round,2.0,0.0
St. Petersburg,10/15/2020,Coric B.,Safiullin R.,1.2,4.59,2nd Round,2.0,0.0
St. Petersburg,10/15/2020,Rublev A.,Humbert U.,1.16,5.18,2nd Round,2.0,1.0
St. Petersburg,10/15/2020,Opelka R.,Medvedev D.,4.78,1.19,2nd Round,2.0,1.0
St. Petersburg,10/15/2020,Khachanov K.,Karatsev A.,1.23,4.09,2nd Round,2.0,1.0
St. Petersburg,10/15/2020,Raonic M.,Bublik A.,1.39,2.98,2nd Round,2.0,0.0
St. Petersburg,10/16/2020,Rublev A.,Norrie C.,1.11,6.61,Quarterfinals,2.0,0.0
St. Petersburg,10/16/2020,Shapovalov D.,Wawrinka S.,1.48,2.66,Quarterfinals,2.0,0.0
St. Petersburg,10/16/2020,Coric B.,Opelka R.,1.88,1.93,Quarterfinals,2.0,0.0
St. Petersburg,10/16/2020,Raonic M.,Khachanov K.,1.47,2.68,Quarterfinals,2.0,0.0
St. Petersburg,10/17/2020,Rublev A.,Shapovalov D.,1.63,2.27,Semifinals,2.0,1.0
St. Petersburg,10/17/2020,Coric B.,Raonic M.,3.23,1.35,Semifinals,2.0,1.0
St. Petersburg,10/18/2020,Rublev A.,Coric B.,1.25,3.93,The Final,2.0,0.0
Antwerp,10/19/2020,Lopez F.,Paul T.,2.36,1.59,1st Round,2.0,0.0
Antwerp,10/19/2020,Tiafoe F.,Lajovic D.,1.5,2.59,1st Round,2.0,0.0
Antwerp,10/19/2020,Humbert U.,Coppejans K.,1.12,6.37,1st Round,2.0,0.0
Antwerp,10/20/2020,Evans D.,Caruso S.,1.26,3.84,1st Round,2.0,1.0
Antwerp,10/20/2020,Norrie C.,Ruusuvuori E.,2.38,1.57,1st Round,2.0,0.0
Antwerp,10/20/2020,Giron M.,Nardi L.,1.1,7.1,1st Round,2.0,1.0
Antwerp,10/20/2020,Andujar P.,Coria F.,1.39,3.0,1st Round,2.0,0.0
Antwerp,10/20/2020,Harris L.,Moutet C.,1.51,2.56,1st Round,2.0,0.0
Antwerp,10/20/2020,De Minaur A.,Gasquet R.,1.29,3.6,1st Round,2.0,1.0
Antwerp,10/20/2020,Bergs Z.,Ramos-Vinolas A.,3.21,1.35,1st Round,2.0,0.0
Antwerp,10/21/2020,Raonic M.,Bedene A.,1.14,5.65,1st Round,2.0,0.0
Antwerp,10/21/2020,Fritz T.,Opelka R.,1.76,2.05,1st Round,2.0,0.0
Antwerp,10/21/2020,Humbert U.,Carreno Busta P.,1.97,1.83,2nd Round,2.0,1.0
Antwerp,10/21/2020,Evans D.,Tiafoe F.,1.84,1.97,2nd Round,2.0,0.0
Antwerp,10/21/2020,Dimitrov G.,Andujar P.,1.15,5.36,2nd Round,2.0,1.0
Antwerp,10/21/2020,De Minaur A.,Lopez F.,1.25,3.98,2nd Round,2.0,0.0
Antwerp,10/22/2020,Raonic M.,Norrie C.,1.14,5.56,2nd Round,2.0,0.0
Antwerp,10/22/2020,Harris L.,Fritz T.,2.63,1.49,2nd Round,2.0,0.0
Antwerp,10/22/2020,Khachanov K.,Bergs Z.,1.09,7.16,2nd Round,2.0,1.0
Antwerp,10/22/2020,Giron M.,Goffin D.,3.11,1.37,2nd Round,2.0,0.0
Antwerp,10/23/2020,Humbert U.,Harris L.,1.52,2.52,Quarterfinals,2.0,0.0
Antwerp,10/23/2020,Evans D.,Khachanov K.,1.69,2.18,Quarterfinals,2.0,1.0
Antwerp,10/23/2020,De Minaur A.,Giron M.,1.13,5.88,Quarterfinals,2.0,0.0
Antwerp,10/23/2020,Dimitrov G.,Raonic M.,2.71,1.43,Quarterfinals,,
Antwerp,10/24/2020,Humbert U.,Evans D.,1.6,2.35,Semifinals,2.0,1.0
Antwerp,10/24/2020,De Minaur A.,Dimitrov G.,1.56,2.44,Semifinals,2.0,1.0
Antwerp,10/25/2020,Humbert U.,De Minaur A.,2.58,1.51,The Final,2.0,0.0
Cologne,10/19/2020,Simon G.,Thompson J.,1.42,2.85,1st Round,2.0,0.0
Cologne,10/19/2020,Kecmanovic M.,Nagal S.,1.16,5.07,1st Round,2.0,1.0
Cologne,10/19/2020,Nishioka Y.,Edmund K.,2.43,1.55,1st Round,2.0,0.0
Cologne,10/19/2020,Gerasimov E.,Altmaier D.,1.78,2.02,1st Round,2.0,0.0
Cologne,10/19/2020,Mannarino A.,Popyrin A.,1.63,2.27,1st Round,2.0,0.0
Cologne,10/19/2020,Johnson S.,Cilic M.,3.18,1.35,1st Round,2.0,0.0
Cologne,10/20/2020,Davidovich Fokina A.,Dzumhur D.,1.55,2.45,1st Round,2.0,0.0
Cologne,10/20/2020,Herbert P.H.,Sandgren T.,1.58,2.38,1st Round,2.0,1.0
Cologne,10/20/2020,Sinner J.,Duckworth J.,1.11,6.53,1st Round,2.0,0.0
Cologne,10/20/2020,Otte O.,Novak D.,3.18,1.35,1st Round,2.0,0.0
Cologne,10/20/2020,Millman J.,Verdasco F.,1.74,2.08,1st Round,2.0,0.0
Cologne,10/21/2020,Struff J.L.,Cecchinato M.,1.16,5.26,1st Round,2.0,0.0
Cologne,10/21/2020,Mannarino A.,Kecmanovic M.,1.89,1.9,2nd Round,2.0,0.0
Cologne,10/21/2020,Davidovich Fokina A.,Johnson S.,1.54,2.46,2nd Round,2.0,0.0
Cologne,10/21/2020,Zverev A.,Millman J.,1.11,6.42,2nd Round,2.0,1.0
Cologne,10/21/2020,Auger-Aliassime F.,Gerasimov E.,1.27,3.68,2nd Round,2.0,1.0
Cologne,10/22/2020,Sinner J.,Herbert P.H.,1.2,4.52,2nd Round,2.0,0.0
Cologne,10/22/2020,Simon G.,Shapovalov D.,3.91,1.25,2nd Round,2.0,1.0
Cologne,10/22/2020,Schwartzman D.,Otte O.,1.24,4.0,2nd Round,2.0,0.0
Cologne,10/22/2020,Nishioka Y.,Struff J.L.,2.25,1.63,2nd Round,2.0,1.0
Cologne,10/23/2020,Sinner J.,Simon G.,1.23,4.07,Quarterfinals,2.0,1.0
Cologne,10/23/2020,Schwartzman D.,Davidovich Fokina A.,1.31,3.4,Quarterfinals,2.0,1.0
Cologne,10/23/2020,Zverev A.,Mannarino A.,1.14,5.74,Quarterfinals,2.0,1.0
Cologne,10/23/2020,Auger-Aliassime F.,Nishioka Y.,1.46,2.69,Quarterfinals,2.0,0.0
Cologne,10/24/2020,Zverev A.,Sinner J.,1.84,1.95,Semifinals,2.0,0.0
Cologne,10/24/2020,Schwartzman D.,Auger-Aliassime F.,1.79,2.03,Semifinals,2.0,1.0
Cologne,10/25/2020,Zverev A.,Schwartzman D.,1.51,2.56,The Final,2.0,0.0
Nur-Sultan,10/26/2020,Albot R.,Popko D.,1.69,2.14,1st Round,2.0,1.0
Nur-Sultan,10/26/2020,Verdasco F.,Duckworth J.,1.48,2.62,1st Round,2.0,0.0
Nur-Sultan,10/26/2020,Paul T.,Travaglia S.,1.63,2.25,1st Round,2.0,0.0
Nur-Sultan,10/26/2020,Tiafoe F.,Moutet C.,1.46,2.68,1st Round,2.0,0.0
Nur-Sultan,10/26/2020,Thompson J.,Norrie C.,2.36,1.58,1st Round,2.0,1.0
Nur-Sultan,10/27/2020,Vesely J.,Sandgren T.,2.34,1.59,1st Round,2.0,0.0
Nur-Sultan,10/27/2020,Sugita Y.,Dzumhur D.,3.23,1.34,1st Round,2.0,1.0
Nur-Sultan,10/27/2020,Gerasimov E.,Harris L.,1.76,2.04,1st Round,2.0,1.0
Nur-Sultan,10/27/2020,Ruusuvuori E.,Skatov T.,1.08,7.69,1st Round,2.0,0.0
