Location,Surface,Date,Tournament
Chennai,Hard,1/3/2017,Chennai Open
Chennai,Hard,1/4/2017,Chennai Open
Chennai,Hard,1/5/2017,Chennai Open
Chennai,Hard,1/6/2017,Chennai Open
Chennai,Hard,1/7/2017,Chennai Open
Chennai,Hard,1/8/2017,Chennai Open
Doha,Hard,1/2/2017,Qatar Exxon Mobil Open
Doha,Hard,1/3/2017,Qatar Exxon Mobil Open
Doha,Hard,1/4/2017,Qatar Exxon Mobil Open
Doha,Hard,1/5/2017,Qatar Exxon Mobil Open
Doha,Hard,1/6/2017,Qatar Exxon Mobil Open
Doha,Hard,1/7/2017,Qatar Exxon Mobil Open
Auckland,Hard,1/8/2017,ASB Classic
Auckland,Hard,1/9/2017,ASB Classic
Auckland,Hard,1/10/2017,ASB Classic
Auckland,Hard,1/11/2017,ASB Classic
Auckland,Hard,1/12/2017,ASB Classic
Auckland,Hard,1/13/2017,ASB Classic
Auckland,Hard,1/14/2017,ASB Classic
Sydney,Hard,1/8/2017,Apia International
Sydney,Hard,1/9/2017,Apia International
Sydney,Hard,1/10/2017,Apia International
Sydney,Hard,1/11/2017,Apia International
Sydney,Hard,1/12/2017,Apia International
Sydney,Hard,1/13/2017,Apia International
Sydney,Hard,1/14/2017,Apia International
Melbourne,Hard,1/16/2017,Australian Open
Melbourne,Hard,1/17/2017,Australian Open
Melbourne,Hard,1/18/2017,Australian Open
Melbourne,Hard,1/19/2017,Australian Open
Melbourne,Hard,1/20/2017,Australian Open
Melbourne,Hard,1/21/2017,Australian Open
Melbourne,Hard,1/22/2017,Australian Open
Melbourne,Hard,1/23/2017,Australian Open
Melbourne,Hard,1/24/2017,Australian Open
Melbourne,Hard,1/25/2017,Australian Open
Melbourne,Hard,1/26/2017,Australian Open
Melbourne,Hard,1/27/2017,Australian Open
Melbourne,Hard,1/29/2017,Australian Open
Montpellier,Hard,2/6/2017,Open Sud de France
Montpellier,Hard,2/7/2017,Open Sud de France
Montpellier,Hard,2/8/2017,Open Sud de France
Montpellier,Hard,2/9/2017,Open Sud de France
Montpellier,Hard,2/10/2017,Open Sud de France
Montpellier,Hard,2/11/2017,Open Sud de France
Montpellier,Hard,2/12/2017,Open Sud de France
Quito,Clay,2/6/2017,Ecuador Open
Quito,Clay,2/7/2017,Ecuador Open
Quito,Clay,2/8/2017,Ecuador Open
Quito,Clay,2/9/2017,Ecuador Open
Quito,Clay,2/10/2017,Ecuador Open
Quito,Clay,2/11/2017,Ecuador Open
Quito,Clay,2/12/2017,Ecuador Open
Sofia,Hard,2/6/2017,Garanti Koza Sofia Open
Sofia,Hard,2/7/2017,Garanti Koza Sofia Open
Sofia,Hard,2/8/2017,Garanti Koza Sofia Open
Sofia,Hard,2/9/2017,Garanti Koza Sofia Open
Sofia,Hard,2/10/2017,Garanti Koza Sofia Open
Sofia,Hard,2/11/2017,Garanti Koza Sofia Open
Sofia,Hard,2/12/2017,Garanti Koza Sofia Open
Buenos Aires,Clay,2/13/2017,Argentina Open
Buenos Aires,Clay,2/14/2017,Argentina Open
Buenos Aires,Clay,2/15/2017,Argentina Open
Buenos Aires,Clay,2/16/2017,Argentina Open
Buenos Aires,Clay,2/17/2017,Argentina Open
Buenos Aires,Clay,2/18/2017,Argentina Open
Buenos Aires,Clay,2/19/2017,Argentina Open
Memphis,Hard,2/13/2017,Memphis Open
Memphis,Hard,2/14/2017,Memphis Open
Memphis,Hard,2/15/2017,Memphis Open
Memphis,Hard,2/16/2017,Memphis Open
Memphis,Hard,2/17/2017,Memphis Open
Memphis,Hard,2/18/2017,Memphis Open
Memphis,Hard,2/19/2017,Memphis Open
Rotterdam,Hard,2/13/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/14/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/15/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/16/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/17/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/18/2017,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/19/2017,ABN AMRO World Tennis Tournament
Delray Beach,Hard,2/20/2017,Delray Beach Open
Delray Beach,Hard,2/21/2017,Delray Beach Open
Delray Beach,Hard,2/22/2017,Delray Beach Open
Delray Beach,Hard,2/23/2017,Delray Beach Open
Delray Beach,Hard,2/24/2017,Delray Beach Open
Delray Beach,Hard,2/25/2017,Delray Beach Open
Delray Beach,Hard,2/26/2017,Delray Beach Open
Marseille,Hard,2/20/2017,Open 13
Marseille,Hard,2/21/2017,Open 13
Marseille,Hard,2/22/2017,Open 13
Marseille,Hard,2/23/2017,Open 13
Marseille,Hard,2/24/2017,Open 13
Marseille,Hard,2/25/2017,Open 13
Marseille,Hard,2/26/2017,Open 13
Rio de Janeiro,Clay,2/20/2017,Rio Open
Rio de Janeiro,Clay,2/21/2017,Rio Open
Rio de Janeiro,Clay,2/22/2017,Rio Open
Rio de Janeiro,Clay,2/23/2017,Rio Open
Rio de Janeiro,Clay,2/24/2017,Rio Open
Rio de Janeiro,Clay,2/25/2017,Rio Open
Rio de Janeiro,Clay,2/26/2017,Rio Open
Acapulco,Hard,2/27/2017,Abierto Mexicano
Acapulco,Hard,2/28/2017,Abierto Mexicano
Acapulco,Hard,3/1/2017,Abierto Mexicano
Acapulco,Hard,3/2/2017,Abierto Mexicano
Acapulco,Hard,3/3/2017,Abierto Mexicano
Acapulco,Hard,3/4/2017,Abierto Mexicano
Acapulco,Hard,3/5/2017,Abierto Mexicano
Dubai ,Hard,2/27/2017,Dubai Tennis Championships
Dubai ,Hard,2/28/2017,Dubai Tennis Championships
Dubai ,Hard,3/1/2017,Dubai Tennis Championships
Dubai ,Hard,3/2/2017,Dubai Tennis Championships
Dubai ,Hard,3/3/2017,Dubai Tennis Championships
Dubai ,Hard,3/4/2017,Dubai Tennis Championships
Sao Paulo,Clay,2/27/2017,Brasil Open
Sao Paulo,Clay,2/28/2017,Brasil Open
Sao Paulo,Clay,3/1/2017,Brasil Open
Sao Paulo,Clay,3/2/2017,Brasil Open
Sao Paulo,Clay,3/3/2017,Brasil Open
Sao Paulo,Clay,3/4/2017,Brasil Open
Sao Paulo,Clay,3/5/2017,Brasil Open
Indian Wells,Hard,3/9/2017,BNP Paribas Open
Indian Wells,Hard,3/10/2017,BNP Paribas Open
Indian Wells,Hard,3/11/2017,BNP Paribas Open
Indian Wells,Hard,3/12/2017,BNP Paribas Open
Indian Wells,Hard,3/13/2017,BNP Paribas Open
Indian Wells,Hard,3/14/2017,BNP Paribas Open
Indian Wells,Hard,3/15/2017,BNP Paribas Open
Indian Wells,Hard,3/16/2017,BNP Paribas Open
Indian Wells,Hard,3/17/2017,BNP Paribas Open
Indian Wells,Hard,3/18/2017,BNP Paribas Open
Indian Wells,Hard,3/19/2017,BNP Paribas Open
Miami,Hard,3/22/2017,Sony Ericsson Open
Miami,Hard,3/23/2017,Sony Ericsson Open
Miami,Hard,3/24/2017,Sony Ericsson Open
Miami,Hard,3/25/2017,Sony Ericsson Open
Miami,Hard,3/26/2017,Sony Ericsson Open
Miami,Hard,3/27/2017,Sony Ericsson Open
Miami,Hard,3/28/2017,Sony Ericsson Open
Miami,Hard,3/29/2017,Sony Ericsson Open
Miami,Hard,3/30/2017,Sony Ericsson Open
Miami,Hard,3/31/2017,Sony Ericsson Open
Miami,Hard,4/1/2017,Sony Ericsson Open
Miami,Hard,1/2/2017,Sony Ericsson Open
Houston,Clay,4/10/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/11/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/12/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/13/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/14/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/15/2017,U.S. Men's Clay Court Championships
Houston,Clay,4/16/2017,U.S. Men's Clay Court Championships
Marrakech,Clay,4/10/2017,Grand Prix Hassan II
Marrakech,Clay,4/11/2017,Grand Prix Hassan II
Marrakech,Clay,4/12/2017,Grand Prix Hassan II
Marrakech,Clay,4/13/2017,Grand Prix Hassan II
Marrakech,Clay,4/14/2017,Grand Prix Hassan II
Marrakech,Clay,4/15/2017,Grand Prix Hassan II
Marrakech,Clay,4/16/2017,Grand Prix Hassan II
Monte Carlo,Clay,4/16/2017,Monte Carlo Masters
Monte Carlo,Clay,4/17/2017,Monte Carlo Masters
Monte Carlo,Clay,4/18/2017,Monte Carlo Masters
Monte Carlo,Clay,4/19/2017,Monte Carlo Masters
Monte Carlo,Clay,4/20/2017,Monte Carlo Masters
Monte Carlo,Clay,4/21/2017,Monte Carlo Masters
Monte Carlo,Clay,4/22/2017,Monte Carlo Masters
Monte Carlo,Clay,4/23/2017,Monte Carlo Masters
Barcelona,Clay,4/24/2017,Open Banco Sabadell 
Barcelona,Clay,4/25/2017,Open Banco Sabadell 
Barcelona,Clay,4/26/2017,Open Banco Sabadell 
Barcelona,Clay,4/27/2017,Open Banco Sabadell 
Barcelona,Clay,4/28/2017,Open Banco Sabadell 
Barcelona,Clay,4/29/2017,Open Banco Sabadell 
Barcelona,Clay,4/30/2017,Open Banco Sabadell 
Budapest,Clay,4/24/2017,Gazprom Hungarian Open
Budapest,Clay,4/25/2017,Gazprom Hungarian Open
Budapest,Clay,4/26/2017,Gazprom Hungarian Open
Budapest,Clay,4/27/2017,Gazprom Hungarian Open
Budapest,Clay,4/28/2017,Gazprom Hungarian Open
Budapest,Clay,4/29/2017,Gazprom Hungarian Open
Budapest,Clay,4/30/2017,Gazprom Hungarian Open
Estoril,Clay,5/1/2017,Millenium Estoril Open
Estoril,Clay,5/2/2017,Millenium Estoril Open
Estoril,Clay,5/3/2017,Millenium Estoril Open
Estoril,Clay,5/4/2017,Millenium Estoril Open
Estoril,Clay,5/5/2017,Millenium Estoril Open
Estoril,Clay,5/6/2017,Millenium Estoril Open
Estoril,Clay,5/7/2017,Millenium Estoril Open
Istanbul,Clay,5/1/2017,Istanbul Open
Istanbul,Clay,5/2/2017,Istanbul Open
Istanbul,Clay,5/3/2017,Istanbul Open
Istanbul,Clay,5/4/2017,Istanbul Open
Istanbul,Clay,5/5/2017,Istanbul Open
Istanbul,Clay,5/6/2017,Istanbul Open
Istanbul,Clay,5/7/2017,Istanbul Open
Munich,Clay,5/1/2017,BMW Open
Munich,Clay,5/2/2017,BMW Open
Munich,Clay,5/3/2017,BMW Open
Munich,Clay,5/4/2017,BMW Open
Munich,Clay,5/5/2017,BMW Open
Munich,Clay,5/6/2017,BMW Open
Munich,Clay,5/7/2017,BMW Open
Madrid,Clay,5/7/2017,Mutua Madrid Open
Madrid,Clay,5/8/2017,Mutua Madrid Open
Madrid,Clay,5/9/2017,Mutua Madrid Open
Madrid,Clay,5/10/2017,Mutua Madrid Open
Madrid,Clay,5/11/2017,Mutua Madrid Open
Madrid,Clay,5/12/2017,Mutua Madrid Open
Madrid,Clay,5/13/2017,Mutua Madrid Open
Madrid,Clay,5/14/2017,Mutua Madrid Open
Rome,Clay,5/14/2017,Internazionali BNL d'Italia
Rome,Clay,5/15/2017,Internazionali BNL d'Italia
Rome,Clay,5/16/2017,Internazionali BNL d'Italia
Rome,Clay,5/17/2017,Internazionali BNL d'Italia
Rome,Clay,5/18/2017,Internazionali BNL d'Italia
Rome,Clay,5/19/2017,Internazionali BNL d'Italia
Rome,Clay,5/20/2017,Internazionali BNL d'Italia
Rome,Clay,5/21/2017,Internazionali BNL d'Italia
Geneva,Clay,5/21/2017,Geneva Open
Geneva,Clay,5/22/2017,Geneva Open
Geneva,Clay,5/23/2017,Geneva Open
Geneva,Clay,5/24/2017,Geneva Open
Geneva,Clay,5/25/2017,Geneva Open
Geneva,Clay,5/26/2017,Geneva Open
Geneva,Clay,5/27/2017,Geneva Open
Lyon,Clay,5/21/2017,Lyon Open
Lyon,Clay,5/22/2017,Lyon Open
Lyon,Clay,5/23/2017,Lyon Open
Lyon,Clay,5/24/2017,Lyon Open
Lyon,Clay,5/25/2017,Lyon Open
Lyon,Clay,5/26/2017,Lyon Open
Lyon,Clay,5/27/2017,Lyon Open
Paris,Clay,5/28/2017,French Open
Paris,Clay,5/29/2017,French Open
Paris,Clay,5/30/2017,French Open
Paris,Clay,5/31/2017,French Open
Paris,Clay,6/1/2017,French Open
Paris,Clay,6/2/2017,French Open
Paris,Clay,6/3/2017,French Open
Paris,Clay,6/4/2017,French Open
Paris,Clay,6/5/2017,French Open
Paris,Clay,6/7/2017,French Open
Paris,Clay,6/9/2017,French Open
Paris,Clay,6/11/2017,French Open
's-Hertogenbosch,Grass,6/12/2017,Ricoh Open
's-Hertogenbosch,Grass,6/13/2017,Ricoh Open
's-Hertogenbosch,Grass,6/14/2017,Ricoh Open
's-Hertogenbosch,Grass,6/15/2017,Ricoh Open
's-Hertogenbosch,Grass,6/16/2017,Ricoh Open
's-Hertogenbosch,Grass,6/17/2017,Ricoh Open
's-Hertogenbosch,Grass,6/18/2017,Ricoh Open
Stuttgart,Grass,6/12/2017,Mercedes Cup
Stuttgart,Grass,6/13/2017,Mercedes Cup
Stuttgart,Grass,6/14/2017,Mercedes Cup
Stuttgart,Grass,6/15/2017,Mercedes Cup
Stuttgart,Grass,6/16/2017,Mercedes Cup
Stuttgart,Grass,6/17/2017,Mercedes Cup
Stuttgart,Grass,6/18/2017,Mercedes Cup
Halle,Grass,6/19/2017,Gerry Weber Open
Halle,Grass,6/20/2017,Gerry Weber Open
Halle,Grass,6/21/2017,Gerry Weber Open
Halle,Grass,6/22/2017,Gerry Weber Open
Halle,Grass,6/23/2017,Gerry Weber Open
Halle,Grass,6/24/2017,Gerry Weber Open
Halle,Grass,6/25/2017,Gerry Weber Open
Queens Club,Grass,6/19/2017,AEGON Championships
Queens Club,Grass,6/20/2017,AEGON Championships
Queens Club,Grass,6/21/2017,AEGON Championships
Queens Club,Grass,6/22/2017,AEGON Championships
Queens Club,Grass,6/23/2017,AEGON Championships
Queens Club,Grass,6/24/2017,AEGON Championships
Queens Club,Grass,6/25/2017,AEGON Championships
Antalya,Grass,6/25/2017,Antalya Open
Antalya,Grass,6/26/2017,Antalya Open
Antalya,Grass,6/27/2017,Antalya Open
Antalya,Grass,6/28/2017,Antalya Open
Antalya,Grass,6/29/2017,Antalya Open
Antalya,Grass,6/30/2017,Antalya Open
Antalya,Grass,7/1/2017,Antalya Open
Eastbourne,Grass,6/26/2017,AEGON International
Eastbourne,Grass,6/28/2017,AEGON International
Eastbourne,Grass,6/29/2017,AEGON International
Eastbourne,Grass,6/30/2017,AEGON International
Eastbourne,Grass,7/1/2017,AEGON International
London,Grass,7/3/2017,Wimbledon
London,Grass,7/4/2017,Wimbledon
London,Grass,7/5/2017,Wimbledon
London,Grass,7/6/2017,Wimbledon
London,Grass,7/7/2017,Wimbledon
London,Grass,7/8/2017,Wimbledon
London,Grass,7/10/2017,Wimbledon
London,Grass,7/11/2017,Wimbledon
London,Grass,7/12/2017,Wimbledon
London,Grass,7/14/2017,Wimbledon
London,Grass,7/16/2017,Wimbledon
Bastad,Clay,7/17/2017,SkiStar Swedish Open
Bastad,Clay,7/18/2017,SkiStar Swedish Open
Bastad,Clay,7/19/2017,SkiStar Swedish Open
Bastad,Clay,7/20/2017,SkiStar Swedish Open
Bastad,Clay,7/21/2017,SkiStar Swedish Open
Bastad,Clay,7/22/2017,SkiStar Swedish Open
Bastad,Clay,7/23/2017,SkiStar Swedish Open
Newport,Grass,7/17/2017,Hall of Fame Championships
Newport,Grass,7/18/2017,Hall of Fame Championships
Newport,Grass,7/19/2017,Hall of Fame Championships
Newport,Grass,7/20/2017,Hall of Fame Championships
Newport,Grass,7/21/2017,Hall of Fame Championships
Newport,Grass,7/22/2017,Hall of Fame Championships
Newport,Grass,7/23/2017,Hall of Fame Championships
Umag,Clay,7/17/2017,Croatia Open
Umag,Clay,7/18/2017,Croatia Open
Umag,Clay,7/19/2017,Croatia Open
Umag,Clay,7/20/2017,Croatia Open
Umag,Clay,7/21/2017,Croatia Open
Umag,Clay,7/22/2017,Croatia Open
Umag,Clay,7/23/2017,Croatia Open
Atlanta,Hard,7/24/2017,BB&T Atlanta Open
Atlanta,Hard,7/25/2017,BB&T Atlanta Open
Atlanta,Hard,7/26/2017,BB&T Atlanta Open
Atlanta,Hard,7/27/2017,BB&T Atlanta Open
Atlanta,Hard,7/28/2017,BB&T Atlanta Open
Atlanta,Hard,7/29/2017,BB&T Atlanta Open
Atlanta,Hard,7/30/2017,BB&T Atlanta Open
Gstaad,Clay,7/24/2017,Suisse Open Gstaad
Gstaad,Clay,7/25/2017,Suisse Open Gstaad
Gstaad,Clay,7/26/2017,Suisse Open Gstaad
Gstaad,Clay,7/27/2017,Suisse Open Gstaad
Gstaad,Clay,7/28/2017,Suisse Open Gstaad
Gstaad,Clay,7/29/2017,Suisse Open Gstaad
Gstaad,Clay,7/30/2017,Suisse Open Gstaad
Hamburg,Clay,7/24/2017,German Tennis Championships
Hamburg,Clay,7/25/2017,German Tennis Championships
Hamburg,Clay,7/26/2017,German Tennis Championships
Hamburg,Clay,7/27/2017,German Tennis Championships
Hamburg,Clay,7/28/2017,German Tennis Championships
Hamburg,Clay,7/29/2017,German Tennis Championships
Hamburg,Clay,7/30/2017,German Tennis Championships
Kitzbuhel,Clay,7/31/2017,Generali Open
Kitzbuhel,Clay,8/1/2017,Generali Open
Kitzbuhel,Clay,8/2/2017,Generali Open
Kitzbuhel,Clay,8/3/2017,Generali Open
Kitzbuhel,Clay,8/4/2017,Generali Open
Kitzbuhel,Clay,8/5/2017,Generali Open
Los Cabos,Hard,8/1/2017,Abierto Mexicano Mifel
Los Cabos,Hard,8/2/2017,Abierto Mexicano Mifel
Los Cabos,Hard,8/3/2017,Abierto Mexicano Mifel
Los Cabos,Hard,8/4/2017,Abierto Mexicano Mifel
Los Cabos,Hard,8/5/2017,Abierto Mexicano Mifel
Los Cabos,Hard,8/6/2017,Abierto Mexicano Mifel
Washington,Hard,7/31/2017,Citi Open
Washington,Hard,8/1/2017,Citi Open
Washington,Hard,8/2/2017,Citi Open
Washington,Hard,8/3/2017,Citi Open
Washington,Hard,8/4/2017,Citi Open
Washington,Hard,8/5/2017,Citi Open
Washington,Hard,8/6/2017,Citi Open
Montreal,Hard,8/7/2017,Rogers Masters
Montreal,Hard,8/8/2017,Rogers Masters
Montreal,Hard,8/9/2017,Rogers Masters
Montreal,Hard,8/10/2017,Rogers Masters
Montreal,Hard,8/11/2017,Rogers Masters
Montreal,Hard,8/12/2017,Rogers Masters
Montreal,Hard,8/13/2017,Rogers Masters
Cincinnati,Hard,8/13/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/14/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/15/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/16/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/17/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/18/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/19/2017,Western & Southern Financial Group Masters
Cincinnati,Hard,8/20/2017,Western & Southern Financial Group Masters
Winston-Salem,Hard,8/20/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/21/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/22/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/23/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/24/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/25/2017,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/26/2017,Winston-Salem Open at Wake Forest University
New York,Hard,8/28/2017,US Open
New York,Hard,8/29/2017,US Open
New York,Hard,8/30/2017,US Open
New York,Hard,8/31/2017,US Open
New York,Hard,9/1/2017,US Open
New York,Hard,9/2/2017,US Open
New York,Hard,9/3/2017,US Open
New York,Hard,9/4/2017,US Open
New York,Hard,9/5/2017,US Open
New York,Hard,9/6/2017,US Open
New York,Hard,9/7/2017,US Open
New York,Hard,9/8/2017,US Open
New York,Hard,9/9/2017,US Open
New York,Hard,9/10/2017,US Open
Metz,Hard,9/18/2017,Open de Moselle
Metz,Hard,9/19/2017,Open de Moselle
Metz,Hard,9/20/2017,Open de Moselle
Metz,Hard,9/21/2017,Open de Moselle
Metz,Hard,9/22/2017,Open de Moselle
Metz,Hard,9/23/2017,Open de Moselle
Metz,Hard,9/24/2017,Open de Moselle
St. Petersburg,Hard,9/18/2017,St. Petersburg Open
St. Petersburg,Hard,9/19/2017,St. Petersburg Open
St. Petersburg,Hard,9/20/2017,St. Petersburg Open
St. Petersburg,Hard,9/21/2017,St. Petersburg Open
St. Petersburg,Hard,9/22/2017,St. Petersburg Open
St. Petersburg,Hard,9/23/2017,St. Petersburg Open
St. Petersburg,Hard,9/24/2017,St. Petersburg Open
Chengdu,Hard,9/25/2017,Chengdu Open
Chengdu,Hard,9/26/2017,Chengdu Open
Chengdu,Hard,9/27/2017,Chengdu Open
Chengdu,Hard,9/28/2017,Chengdu Open
Chengdu,Hard,9/29/2017,Chengdu Open
Chengdu,Hard,9/30/2017,Chengdu Open
Chengdu,Hard,10/1/2017,Chengdu Open
Shenzhen ,Hard,9/25/2017,Shenzhen Open
Shenzhen ,Hard,9/26/2017,Shenzhen Open
Shenzhen ,Hard,9/27/2017,Shenzhen Open
Shenzhen ,Hard,9/28/2017,Shenzhen Open
Shenzhen ,Hard,9/29/2017,Shenzhen Open
Shenzhen ,Hard,9/30/2017,Shenzhen Open
Shenzhen ,Hard,10/1/2017,Shenzhen Open
Beijing,Hard,10/2/2017,China Open
Beijing,Hard,10/3/2017,China Open
Beijing,Hard,10/4/2017,China Open
Beijing,Hard,10/5/2017,China Open
Beijing,Hard,10/6/2017,China Open
Beijing,Hard,10/7/2017,China Open
Beijing,Hard,10/8/2017,China Open
Tokyo,Hard,10/2/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/3/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/4/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/5/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/6/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/7/2017,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/8/2017,Rakuten Japan Open Tennis Championships
Shanghai,Hard,10/8/2017,Shanghai Masters
Shanghai,Hard,10/9/2017,Shanghai Masters
Shanghai,Hard,10/10/2017,Shanghai Masters
Shanghai,Hard,10/11/2017,Shanghai Masters
Shanghai,Hard,10/12/2017,Shanghai Masters
Shanghai,Hard,10/13/2017,Shanghai Masters
Shanghai,Hard,10/14/2017,Shanghai Masters
Shanghai,Hard,10/15/2017,Shanghai Masters
Antwerp,Hard,10/16/2017,European Open
Antwerp,Hard,10/17/2017,European Open
Antwerp,Hard,10/18/2017,European Open
Antwerp,Hard,10/19/2017,European Open
Antwerp,Hard,10/20/2017,European Open
Antwerp,Hard,10/21/2017,European Open
Antwerp,Hard,10/22/2017,European Open
Moscow,Hard,10/16/2017,Kremlin Cup
Moscow,Hard,10/17/2017,Kremlin Cup
Moscow,Hard,10/18/2017,Kremlin Cup
Moscow,Hard,10/19/2017,Kremlin Cup
Moscow,Hard,10/20/2017,Kremlin Cup
Moscow,Hard,10/21/2017,Kremlin Cup
Moscow,Hard,10/22/2017,Kremlin Cup
Stockholm,Hard,10/17/2017,Stockholm Open
Stockholm,Hard,10/18/2017,Stockholm Open
Stockholm,Hard,10/19/2017,Stockholm Open
Stockholm,Hard,10/20/2017,Stockholm Open
Stockholm,Hard,10/21/2017,Stockholm Open
Stockholm,Hard,10/22/2017,Stockholm Open
Basel,Hard,10/23/2017,Swiss Indoors
Basel,Hard,10/24/2017,Swiss Indoors
Basel,Hard,10/25/2017,Swiss Indoors
Basel,Hard,10/26/2017,Swiss Indoors
Basel,Hard,10/27/2017,Swiss Indoors
Basel,Hard,10/28/2017,Swiss Indoors
Basel,Hard,10/29/2017,Swiss Indoors
Vienna,Hard,10/23/2017,Erste Bank Open
Vienna,Hard,10/24/2017,Erste Bank Open
Vienna,Hard,10/25/2017,Erste Bank Open
Vienna,Hard,10/26/2017,Erste Bank Open
Vienna,Hard,10/27/2017,Erste Bank Open
Vienna,Hard,10/28/2017,Erste Bank Open
Vienna,Hard,10/29/2017,Erste Bank Open
Paris,Hard,10/30/2017,BNP Paribas Masters
Paris,Hard,10/31/2017,BNP Paribas Masters
Paris,Hard,11/1/2017,BNP Paribas Masters
Paris,Hard,11/2/2017,BNP Paribas Masters
Paris,Hard,11/3/2017,BNP Paribas Masters
Paris,Hard,11/4/2017,BNP Paribas Masters
Paris,Hard,11/5/2017,BNP Paribas Masters
London,Hard,11/12/2017,Masters Cup
London,Hard,11/13/2017,Masters Cup
London,Hard,11/14/2017,Masters Cup
London,Hard,11/15/2017,Masters Cup
London,Hard,11/16/2017,Masters Cup
London,Hard,11/17/2017,Masters Cup
London,Hard,11/18/2017,Masters Cup
London,Hard,11/19/2017,Masters Cup
Brisbane,Hard,12/31/2017,Brisbane International
Brisbane,Hard,1/1/2018,Brisbane International
Brisbane,Hard,1/2/2018,Brisbane International
Brisbane,Hard,1/3/2018,Brisbane International
Brisbane,Hard,1/4/2018,Brisbane International
Brisbane,Hard,1/5/2018,Brisbane International
Brisbane,Hard,1/6/2018,Brisbane International
Brisbane,Hard,1/7/2018,Brisbane International
Doha,Hard,1/1/2018,Qatar Exxon Mobil Open
Doha,Hard,1/2/2018,Qatar Exxon Mobil Open
Doha,Hard,1/3/2018,Qatar Exxon Mobil Open
Doha,Hard,1/4/2018,Qatar Exxon Mobil Open
Doha,Hard,1/5/2018,Qatar Exxon Mobil Open
Doha,Hard,1/6/2018,Qatar Exxon Mobil Open
Pune,Hard,1/1/2018,Tata Open
Pune,Hard,1/2/2018,Tata Open
Pune,Hard,1/3/2018,Tata Open
Pune,Hard,1/4/2018,Tata Open
Pune,Hard,1/5/2018,Tata Open
Pune,Hard,1/6/2018,Tata Open
Auckland,Hard,1/7/2018,ASB Classic
Auckland,Hard,1/8/2018,ASB Classic
Auckland,Hard,1/9/2018,ASB Classic
Auckland,Hard,1/10/2018,ASB Classic
Auckland,Hard,1/11/2018,ASB Classic
Auckland,Hard,1/12/2018,ASB Classic
Auckland,Hard,1/13/2018,ASB Classic
Sydney,Hard,1/7/2018,Sydney International
Sydney,Hard,1/8/2018,Sydney International
Sydney,Hard,1/9/2018,Sydney International
Sydney,Hard,1/10/2018,Sydney International
Sydney,Hard,1/11/2018,Sydney International
Sydney,Hard,1/12/2018,Sydney International
Sydney,Hard,1/13/2018,Sydney International
Melbourne,Hard,1/15/2018,Australian Open
Melbourne,Hard,1/16/2018,Australian Open
Melbourne,Hard,1/17/2018,Australian Open
Melbourne,Hard,1/18/2018,Australian Open
Melbourne,Hard,1/19/2018,Australian Open
Melbourne,Hard,1/20/2018,Australian Open
Melbourne,Hard,1/21/2018,Australian Open
Melbourne,Hard,1/22/2018,Australian Open
Melbourne,Hard,1/23/2018,Australian Open
Melbourne,Hard,1/24/2018,Australian Open
Melbourne,Hard,1/25/2018,Australian Open
Melbourne,Hard,1/26/2018,Australian Open
Melbourne,Hard,1/28/2018,Australian Open
Montpellier,Hard,2/5/2018,Open Sud de France
